标题,开发商,房子信息,发布信息,售价/万,单价
11层小高8楼西打头三室两卫 相当于毛坯 满二 随时看房,越秀星汇金沙 -北京中路,3室2厅 | 117.04平米 | 北 西南 | 简装 | 中楼层(共11层)  | 板楼,1人关注 / 7天以前发布,95,"8,117元/平"
科技大道 中海国际社区 总价醉低精装两居室,中海国际社区 -科技大道,2室1厅 | 68.08平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,2人关注 / 10天以前发布,55,"8,079元/平"
宁海小区 2室2厅 南 北,宁海小区 -黄河路,2室2厅 | 98.55平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,2人关注 / 30天以前发布,80,"8,118元/平"
香逸中央，单价7000，9层电梯洋房好楼层，楼座位置好,香逸中央 -福海路,3室2厅 | 137.42平米 | 南 | 精装 | 高楼层(共9层)  | 板楼,2人关注 / 27天以前发布,94.9,"6,906元/平"
佰和悦府仅有一楼带院房子小院方正前方无遮挡,佰和悦府 -高级中学,2室2厅 | 90.94平米 | 南 北 | 简装 | 低楼层(共18层)  | 板塔结合,0人关注 / 21天以前发布,130,"14,296元/平"
高楼层，带装修，采光好，大三居，落地窗,正元怡居 -科技大道,3室2厅 | 120.24平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,1人关注 / 26天以前发布,90,"7,486元/平"
温馨佳苑满五唯一、精装修、南北通透、户型方正,温馨佳苑 -莱阳市,2室1厅 | 70.05平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 3天以前发布,23,"3,284元/平"
升平街 2室2厅 南 西 北,升平街 -厚安,2室2厅 | 64.49平米 | 南 西 北 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 8天以前发布,122,"18,918元/平"
铂悦府南北通透三居室，落地窗带阳台全明户型,铂悦府 -富豪,3室1厅 | 84.96平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 13天以前发布,75.9,"8,934元/平"
中粮朗云+精装两室+视野好+采光刺眼+满两年,中粮朗云 -高级中学,2室2厅 | 89.74平米 | 南 北 | 精装 | 高楼层(共25层)  | 板楼,0人关注 / 8天以前发布,118,"13,150元/平"
越秀精装3室全明户型楼层适宜居家装修 拎包入住,越秀星汇金沙 -北京中路,3室2厅 | 103.15平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 26天以前发布,95,"9,210元/平"
万科城精装修的三居室，采光好 中间楼层,万科城 -万科城,3室2厅 | 100.19平米 | 南 北 | 精装 | 低楼层(共34层)  | 板楼,3人关注 / 3个月以前发布,115,"11,479元/平"
鼎城2008 装修好 采光好 户型方正 可商贷,鼎城2008 -只楚,3室2厅 | 106.41平米 | 南 北 | 其他 | 中楼层(共26层)  | 塔楼,1人关注 / 2个月以前发布,73,"6,861元/平"
万科城精装修拎包入住3居南北通透+满五年唯一+好位置,万科城 -万科城,3室2厅 | 87.96平米 | 南 北 | 其他 | 高楼层(共34层)  | 板楼,22人关注 / 一年前发布,88,"10,005元/平"
*小区，配套齐全，人脸入户，两梯两户。,中南熙悦 -万科城,3室2厅 | 116.67平米 | 东 南 西 北 | 其他 | 中楼层(共16层)  | 板楼,39人关注 / 一年前发布,135,"11,572元/平"
桦林 精装两室 好楼层 一览无余 随时看房,桦林·颐和苑 -魁玉路,2室1厅 | 77平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,0人关注 / 7天以前发布,70,"9,091元/平"
毛坯三居 好楼层 满两年 诚心出售,香橙 -高级中学,3室2厅 | 99.95平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板楼,25人关注 / 一年前发布,127,"12,707元/平"
采光无影响，小区绿化高，南北通透。精装修,中海国际社区 -科技大道,3室2厅 | 95平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,26人关注 / 7个月以前发布,81,"8,527元/平"
1楼，一梯两户，打头房，户型方正，环境安静生活便利,奇山路 -上夼,2室2厅 | 72.79平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,4人关注 / 6个月以前发布,70,"9,617元/平"
双南卧南客厅，全明户型，房主诚心出售！,海信慧园西区 -高级中学,3室2厅 | 111.54平米 | 南 北 | 精装 | 中楼层(共27层)  | 板塔结合,54人关注 / 7个月以前发布,119.8,"10,741元/平"
海信西区居家装修，南北通透，满五唯一，拎包入住,海信慧园西区 -高级中学,3室1厅 | 107.17平米 | 南 北 | 其他 | 低楼层(共24层)  | 板塔结合,5人关注 / 1个月以前发布,109,"10,171元/平"
95年马赛克，南北通透 满五唯一 楼层好 生活配套齐全,德新街 -毓璜顶,3室2厅 | 93.58平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,13人关注 / 5个月以前发布,168.8,"18,039元/平"
顶加阁带南北露台，可看山观海，视野棒,丰金紫金山庄 -龙湖,3室1厅 | 124.15平米 | 南 北 | 毛坯 | 高楼层(共15层)  | 板楼,0人关注 / 10天以前发布,115,"9,263元/平"
香橙，小高层，采光好视野不错呀~,香橙 -高级中学,3室2厅 | 125.29平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,7人关注 / 2个月以前发布,158,"12,611元/平"
南北通透，看海看河，带装修，采光好,中建悦海和园 -北京中路,3室2厅 | 99.68平米 | 南 北 | 精装 | 高楼层(共28层)  | 板楼,4人关注 / 3个月以前发布,87,"8,728元/平"
海晟花苑高楼层两梯两户毛坯有钥匙 地下车位小棚,海晟花园 -万科城,3室2厅 | 144.98平米 | 南 北 | 毛坯 | 高楼层(共22层)  | 板楼,21人关注 / 一年前发布,135,"9,312元/平"
边户含车位，含装修家具家电，南无遮挡，可谈价急售。,安德利迎海花园 -龙湖,3室2厅 | 129.05平米 | 南 北 | 精装 | 中楼层(共30层)  | 板楼,0人关注 / 1个月以前发布,84.8,"6,572元/平"
文化宫南街 中间楼层 南北通透三居室 西打头 采光好,文化宫南街 -文化路,3室2厅 | 79.89平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,84,"10,515元/平"
海信慧园 打头三居室 中上楼层  采光好！,海信慧园 -高级中学,3室1厅 | 118.61平米 | 南 北 | 简装 | 中楼层(共25层)  | 板塔结合,32人关注 / 6个月以前发布,135,"11,382元/平"
天地一品  98.14平三居室  精装修 好楼层,天地一品 -天地广场,3室2厅 | 98.14平米 | 南 北 | 精装 | 高楼层(共24层)  | 板塔结合,1人关注 / 3个月以前发布,112,"11,413元/平"
金鑫家苑 文化路市场旁边 电梯房 小高层，封闭小区,金鑫家苑 -文化路,4室2厅 | 179.17平米 | 东 南 北 | 精装 | 高楼层(共12层)  | 塔楼,5人关注 / 7个月以前发布,208,"11,610元/平"
满五唯一·，带车位和储藏间，看房方便,海晟花园 -万科城,3室2厅 | 146.13平米 | 南 北 | 毛坯 | 中楼层(共22层)  | 板楼,13人关注 / 3个月以前发布,124,"8,486元/平"
星河城 精装修 南北通透户型方正 三室两卫,星河城 -福海路,3室1厅 | 118.3平米 | 南 北 | 精装 | 中楼层(共23层)  | 塔楼,8人关注 / 3个月以前发布,78,"6,594元/平"
小高层！东大头！好房急售!户型好，采光无遮挡,绿色家园 -迎春大街,3室2厅 | 124.2平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,16人关注 / 7个月以前发布,107,"8,616元/平"
奇山东街 2室1厅 南 北,奇山东街 -上夼,2室1厅 | 58.51平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,4人关注 / 1个月以前发布,55,"9,401元/平"
精装三居两卫满二，看房方便，价格可谈，地下车位。,万达华府 -万达,3室2厅 | 126.62平米 | 南 北 | 精装 | 低楼层(共29层)  | 板楼,23人关注 / 4个月以前发布,145,"11,452元/平"
青华街 低楼层 通透两居 卫生间带窗 看房很方便,青华街 -白石,3室1厅 | 82.47平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,4人关注 / 6个月以前发布,69,"8,367元/平"
精装 好楼层 带车位 满2年无大税 10㎡,海信天山郡 -汽车西站,3室2厅 | 88.89平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,106,"11,925元/平"
乐山里 低楼层 南北通透 配套设施齐全 采光视野开阔,乐山里小区 -毓璜顶,3室1厅 | 80.79平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,6人关注 / 5个月以前发布,159,"19,681元/平"
精装未住，三居，南北双阳台，耳朵户型，有车位,大华上海滩花园 -三滩社区,3室2厅 | 122.17平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,11人关注 / 5个月以前发布,128,"10,478元/平"
满五唯一，打头三居，精装海景房，改善环境，环境优美,碧海云天 -碧海云天,3室2厅 | 145.99平米 | 东 南 北 | 精装 | 中楼层(共11层)  | 板楼,13人关注 / 3个月以前发布,175,"11,988元/平"
嵛景大三居公摊小，通透，可看海，业主诚售，看房方便,嵛景华城 -福莱山公园,3室1厅 | 128.02平米 | 南 北 | 简装 | 高楼层(共23层)  | 板楼,38人关注 / 4个月以前发布,99,"7,734元/平"
精装未住，没有连廊，南北采光没有遮挡，,中海国际社区 -科技大道,3室2厅 | 97.81平米 | 南 北 | 精装 | 高楼层(共31层)  | 板楼,1人关注 / 2个月以前发布,89.9,"9,192元/平"
此房满五，南北通透格局，楼层好，采光好。,阳光首院 -首院,3室2厅 | 86.59平米 | 南 北 | 精装 | 中楼层(共9层)  | 塔楼,0人关注 / 1个月以前发布,83,"9,586元/平"
北五路永达街天业盛世景苑三居室，东打头全天无遮挡。,天业·盛世景苑 -北五路,3室1厅 | 115.22平米 | 北 南 | 毛坯 | 中楼层(共25层)  | 板楼,1人关注 / 5个月以前发布,82,"7,117元/平"
满二无大税，精装修，视野好，采光充足,万科城市之光 -万科,3室2厅 | 114.22平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,6人关注 / 3个月以前发布,95,"8,318元/平"
新海阳东街 精装两居 双南卧 带双阳台 看房方便,新海阳东街 -白石,2室1厅 | 59.06平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 2天以前发布,49,"8,297元/平"
万达商圈内 中楼层 采光充足 视野开阔 精装修实木家具,福来里 -厚安,3室2厅 | 95.34平米 | 西 | 精装 | 中楼层(共28层)  | 板楼,3人关注 / 4个月以前发布,100,"10,489元/平"
新调价好房，南厅双南卧，全明耳朵户型,保利香榭里公馆 -山海南路,3室2厅 | 143.26平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,20人关注 / 一年前发布,172,"12,007元/平"
香橙小区+精装修三居室+满2年+未住过,香橙 -高级中学,3室2厅 | 106.89平米 | 南 北 | 精装 | 低楼层(共25层)  | 板楼,3人关注 / 3个月以前发布,165,"15,437元/平"
精装三居室双卫户型 南北通透 房子采光好拎包入住,富力湾 -北京中路,3室2厅 | 134平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,3人关注 / 10个月以前发布,134,"10,000元/平"
楼层好，视野开阔，采光好，配套设施齐全，海景房,海晟花园 -万科城,3室2厅 | 144.98平米 | 南 北 | 毛坯 | 中楼层(共23层)  | 板楼,0人关注 / 1个月以前发布,135,"9,312元/平"
青华街 低楼层 通透两居 卫生间带窗 看房很方便,青华街 -白石,3室1厅 | 82.47平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,4人关注 / 6个月以前发布,69,"8,367元/平"
北五路永达街天业盛世景苑三居室，东打头全天无遮挡。,天业·盛世景苑 -北五路,3室1厅 | 115.22平米 | 北 南 | 毛坯 | 中楼层(共25层)  | 板楼,1人关注 / 5个月以前发布,82,"7,117元/平"
开发商交付的装修   好楼层  采光好,富力湾 -北京中路,3室2厅 | 124.44平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,9人关注 / 11个月以前发布,114,"9,162元/平"
富豪新天地 多层中间楼层 大三居，满五唯一,富豪新天地 -富豪,3室2厅 | 105.95平米 | 南 西 | 精装 | 高楼层(共16层)  | 板塔结合,7人关注 / 一年前发布,71,"6,702元/平"
静海山庄封闭小区电梯房+框架房，车位充足,静海山庄 -二马路,3室2厅 | 86.14平米 | 南 北 | 简装 | 低楼层(共14层)  | 板楼,22人关注 / 6个月以前发布,225,"26,121元/平"
急售！小区醉低价，总6层洋房大露台，价格贼合适,金象泰·十里洋房 -东泊子,3室2厅 | 139.62平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,20人关注 / 5个月以前发布,139,"9,956元/平"
交通便捷  诚心出售 配套设施齐全,万象城 -大学城,2室1厅 | 85.42平米 | 南 | 精装 | 中楼层(共23层)  | 塔楼,0人关注 / 5天以前发布,110,"12,878元/平"
西山颐苑小区 电梯两居室 双南卧室  封闭小区,西山颐苑小区 -三站,2室1厅 | 71平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,0人关注 / 6天以前发布,61,"8,592元/平"
静海小区 2室1厅 南 北,静海小区 -黄河路,2室1厅 | 84平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,82,"9,762元/平"
高楼层。精装未住。满两年带车位。急售。诚心,中海国际社区 -科技大道,3室2厅 | 98.62平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,3人关注 / 3个月以前发布,92,"9,329元/平"
此房南北通透，一梯两户，精装可做婚房，电梯房,雪玉花苑 -白石,3室2厅 | 107.56平米 | 南 北 | 简装 | 高楼层(共12层)  | 板楼,0人关注 / 2个月以前发布,109.9,"10,218元/平"
静海小区 好楼层带30平院  欧式精装 满五唯一 框架房,静海小区 -黄河路,2室1厅 | 65.34平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,76人关注 / 一年前发布,72,"11,020元/平"
房子为小高层的次顶层，采光无遮挡，满二，公摊小,中海国际社区 -科技大道,3室2厅 | 120.46平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,4人关注 / 5个月以前发布,130,"10,792元/平"
鲁花东上海赋 毛坯海景房 海边封闭社区 视野宽阔,鲁花东上海赋 -后七夼,4室2厅 | 236.09平米 | 南 北 | 毛坯 | 低楼层(共21层)  | 塔楼,16人关注 / 一年前发布,370,"15,672元/平"
山水龙城  顶加阁—复式  带露台   不动产权证 可贷款,山水龙城北秀苑 -通世南路,3室2厅 | 127.5平米 | 东 南 北 | 精装 | 高楼层(共6层)  | 板楼,21人关注 / 4个月以前发布,119,"9,334元/平"
总价低，朝向好，采光无遮挡，视野宽阔，交通便利,民生街 -解放路,1室1厅 | 39.31平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼,41人关注 / 一年前发布,89.5,"22,768元/平"
可公积金贷款！婚房带车位！采光视野无遮挡,金地格林梦想 -莱山周边,3室1厅 | 93.09平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,2人关注 / 1个月以前发布,87,"9,346元/平"
双卫全明，双南卧室，带南向大阳台。,祥隆天合城 -迎春大街,3室2厅 | 114.93平米 | 西南 | 简装 | 低楼层(共18层)  | 塔楼,3人关注 / 6个月以前发布,99,"8,614元/平"
迟家北街，中间楼层，双南卧一北卧，离校百米,新星北街 -迟家,3室1厅 | 89.96平米 | 北 南 | 简装 | 中楼层(共6层)  | 板楼,24人关注 / 一年前发布,147,"16,341元/平"
滨海路，10楼海景大两居室，价格可以谈谈,保利爱尚海 -科技大道,2室1厅 | 89.1平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,4人关注 / 一年前发布,68,"7,632元/平"
越秀星汇金沙 两居室 连廊通透 高楼层非顶楼,越秀星汇金沙 -北京中路,2室1厅 | 76.8平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,27人关注 / 一年前发布,66,"8,594元/平"
此房满五不唯一，精装修，看海大平层，5层带电梯洋房,泉韵海景苑 -大学城,3室1厅 | 201.25平米 | 东 | 精装 | 中楼层(共6层)  | 板楼,4人关注 / 8个月以前发布,249,"12,373元/平"
此房南北通透好格局，明厨明卫，居家精装修,台湾村 -后七夼,3室2厅 | 134.18平米 | 南 北 | 简装 | 低楼层(共11层)  | 板楼,25人关注 / 8个月以前发布,215,"16,024元/平"
满五唯一全明户型东打头，精装修保持好，小区环境优美,阳光首院 -首院,2室2厅 | 85.16平米 | 东 南 北 | 精装 | 中楼层(共31层)  | 板楼,4人关注 / 4个月以前发布,63.5,"7,457元/平"
满五唯一，东打头，三居室，电梯房,台湾村 -后七夼,3室2厅 | 167.44平米 | 南 北 | 简装 | 高楼层(共11层)  | 板楼,38人关注 / 一年前发布,238,"14,215元/平"
南北卧室.三室二厅二卫格局， 采光充足 ，可领包入住,二马路 -二马路,3室2厅 | 123.48平米 | 南 北 | 简装 | 低楼层(共4层)  | 板楼,19人关注 / 一年前发布,233,"18,870元/平"
碧桂园凤凰山庄 通透两居室 楼层适中,碧桂园凤凰山庄 -山海南路,2室2厅 | 93.21平米 | 南 北 | 简装 | 中楼层(共24层)  | 板楼,7人关注 / 8个月以前发布,77,"8,261元/平"
中海四期 二次精装 带全屋家具家电,中海国际社区 -科技大道,3室2厅 | 98.62平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,33人关注 / 8个月以前发布,90,"9,126元/平"
大华洋房双层复式带阁楼，双南卧南厅，带车位,大华上海滩花园 -三滩社区,4室2厅 | 144平米 | 南 北 | 毛坯 | 高楼层(共12层)  | 板楼,37人关注 / 7个月以前发布,200,"13,889元/平"
中海四期 二次精装 带全屋家具家电,中海国际社区 -科技大道,3室2厅 | 98.62平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,33人关注 / 8个月以前发布,90,"9,126元/平"
满五唯一，东打头，三居室，电梯房,台湾村 -后七夼,3室2厅 | 167.44平米 | 南 北 | 简装 | 高楼层(共11层)  | 板楼,38人关注 / 一年前发布,238,"14,215元/平"
