标题,开发商,房子信息,发布信息,售价/万,单价
保利拉菲公馆东区 体育公园 小高层 南北通透 诚心出售,保利拉菲公馆朗菲园二期 -裕兴,3室2厅 | 148.54平米 | 南 北 | 简装 | 低楼层(共17层)  | 板楼,106人关注 / 9个月以前发布,282,"18,985元/平"
30万精装修，带地下室，中间楼层，全天采光。,众美凤凰绿都二期 -众美,3室2厅 | 128.94平米 | 南 | 精装 | 中楼层(共21层)  | 板楼,34人关注 / 一年前发布,190,"14,736元/平"
阿尔卡地亚旁神州嘉园精装三室电梯洋房看房方便,神州嘉园 -胜北,3室2厅 | 146平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,8人关注 / 4个月以前发布,213,"14,590元/平"
青园商圈43中旁，大四居南北户型，人车分流，高绿化！,碧水青园 -青园,4室2厅 | 147.25平米 | 南 | 精装 | 高楼层(共27层)  | 塔楼,0人关注 / 4个月以前发布,257,"17,454元/平"
业主诚心出售，很诚心带电梯楼层好,中基礼域尚城 -南三条,3室2厅 | 153.42平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,275,"17,925元/平"
万达国际城 带小院下跃车库交通便利采光好业主急售,银通小区 -银通,3室2厅 | 140.24平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,6人关注 / 1个月以前发布,186,"13,263元/平"
交通便利，配套全，少有小三居二环内,尔湾花园 -西三庄,3室2厅 | 113.86平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,1人关注 / 1个月以前发布,139,"12,208元/平"
此房满五唯一，通透格局，视野开阔采光良好,华宸怡园 -白佛,2室2厅 | 108.73平米 | 南 北 | 简装 | 高楼层(共12层)  | 板楼,12人关注 / 7个月以前发布,118,"10,853元/平"
精装修，房本满两年，园林社区，南北通透，随时看房,红珊湾 -沿东,3室2厅 | 127.69平米 | 南 北 | 精装 | 34层  | 板楼,29人关注 / 一年前发布,219,"17,151元/平"
二环里现房，地铁口，北国，水上公园，采光好，位置佳,中房新城 -高柱,3室2厅 | 137.14平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,11人关注 / 8个月以前发布,170,"12,397元/平"
房屋满五年没有大税，落地窗，明厨明卫，带大露台,苹果城 -天山海世界,2室2厅 | 106.73平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,55人关注 / 8个月以前发布,108,"10,119元/平"
二环边，出行便利，大院环境好，楼层适宜。,旭城花园 -西南高校区,2室2厅 | 107平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,3人关注 / 6个月以前发布,119,"11,122元/平"
恒大绿洲，中间楼层三室，惊喜价格出售,恒大绿洲 -东开发区,3室2厅 | 96.63平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,86,"8,900元/平"
高新区天山熙湖满二高档社区，采光视野好,天山熙湖 -天山海世界,3室2厅 | 103.86平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,58人关注 / 3个月以前发布,161,"15,502元/平"
装修好 看房效果好 4楼 有钥匙 业主诚心卖,裕东小区 -裕东,2室1厅 | 56.56平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,18人关注 / 5个月以前发布,68.5,"12,112元/平"
科大旁 满二 使用三居  看房方便,南岭小区西区 -贾村,3室2厅 | 93.28平米 | 南 西 | 精装 | 低楼层(共28层)  | 板塔结合,14人关注 / 5个月以前发布,89,"9,542元/平"
和平时光满五唯一两居室，无大税,和平时光家园 -翟营,2室1厅 | 92.11平米 | 南 北 | 精装 | 高楼层(共30层)  | 板楼,40人关注 / 一年前发布,129,"14,005元/平"
太行嘉苑 有车位，有地铁商场 双卫三居 看房方便,太行嘉苑 -天山海世界,3室1厅 | 137.81平米 | 南 北 | 简装 | 中楼层(共27层)  | 板楼,26人关注 / 5个月以前发布,127,"9,216元/平"
中华大街和北二环 明厨明卫 一梯两户 2002年 带地下室,一机厂宿舍 -赵陵铺,2室2厅 | 85.14平米 | 南 北 | 简装 | 7层  | 板楼,1人关注 / 4个月以前发布,88,"10,336元/平"
先天下商圈，2003年房龄 ，人文素质高全明户型有钥匙,市委宿舍 -育才,3室2厅 | 109平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,216,"19,817元/平"
华药高层，81，育才街，满2年，总价低，诚心卖，满2年,华北制药集团一生活区 -育才,2室1厅 | 89.89平米 | 南 北 | 简装 | 低楼层(共32层)  | 板楼,15人关注 / 6个月以前发布,128,"14,240元/平"
中间楼层通透小三室二次精装拎包入住,恒大雅苑 -众美,3室2厅 | 94.47平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,3人关注 / 1个月以前发布,116,"12,280元/平"
瑞城两室，无大税，户型方正，采光充足，交通方便,瑞城B区 -谈固,2室2厅 | 92.5平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,148人关注 / 一年前发布,126,"13,622元/平"
诚心出售 随时看房 有车位‘ 地下室 楼层好 采光充足,丰河苑 -西南高校区,3室1厅 | 116.55平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,140,"12,013元/平"
实际面积146平，精装大四居，满两年，中间层,瑞城E区 -谈固,4室2厅 | 135.37平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,11人关注 / 5个月以前发布,243,"17,951元/平"
此房通透 中高楼层 采光充足户型方正,广安云棠 -建北,3室2厅 | 115.08平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,7人关注 / 7个月以前发布,168,"14,599元/平"
2居室的价格3居室的享受 精装拎包入住,明珠花苑 -赵陵铺,3室1厅 | 89.34平米 | 南 北 | 简装 | 高楼层(共8层)  | 塔楼,5人关注 / 2个月以前发布,103,"11,529元/平"
北城C区精装三室，带家具家电。,北城国际C区 -沿东,3室1厅 | 93.94平米 | 南 | 精装 | 34层  | 板楼,20人关注 / 5个月以前发布,137,"14,584元/平"
众美阳面两室，楼层好装修好，家具家电可协商，诚心出,众美城A区 -众美,2室1厅 | 88.5平米 | 南 | 精装 | 高楼层(共25层)  | 板楼,0人关注 / 29天以前发布,115,"12,995元/平"
中山宾馆宿舍 3室1厅 南,中山宾馆宿舍 -九中,3室1厅 | 73.79平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 23天以前发布,100,"13,552元/平"
草场街片，电梯高层，全明户型毛坯房随时看房东楼头,鑫界王府 -玉村,3室2厅 | 144.91平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 23天以前发布,169,"11,663元/平"
此房满五，采光好，视野开阔，精装修，小区绿化好。,星河御城 -赵陵铺,2室2厅 | 119.98平米 | 南 | 简装 | 高楼层(共27层)  | 板楼,0人关注 / 31天以前发布,165,"13,753元/平"
此房满五唯一，带有同等面积阁楼，院大停车方便。,昌盛北街 -藁城市,3室2厅 | 146.82平米 | 南 北 | 简装 | 高楼层(共4层)  | 板楼,0人关注 / 25天以前发布,119,"8,106元/平"
阿尔卡旁长征街 繁华地段 精装大三室 好楼层 精装修,御景园 -胜北,3室2厅 | 160.98平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 1个月以前发布,223,"13,853元/平"
成熟社区，采光无遮挡，通透户型，,美景东方 -银通,2室2厅 | 105.31平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 24天以前发布,129,"12,250元/平"
北二环边，万科旁，大落地窗，无大税,天洲视界城 -十里铺,2室2厅 | 89.02平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,1人关注 / 1个月以前发布,110,"12,357元/平"
偏门两室 北焦二十八，满五唯一，实际面积大,电大街66-64号 -北焦,2室1厅 | 56.11平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,75,"13,367元/平"
40青园街 没有使用 低楼层 石门公园 可停车,富华小区 -四十中学,2室1厅 | 64.43平米 | 北 南 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 27天以前发布,125,"19,401元/平"
石清路纳帕溪谷别墅区！精装c户型！,纳帕溪谷 -杜北,4室2厅 | 230.79平米 | 南 | 精装 | 3层  | 板楼 | 联排别墅 ,44人关注 / 一年前发布,238,"10,313元/平"
滨东偏门两室 草场街 低楼层 随时看房,滨东小区 -东里,2室1厅 | 86.18平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 8天以前发布,126,"14,621元/平"
恒大 御景半岛万科满二精装。全阳 楼层好，视野佳,富瀛苏园（南区） -高营,3室2厅 | 129.3平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 25天以前发布,140.8,"10,890元/平"
水上公园  DT口 两室诚心卖   满五唯一 随时看房,联盟小区西翠园 -西三庄,2室1厅 | 54.66平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 27天以前发布,66,"12,075元/平"
中山路沿线 汇景国际 精装三室 满五年 看房方便 急卖,汇景国际 -广安,3室2厅 | 147平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 30天以前发布,249,"16,939元/平"
弘达明尚 精装两室 中间楼层  诚心出售,弘达明尚 -天山海世界,2室2厅 | 90.98平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,0人关注 / 23天以前发布,113,"12,421元/平"
房子精装修，偏门通透户型。刚需婚房之家。南北通透,瑞府 -谈固,2室2厅 | 75.27平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,1人关注 / 29天以前发布,138,"18,334元/平"
裕东新区，裕东小，27裕华区二幼，中间楼层,裕东小区 -裕东,2室1厅 | 61.92平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 26天以前发布,92,"14,858元/平"
昆仑公园旁，三室精装全明户型，全天采光无遮挡,如园 -天山海世界,3室2厅 | 114.3平米 | 南 北 | 精装 | 高楼层(共25层)  | 板楼,0人关注 / 20天以前发布,185,"16,186元/平"
西山绿岛 精装婚房 好楼层 南北通透 随时看房 急售,西山绿岛 -鹿泉市,2室1厅 | 90.9平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 29天以前发布,79,"8,691元/平"
华城绿洲 小高层，通透三居室，精装婚房,华城绿洲 -华夏,3室2厅 | 136.45平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,0人关注 / 24天以前发布,224,"16,417元/平"
西美花街旁，17中北门，2室，阳面客厅,西美花城 -西南高校区,2室2厅 | 87.59平米 | 南 北 | 简装 | 高楼层(共29层)  | 板楼,1人关注 / 23天以前发布,132,"15,071元/平"
偏门 通风好 三室 三楼房源 看房方便,新苑小区 -赵陵铺,3室1厅 | 80平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 24天以前发布,100,"12,500元/平"
万科旁，富盈苏园两居室，精装修,富瀛苏园（南区） -高营,2室2厅 | 85.34平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,0人关注 / 19天以前发布,108,"12,656元/平"
此房精装两室，户型方正，房产证已满2年,都市怡景 -北国益庄,2室2厅 | 86.29平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,2人关注 / 30天以前发布,94,"10,894元/平"
精装修，改三室，带地下室，诚心出售,上庄新新家园 -鹿泉市,2室2厅 | 89.97平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 25天以前发布,69,"7,670元/平"
：双公园 精装一室  小高层,国仕山 -位同,1室1厅 | 49.05平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 26天以前发布,85,"17,330元/平"
西美花街旁，17中北门，2室，阳面客厅,西美花城 -西南高校区,2室2厅 | 87.59平米 | 南 北 | 简装 | 高楼层(共29层)  | 板楼,1人关注 / 23天以前发布,132,"15,071元/平"
精装修，灵宝入住，无大税，看房方便,上庄新新家园 -鹿泉市,3室2厅 | 119.91平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 27天以前发布,102,"8,507元/平"
电梯小高层，实用三居室，精装带全套，采光好，房龄新,尚品佳苑北区 -北杜,3室2厅 | 105.48平米 | 南 北 | 精装 | 低楼层(共22层)  | 板塔结合,0人关注 / 25天以前发布,149,"14,126元/平"
花园社区  满五唯一 客厅朝南 卧室通透 采光好带小房,冀兴尊园 -跃进,2室2厅 | 106.73平米 | 南 北 | 简装 | 中楼层(共12层)  | 板楼,0人关注 / 27天以前发布,151,"14,148元/平"
急售急售，一环位置，中间楼层，精装三室拎包入住,槐建里 -槐底,3室1厅 | 78.45平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 12天以前发布,94,"11,983元/平"
金域蓝湾 2室2厅 南,金域蓝湾 -大马村,2室2厅 | 86.57平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,1人关注 / 9天以前发布,142,"16,403元/平"
房子采光好 双阳卧室 大客厅 有地下室 无抵押贷款,省直西苑小区翠芳园 -合作路,2室1厅 | 62.41平米 | 东 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 10天以前发布,118,"18,908元/平"
尚东绿洲  采光好 视野好 精装修 随时看房,尚东绿洲 -大马村,2室2厅 | 99.58平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,2人关注 / 9天以前发布,139,"13,959元/平"
洋房区域 简装 买了可以随意装修 中间楼层 全天采光,中城蓝溪谷 -二十里铺,3室2厅 | 129.54平米 | 北 南 | 毛坯 | 中楼层(共32层)  | 板楼,3人关注 / 26天以前发布,125,"9,650元/平"
此房为 跃层，采光充足 ！实际面积大,联盟小区西厢园 -西三庄,3室1厅 | 86平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,36人关注 / 一年前发布,89,"10,349元/平"
*三楼，交通便利，带地下室，业主诚心出售,心海假日 -天山海世界,2室2厅 | 87.82平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,13人关注 / 一年前发布,121,"13,779元/平"
3号地铁口 和谐家园 3居 毛坯,和谐家园 -西三庄,3室2厅 | 179.92平米 | 南 北 | 毛坯 | 中楼层(共22层)  | 板楼,29人关注 / 一年前发布,180,"10,005元/平"
正规大3居室南北通透.采光好无遮挡,上东城东区 -跃进,3室2厅 | 130.52平米 | 南 北 | 精装 | 低楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,201,"15,400元/平"
新上，隆景华庭精装小三室，东楼头，保养好，随时看房,隆景华庭 -新石,3室2厅 | 95.4平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 2个月以前发布,167,"17,506元/平"
满五唯一精装，无遮挡采光充足，全明户型,天山水榭花都 -天山海世界,2室2厅 | 84平米 | 南 | 简装 | 高楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,108.5,"12,917元/平"
精装修全明 2居室的价格3居室的享受 满五唯一省税房,明珠花苑 -赵陵铺,3室2厅 | 95.35平米 | 南 北 | 精装 | 高楼层(共18层)  | 塔楼,11人关注 / 6个月以前发布,115,"12,061元/平"
房东诚心出售！！中小型面积！！,梧桐苑 -天山海世界,3室2厅 | 144.29平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,55人关注 / 一年前发布,143,"9,911元/平"
地铁口精装修几乎没住过楼层好采光充足视野开阔,和谐家园 -西三庄,3室2厅 | 123.7平米 | 南 | 精装 | 高楼层(共21层)  | 板楼,40人关注 / 一年前发布,138,"11,157元/平"
二环内，胜利大街，多层两室，一楼，满五唯一，有钥匙,义堂小区南屏园 -义堂,2室2厅 | 89.5平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,12人关注 / 4个月以前发布,89,"9,945元/平"
恒大雅苑一期  小三室  满五唯一  临湖 首付24万,恒大雅苑 -众美,3室2厅 | 94.44平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,17人关注 / 4个月以前发布,113,"11,966元/平"
石清路太平湖！洋房一楼带60平院子！精装！！,纳帕溪谷 -杜北,3室1厅 | 136.41平米 | 南 | 精装 | 6层  | 板楼 | 联排别墅 ,8人关注 / 6个月以前发布,135,"9,897元/平"
明珠花苑  南北通透 大三居  户型方正  好楼层好位置,明珠花苑 -赵陵铺,3室2厅 | 124.58平米 | 南 北 | 简装 | 低楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,145,"11,640元/平"
世达花园，房龄新，中间楼层，无大税,世达花园 -银通,2室1厅 | 83.5平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,6人关注 / 8个月以前发布,91,"10,899元/平"
体育大街 保利三室 南北通透 保利广场 信誉楼民防公园,保利花园 -丰收路,3室2厅 | 124.35平米 | 南 北 | 简装 | 高楼层(共34层)  | 板楼,266人关注 / 一年前发布,174,"13,993元/平"
国际城一期北院，精装修，电梯小高层，业主诚心出售,国际城一期 -银通,3室2厅 | 156.46平米 | 南 北 | 精装 | 低楼层(共12层)  | 板楼,35人关注 / 7个月以前发布,279,"17,833元/平"
方正四室，位置好，中间好楼层，全天采光，随时看房,山水郡 -大马村,4室2厅 | 171.1平米 | 南 北 | 精装 | 高楼层(共22层)  | 板楼,1人关注 / 1个月以前发布,375,"21,918元/平"
中间楼层，通透精装大三室，采光充足，有车位,西美五洲天地 -大马村,3室2厅 | 169.15平米 | 东 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,12人关注 / 6个月以前发布,310,"18,327元/平"
滨河小区颐兴园  两室 业主诚心出售,滨河小区颐兴园 -红旗,2室1厅 | 83.65平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 3个月以前发布,115,"13,748元/平"
水榭花都洋房，50平米奢华大客厅，15平露台,天山水榭花都 -天山海世界,3室2厅 | 138.94平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,2人关注 / 1个月以前发布,180,"12,956元/平"
