标题,开发商,房子信息,发布信息,售价/万,单价
近南站，视野看湖看别墅，户型实用大五房，配套齐全,星河丹堤G区 -南站新城,5室2厅 | 124.39平米 | 南 北 | 毛坯 | 33层  | 板塔结合,0人关注 / 7天以前发布,208,"16,722元/平"
大社区 南北通透 中间楼层 业主诚心出售,新天名城 -大亚湾中心区,4室2厅 | 127.96平米 | 南 北 | 毛坯 | 27层  | 板塔结合,3人关注 / 30天以前发布,79.5,"6,213元/平"
双龙抱珠户型，三面采光，无遮挡，金山湖岛内,中洲央筑花园 -河南岸,4室1厅 | 137平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,0人关注 / 8天以前发布,235,"17,154元/平"
金山湖片区，精装四房，自住房，随时方便看房,南岸翠堤园 -河南岸,4室2厅 | 136平米 | 北 | 精装 | 中楼层(共15层)  | 板塔结合,1人关注 / 5天以前发布,138,"10,148元/平"
新天虹花园小区南北通透三房两卫,德明华府 -河南岸,3室1厅 | 124.75平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,4人关注 / 26天以前发布,115,"9,219元/平"
房子成熟   配套齐全   草洋站旁边,侨富花园 -草洋新区,3室2厅 | 126.6平米 | 南 | 简装 | 8层  | 板塔结合,2人关注 / 17天以前发布,48,"3,792元/平"
龙光城南一期 2室1厅 东 南,龙光城南一期 -龙光城,2室1厅 | 86.44平米 | 东 南 | 简装 | 18层  | 板塔结合,0人关注 / 21天以前发布,108,"12,495元/平"
朝南看花园，户型方正，住家舒适,新际首座 -大亚湾中心区,1室1厅 | 51.55平米 | 东南 | 简装 | 28层  | 板塔结合,0人关注 / 24天以前发布,25.78,"5,001元/平"
半岛1号十一期 朝南 中高楼层 方便看房，急售,半岛1号十一期 -白云新城,3室2厅 | 88.37平米 | 东南 | 其他 | 28层  | 板塔结合,0人关注 / 18天以前发布,110,"12,448元/平"
临深 次新两房 红本 急售 无个税,钰林星汇名庭 -白云新城,2室1厅 | 59.82平米 | 东南 | 毛坯 | 27层  | 板塔结合,0人关注 / 1个月以前发布,55,"9,195元/平"
品质小区，万科物业管理，视野无遮挡，看花园,富康锦绣壹号 -西区新寮,3室2厅 | 85.16平米 | 南 | 精装 | 33层  | 塔楼,1人关注 / 26天以前发布,142,"16,675元/平"
73平舒适两房，采光好，全新未入住，看房方便,碧桂园十里银滩迎海南区 -惠东沿海,2室1厅 | 73.3平米 | 东南 | 精装 | 30层  | 板塔结合,1人关注 / 20天以前发布,45,"6,140元/平"
两房定制精装，家私家电齐全拎包入住，采光通风好,大江新都大厦 -澳头,2室1厅 | 59.99平米 | 西 | 精装 | 24层  | 塔楼,1人关注 / 21天以前发布,47,"7,835元/平"
临深五月花，朝南满五唯一，近沙田地铁站交通方便,德丰·五月花花园 -西区新寮,2室1厅 | 79.56平米 | 南 | 简装 | 17层  | 塔楼,1人关注 / 21天以前发布,78,"9,804元/平"
惠阳一中门口，两部电梯，生活和出行方便，公立幼稚园,博雅苑 -开城大润发,1室1厅 | 44.51平米 | 北 | 简装 | 16层  | 塔楼,0人关注 / 23天以前发布,25,"5,617元/平"
锦河湾 2室1厅 南 北,锦河湾 -西区新寮,2室1厅 | 94.73平米 | 南 北 | 毛坯 | 33层  | 塔楼,0人关注 / 16天以前发布,96,"10,135元/平"
半岛十一期 毛坯四房 南北通户型 方便看房,半岛1号十一期 -白云新城,4室2厅 | 125.76平米 | 南 北 | 毛坯 | 21层  | 塔楼,0人关注 / 23天以前发布,158,"12,564元/平"
海景温馨两房，看小区园林景观绿化,碧桂园十里银滩迎海南区 -惠东沿海,2室2厅 | 73.15平米 | 西南 | 精装 | 30层  | 板塔结合,5人关注 / 29天以前发布,44,"6,016元/平"
TCL康城四季两房两厅 业主诚心出售,TCL康城四季 -仲恺,2室2厅 | 65.61平米 | 北 | 简装 | 32层  | 塔楼,0人关注 / 13天以前发布,63.8,"9,725元/平"
临深圳 近地铁沙田站 满五唯一 有装修 高使用率三房,凯南莱弗城 -西区新寮,3室2厅 | 76.22平米 | 南 | 精装 | 30层  | 板塔结合,0人关注 / 10天以前发布,96.8,"12,701元/平"
万达旁 满五唯一 带装修 看房方便 视野开阔,香榭名苑 -万达,3室2厅 | 81.14平米 | 南 | 精装 | 25层  | 塔楼,0人关注 / 25天以前发布,93.5,"11,524元/平"
次新小区 带装修 拎包可入住 而且无重税,御蓝湾花园 -万达,4室2厅 | 100.35平米 | 南 | 精装 | 18层  | 板塔结合,0人关注 / 18天以前发布,98,"9,766元/平"
南北通四房 装修好的 业主诚心出售 随时都可以看房,亚迪二村二区 -澳头,4室2厅 | 130.4平米 | 南 北 | 简装 | 32层  | 板塔结合,2人关注 / 21天以前发布,89.9,"6,895元/平"
业主诚心出售，价格便宜，大两房。,碧华花园 -草洋新区,2室2厅 | 59.13平米 | 南 | 简装 | 6层  | 塔楼,4人关注 / 22天以前发布,26,"4,398元/平"
近14号地铁沙田站 精装自住 业主诚心出售随时看房,壹方天第 -白云新城,3室2厅 | 127.52平米 | 东南 | 精装 | 34层  | 塔楼,1人关注 / 23天以前发布,139,"10,901元/平"
一线江景大平层  装修好拎包入住 业主诚心卖房,富力丽港中心 -江北,3室2厅 | 185.34平米 | 南 | 精装 | 中楼层(共27层)  | 板塔结合,2人关注 / 26天以前发布,230,"12,410元/平"
全新舒适社区，房子无欠款，产权清晰！,天源花园 -大亚湾中心区,4室3厅 | 101.61平米 | 南 北 | 简装 | 33层  | 板塔结合,1人关注 / 16天以前发布,63.5,"6,250元/平"
惠阳白云新城CBD  精装4房 南北通透 拎包入住,九洲玉带湾 -白云新城,4室2厅 | 119.77平米 | 南 北 | 精装 | 33层  | 板塔结合,0人关注 / 19天以前发布,175,"14,612元/平"
水口鹿江公园片区，天地源朝南向，精装三房，视野开阔,天地源御湾 -水口,3室2厅 | 95.1平米 | 南 | 精装 | 16层  | 板塔结合,0人关注 / 28天以前发布,118,"12,408元/平"
中间楼层，看小区园林，装修入住三年，诚意卖,海伦堡院子 -水口,3室1厅 | 108.56平米 | 南 | 精装 | 中楼层(共29层)  | 板塔结合,0人关注 / 12天以前发布,109,"10,041元/平"
此房满五唯一，带自住装修，中间楼层，业主急售,雅博世纪广场 -开城大润发,3室2厅 | 82.37平米 | 南 | 精装 | 29层  | 板塔结合,0人关注 / 9天以前发布,72,"8,742元/平"
业主诚心出售  东江学府六期 4房 南北通 中间楼层,世纪东江学府六期 -河南岸,4室2厅 | 119平米 | 南 北 | 毛坯 | 30层  | 板塔结合,0人关注 / 29天以前发布,180,"15,127元/平"
业主自住精装三加一房，麦地南山庄二期，电梯房,麦地南山庄二期 -麦地,3室1厅 | 120平米 | 南 | 精装 | 高楼层(共9层)  | 板塔结合,1人关注 / 18天以前发布,114.5,"9,542元/平"
佳兆业壹号花园 3室2厅 南,佳兆业壹号花园 -龙丰,3室2厅 | 89.37平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合,0人关注 / 22天以前发布,105,"11,749元/平"
金山湖 山姆会员店旁 花园中间 高楼层 采光充足,中海凯旋城五六期 -河南岸,3室2厅 | 87平米 | 东南 | 毛坯 | 31层  | 板塔结合,0人关注 / 17天以前发布,120,"13,794元/平"
：房子视野好小区配套齐全，交通便利，业主诚心出售,龙光城北四期 -龙光城,4室2厅 | 119.79平米 | 东 | 精装 | 33层  | 板塔结合,3人关注 / 1个月以前发布,175,"14,609元/平"
此房4＋1高拓户型，2梯3户，无个无增，看园林很安静！,星河丹堤V区 -南站新城,5室2厅 | 127.42平米 | 南 北 | 毛坯 | 34层  | 板塔结合,15人关注 / 4个月以前发布,178,"13,970元/平"
中海凯旋城五期 毛坯三房 高层 居家舒适 看房方便,中海凯旋城五六期 -河南岸,3室2厅 | 88平米 | 南 | 其他 | 31层  | 板塔结合,0人关注 / 11天以前发布,107,"12,160元/平"
高间楼层，看房方便，房子视野好,惠阳雅居乐花园 -南站新城,3室2厅 | 115.82平米 | 南 北 | 其他 | 34层  | 板塔结合,0人关注 / 13天以前发布,96,"8,289元/平"
南站高铁旁，交通便利，业主诚心，低价出售,江河御龙世家 -开城大润发,4室2厅 | 139.98平米 | 南 | 毛坯 | 高楼层(共19层)  | 板塔结合,2人关注 / 1个月以前发布,125,"8,930元/平"
保利物业    大面积复式楼带大露台   环境优美,保利•山水城 -博罗中心区,3室2厅 | 129.44平米 | 东南 | 其他 | 高楼层(共6层)  | 塔楼,19人关注 / 5个月以前发布,65,"5,022元/平"
华冠花园  大3房朝南视野好 家私家电齐全拎包入住,华冠花园 -大亚湾中心区,3室2厅 | 90.4平米 | 南 | 精装 | 33层  | 板塔结合,0人关注 / 7天以前发布,85,"9,403元/平"
大亚湾大户型朝南！行 政服务中 心钥匙在手看房方便！,菩提园 -万达,5室2厅 | 296.94平米 | 南 | 精装 | 31层  | 塔楼,23人关注 / 10个月以前发布,255,"8,588元/平"
万达商圈，生活配套齐全，交通便利  满五不唯一,东部阳光花园 -万达,4室2厅 | 140.94平米 | 南 | 毛坯 | 31层  | 板塔结合,46人关注 / 一年前发布,135,"9,579元/平"
临深万达 大小区 户型通采光通风好 大四房,中萃花城湾 -万达,4室1厅 | 138平米 | 南 | 毛坯 | 29层  | 板塔结合,18人关注 / 一年前发布,132,"9,566元/平"
业主急售  精装一房一厅  中间楼层  户型方正  原值高,德丰凯旋城北区 -大亚湾中心区,1室1厅 | 43.17平米 | 南 | 精装 | 11层  | 板塔结合,0人关注 / 8天以前发布,36,"8,340元/平"
惠州高铁站大房企物业 去海边方便，度假好居所,中洲理想仓 -三栋镇,1室1厅 | 26.47平米 | 东南 | 精装 | 25层  | 板塔结合,0人关注 / 10天以前发布,18,"6,801元/平"
金山湖大社区，朝南看花园，中高楼层！满五唯一！,中洲天御二期 -河南岸,3室2厅 | 93平米 | 南 | 毛坯 | 高楼层(共28层)  | 板塔结合,0人关注 / 5天以前发布,130,"13,979元/平"
中洲半岛城邦 楼层靓 花园里不在马路边 4+1房南北通透,华基江山 -博罗中心区,4室2厅 | 147.49平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 塔楼,1人关注 / 14天以前发布,105,"7,120元/平"
十月花花园，全新装修，南北通不临街，有钥匙看房方便,十月花花园 -大亚湾中心区,4室1厅 | 119.56平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,1人关注 / 16天以前发布,102.8,"8,599元/平"
南北通格局，高楼层，视野宽阔，采光充足,华章东郡 -河南岸,3室2厅 | 87平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 7天以前发布,108,"12,414元/平"
美林雅苑 复式 上下两层 小区宜居 安静 业主诚心出售,美林雅苑 -澳头,3室2厅 | 38.77平米 | 东 | 毛坯 | 4层  | 塔楼,0人关注 / 7天以前发布,31.7,"8,177元/平"
星岸城 四房两厅三卫 双套间户型  大阳台方正格局,华泓星岸城 -博罗中心区,4室2厅 | 126.25平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 10天以前发布,88,"6,971元/平"
沃尔玛 双阳台，看房有钥匙，中间楼层。光线充足,丽园新村 -麦地,2室1厅 | 87.52平米 | 西 | 精装 | 高楼层(共16层)  | 板塔结合,0人关注 / 15天以前发布,90,"10,284元/平"
体育馆旁优质小区，南向 户型方正,体育花园 -博罗中心区,3室2厅 | 122.7平米 | 南 | 毛坯 | 高楼层(共18层)  | 塔楼,1人关注 / 9天以前发布,74.8,"6,097元/平"
红本在手，证已有两年，税少，诚心出售,安罝小区 -西区新寮,3室1厅 | 126平米 | 南 北 | 毛坯 | 32层  | 板塔结合,0人关注 / 12天以前发布,116,"9,207元/平"
美林雅苑 复式 上下两层 小区宜居 安静 业主诚心出售,美林雅苑 -澳头,3室2厅 | 48.64平米 | 东 | 毛坯 | 4层  | 塔楼,0人关注 / 7天以前发布,37.7,"7,751元/平"
惠州南站 长汀花园三房 优质地段 700米星河COCO,长汀花园 -灿邦,3室2厅 | 76.48平米 | 南 北 | 毛坯 | 18层  | 板塔结合,0人关注 / 8天以前发布,76,"9,938元/平"
一梯两户，中高楼层，视野采光好，业主诚心出售,东部阳光花园 -万达,4室2厅 | 140.32平米 | 南 | 毛坯 | 11层  | 板塔结合,1人关注 / 15天以前发布,166,"11,831元/平"
百万大盘 四房南北通 中间好楼层 视野无遮挡,壹城中心1区 -仲恺,4室2厅 | 125平米 | 南 | 毛坯 | 中楼层(共32层)  | 塔楼,0人关注 / 12天以前发布,120,"9,600元/平"
高速旁 精装3房 朝南 小区少有户型  看了都说好,冠臣御品 -新行政区,3室2厅 | 94.05平米 | 东南 | 精装 | 28层  | 板楼,0人关注 / 12天以前发布,88,"9,357元/平"
高档小区，正南朝向，看花园，配套完善，住家舒适。,德丰凯旋城北区 -大亚湾中心区,3室2厅 | 81.05平米 | 南 | 毛坯 | 27层  | 板塔结合,1人关注 / 7个月以前发布,72,"8,884元/平"
业主急售龙光物业南北通视野好家私电全齐拎包入住,龙光.天悦龙庭 -大亚湾中心区,4室2厅 | 103.5平米 | 南 北 | 精装 | 32层  | 板塔结合,3人关注 / 5个月以前发布,99,"9,566元/平"
碧桂园公园上城二区，全新精装修，视野好，看房方便,碧桂园太东公园上城二区 -灿邦,3室2厅 | 110平米 | 南 北 | 精装 | 33层  | 板塔结合,1人关注 / 3个月以前发布,135,"12,273元/平"
金汇上元业主新装修，无入住，南北通透，大四房,金汇上元 -万达,4室2厅 | 109.15平米 | 南 北 | 精装 | 31层  | 板塔结合,0人关注 / 11个月以前发布,115,"10,536元/平"
高铁站旁2房带装修出售好出租。,德润天悦 -仲恺,2室2厅 | 82.21平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,0人关注 / 6个月以前发布,72,"8,759元/平"
花园中间，采光通风好，环境优美，园林绿化多,卓越东部蔚蓝海岸四期 -西区新寮,3室2厅 | 88.51平米 | 东南 | 毛坯 | 26层  | 板塔结合,19人关注 / 10个月以前发布,103,"11,638元/平"
临深新小区，环境好，品牌大社区，大三房，,荣佳国韵 -龙光城,3室2厅 | 92.47平米 | 南 | 毛坯 | 31层  | 板塔结合,25人关注 / 7个月以前发布,106,"11,464元/平"
中锴华章，金山湖旁，惠州学院山姆商圈，花园中间，,中锴·华章 -河南岸,4室1厅 | 148.52平米 | 南 | 毛坯 | 中楼层(共31层)  | 塔楼,12人关注 / 一年前发布,170,"11,447元/平"
华贸铂金府  三房两厅 生活方便 看房方便,华贸铂金府 -江北,3室2厅 | 136平米 | 西南 东北 | 毛坯 | 低楼层(共48层)  | 板塔结合,22人关注 / 一年前发布,220,"16,177元/平"
房子满五唯一，户型端正，随时可看,星河丹堤G区 -南站新城,4室2厅 | 125平米 | 南 | 毛坯 | 34层  | 板塔结合,1人关注 / 8个月以前发布,205,"16,400元/平"
星河丹堤经典2房户型，中间楼层看花园，自带商圈教育,星河丹堤E区 -南站新城,2室2厅 | 74.32平米 | 南 | 毛坯 | 30层  | 板塔结合,32人关注 / 一年前发布,99,"13,321元/平"
业主诚意出售 临深小区 双阳台大入户  中间位置,凯南莱弗城 -西区新寮,5室2厅 | 134.34平米 | 南 北 | 毛坯 | 32层  | 板塔结合,2人关注 / 4个月以前发布,150,"11,166元/平"
惠阳雅居乐花园 3室2厅 东南,惠阳雅居乐花园 -南站新城,3室2厅 | 103.79平米 | 东南 | 精装 | 28层  | 板塔结合,4人关注 / 4个月以前发布,83,"7,997元/平"
铂金广场三房两厅两卫采光通透户型方正格局好钥匙看房,铂金广场 -区政府,3室2厅 | 98.37平米 | 南 | 毛坯 | 中楼层(共31层)  | 板塔结合,0人关注 / 1个月以前发布,110,"11,183元/平"
海惠花园 中间楼层 南北通透 视野开阔 满五唯一,海惠花园一区 -灿邦,3室2厅 | 124.39平米 | 南 北 | 毛坯 | 18层  | 塔楼,1人关注 / 5个月以前发布,115,"9,246元/平"
满五唯一，精装修，带个车位 采光通风好！业主诚心卖,德丰.天麓 -大亚湾中心区,4室2厅 | 110.45平米 | 南 | 精装 | 23层  | 板塔结合,6人关注 / 2个月以前发布,112.5,"10,186元/平"
区政府天虹边 带装三房两卫 拎包入住 楼层不高,金辉花园 -区政府,3室2厅 | 112.77平米 | 西南 | 简装 | 中楼层(共7层)  | 板楼,8人关注 / 4个月以前发布,75,"6,651元/平"
花园中间，采光通风好，环境优美，园林绿化多,卓越东部蔚蓝海岸四期 -西区新寮,3室2厅 | 88.51平米 | 东南 | 毛坯 | 26层  | 板塔结合,19人关注 / 10个月以前发布,103,"11,638元/平"
中锴华章，金山湖旁，惠州学院山姆商圈，花园中间，,中锴·华章 -河南岸,4室1厅 | 148.52平米 | 南 | 毛坯 | 中楼层(共31层)  | 塔楼,12人关注 / 一年前发布,170,"11,447元/平"
海惠花园 中间楼层 南北通透 视野开阔 满五唯一,海惠花园一区 -灿邦,3室2厅 | 124.39平米 | 南 北 | 毛坯 | 18层  | 塔楼,1人关注 / 5个月以前发布,115,"9,246元/平"
全屋欧派精装 未入住 伟豪领御世家 四房朝南看花园,伟豪领御世家 -江北,4室2厅 | 100.76平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,4人关注 / 一年前发布,138,"13,696元/平"
华日精装三房，拎包入住，配套成熟，无欠款！低首付！,华日城市理想 -仲恺,3室2厅 | 93.82平米 | 南 | 精装 | 低楼层(共27层)  | 塔楼,0人关注 / 3个月以前发布,82,"8,741元/平"
