标题,开发商,房子信息,发布信息,售价/万,单价
恒大名都 3室2厅 南 北,恒大名都 -盐湖区,3室2厅 | 151.46平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 1天以前发布,86.6,"5,718元/平"
外滩首府 电梯好楼层 精装短住  临湖而居,外滩首府 -盐湖区,3室2厅 | 146平米 | 南 北 | 其他 | 低楼层(共23层)  | 板塔结合,2人关注 / 11个月以前发布,129,"8,836元/平"
精装两室，电梯好楼层，婚房过度，花园式园林环境,恒大名都 -盐湖区,2室1厅 | 94平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 15天以前发布,63.8,"6,788元/平"
美林山 坡地绿化 南北通透  满二 可按揭,美林山 -盐湖区,2室2厅 | 112平米 | 南 北 | 其他 | 中楼层(共11层)  | 暂无数据,0人关注 / 14天以前发布,50,"4,465元/平"
鑫地理想城，温馨两居，好楼层，满二，诚心出售,鑫地理想城 -盐湖区,2室2厅 | 95平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 14天以前发布,70,"7,369元/平"
华源豪庭北区 3室2厅 南 北,华源豪庭北区 -盐湖区,3室2厅 | 145平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 19天以前发布,88,"6,069元/平"
电梯中层，主卧有个大飘窗，可以坐上面看风景,凤凰湖畔 -盐湖区,3室2厅 | 119.3平米 | 南 北 | 其他 | 低楼层(共15层)  | 暂无数据,0人关注 / 15天以前发布,56.8,"4,762元/平"
华荣 东方明珠 魏风对 面 万达商圈  南北大通透三居,华荣东方明珠 -盐湖区,3室2厅 | 144平米 | 南 北 | 其他 | 中楼层(共19层)  | 暂无数据,0人关注 / 14天以前发布,90,"6,250元/平"
东星卡纳溪谷   140平   电梯小洋房   总共10层,东星卡纳溪谷 -盐湖区,3室2厅 | 140平米 | 南 北 | 其他 | 中楼层(共10层)  | 板楼,0人关注 / 13天以前发布,78,"5,572元/平"
户型好，采光好 ，精装修，小区环境优美,港府花都 -盐湖区,3室2厅 | 115平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 12天以前发布,57.2,"4,974元/平"
户型好，采光好 ，精装修，小区环境优美,港府花都 -盐湖区,3室2厅 | 127平米 | 南 北 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 12天以前发布,63.5,"5,000元/平"
沃尔玛精装空房  步梯中层  无遮挡,紫薇佳苑 -盐湖区,3室2厅 | 133.18平米 | 东 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 11个月以前发布,53.2,"3,995元/平"
首付8万圣惠嘉园二室  电梯好楼层 采光好 有本可按揭,圣惠嘉园 -盐湖区,2室2厅 | 89平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 15天以前发布,42,"4,720元/平"
瑞安水云间，两梯两户，装修花了20万，真正的河景房,瑞安·水云间 -盐湖区,3室2厅 | 147平米 | 南 北 | 其他 | 中楼层(共18层)  | 板塔结合,0人关注 / 11天以前发布,115,"7,824元/平"
港府名都 3室2厅 南 北,港府名都 -盐湖区,3室2厅 | 142平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 10天以前发布,88,"6,198元/平"
天鹅湾 3室2厅 南 北,天鹅湾 -盐湖区,3室2厅 | 133平米 | 南 北 | 其他 | 高楼层(共25层)  | 暂无数据,0人关注 / 15天以前发布,86,"6,467元/平"
南风广场 华曦微公馆，一居室，精装好房源 出售,华曦微公馆 -盐湖区,1室0厅 | 46.13平米 | 北 | 精装 | 高楼层(共22层)  | 塔楼,2人关注 / 一年前发布,25,"5,420元/平"
华源豪庭北区 南北大通透 全明户型   随时,华源豪庭北区 -盐湖区,4室2厅 | 158平米 | 东南 北 | 毛坯 | 高楼层(共18层)  | 板塔结合,2人关注 / 7个月以前发布,103,"6,519元/平"
出售 ：北区港府名都二期  4居室2卫 电梯观景房 毛坯,港府名都 -盐湖区,4室2厅 | 168.56平米 | 东 南 北 | 毛坯 | 高楼层(共25层)  | 板楼,0人关注 / 6个月以前发布,102,"6,052元/平"
空港南区~东湖春天 有本可按揭 朝南小3居 过度,东湖春天 -盐湖区,3室2厅 | 89.9平米 | 东南 | 精装 | 中楼层(共18层)  | 板塔结合,1人关注 / 5个月以前发布,45,"5,006元/平"
华林逸墅中高楼层南北通透的毛坯三居室,泰森华林逸墅 -盐湖区,3室2厅 | 126平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 板楼,1人关注 / 一年前发布,95,"7,540元/平"
业主急售！城西人家 房本在手 可按揭 户型南北通透,城西人家 -盐湖区,3室2厅 | 155.98平米 | 南 北 | 简装 | 低楼层(共12层)  | 暂无数据,0人关注 / 4个月以前发布,69.8,"4,475元/平"
梧桐名邸电梯低层168平108万四室两卫 有钥匙随时看房,梧桐名邸 -盐湖区,4室2厅 | 168平米 | 南 北 | 简装 | 低楼层(共11层)  | 板塔结合,4人关注 / 一年前发布,99.8,"5,941元/平"
空港凤凰层大三居 采光无遮挡 看房方便,泽惠苑 -盐湖区,3室2厅 | 141.14平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 板楼,2人关注 / 一年前发布,68.8,"4,875元/平"
鑫地阳光城电梯中层，全明户型可以按揭业主诚售,鑫地阳光城 -盐湖区,3室2厅 | 156平米 | 南 北 | 毛坯 | 中楼层(共12层)  | 板塔结合,14人关注 / 一年前发布,73.5,"4,712元/平"
西建和郡 客厅带阳台 不临街 南北通透,西建天茂和郡 -盐湖区,3室2厅 | 128平米 | 南 北 | 其他 | 高楼层(共31层)  | 板塔结合,0人关注 / 2个月以前发布,89.3,"6,977元/平"
奥梅花园 3室2厅 南 北,奥梅花园 -盐湖区,3室2厅 | 119.58平米 | 南 北 | 简装 | 低楼层(共7层)  | 板塔结合,1人关注 / 6个月以前发布,49.8,"4,165元/平"
急售 空港南区 大产权 电梯中间层精装三居室,际华嘉园 -盐湖区,3室2厅 | 97.2平米 | 东 南 北 | 精装 | 中楼层(共12层)  | 板楼,33人关注 / 一年前发布,44,"4,527元/平"
现房 五洲芳华四室  电梯好楼层  南北通透,五洲芳华 -盐湖区,4室2厅 | 149平米 | 南 北 | 毛坯 | 低楼层(共31层)  | 暂无数据,0人关注 / 4个月以前发布,96.8,"6,497元/平"
新出  空港南区  精装3室   电梯好楼层,嘉禾西班牙 -盐湖区,3室2厅 | 107平米 | 南 北 | 精装 | 高楼层(共11层)  | 暂无数据,0人关注 / 一年前发布,62,"5,795元/平"
电梯高层精装四室空房205平有钥匙随时可看,恒大绿洲 -盐湖区,4室2厅 | 205平米 | 南 北 | 简装 | 高楼层(共32层)  | 板塔结合,2人关注 / 11个月以前发布,133,"6,488元/平"
业主急售1！盐湖金座 电梯中层 户型南北通透 限全款,盐湖金座 -盐湖区,4室2厅 | 234平米 | 南 北 | 毛坯 | 中楼层(共21层)  | 暂无数据,1人关注 / 6个月以前发布,138,"5,898元/平"
华林逸墅 精装婚房 电梯景观好楼层 有证满二首付19万,泰森华林逸墅 -盐湖区,3室2厅 | 130平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 3个月以前发布,95.8,"7,370元/平"
海仓对 面 单价3800 毛坯房  电梯高楼层 南北大通透,怡世名邸 -盐湖区,3室2厅 | 155平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 暂无数据,2人关注 / 3个月以前发布,59.8,"3,859元/平"
大运外滩玺园 4室2厅 南 北,大运外滩玺园 -盐湖区,4室2厅 | 159平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板楼,2人关注 / 5个月以前发布,120,"7,548元/平"
业主急售！地矿小区 房本在手满二 带地下车位带地下室,地矿小区 -盐湖区,3室2厅 | 77平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,35,"4,546元/平"
西建天茂和郡 3室2厅 南 北,西建天茂和郡 -盐湖区,3室2厅 | 127平米 | 南 北 | 毛坯 | 中楼层(共31层)  | 暂无数据,0人关注 / 1个月以前发布,89,"7,008元/平"
晋府壹号 单价6500 南北通透 采光无影响 可按揭,晋府壹号 -盐湖区,3室2厅 | 135.86平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 暂无数据,5人关注 / 7个月以前发布,86.8,"6,389元/平"
别墅，精装修空房，舒适度高，前后小院,大宅门 -盐湖区,6室3厅 | 247平米 | 南 北 | 其他 | 低楼层(共3层)  | 暂无数据,27人关注 / 一年前发布,190,"7,693元/平"
外滩玺园  大四居 毛坯 可按揭 随意装修  视野无 敌,大运外滩玺园 -盐湖区,4室2厅 | 148平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 塔楼,3人关注 / 一年前发布,120,"8,109元/平"
一只蚂蚁八斤半 瞧一瞧 看一看 恒大绿洲 嘻缺户型,恒大绿洲 -盐湖区,4室2厅 | 170平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,110,"6,471元/平"
外滩玺园大四居 可按揭 有钥 匙 通透户型  位置好,大运外滩玺园 -盐湖区,4室2厅 | 157平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 暂无数据,1人关注 / 7个月以前发布,135,"8,599元/平"
禹香苑，简装房，可按揭！优质房源！,禹香苑 -盐湖区,4室2厅 | 142平米 | 北 南 | 其他 | 中楼层(共5层)  | 暂无数据,4人关注 / 一年前发布,68.5,"4,824元/平"
二卫 步梯中层  精装全屋木地板 保养很新 满二可按揭,鑫地阳光城 -盐湖区,3室2厅 | 138平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,4人关注 / 一年前发布,77.8,"5,638元/平"
大运外滩玺园 4室2厅 南 北,大运外滩玺园 -盐湖区,4室2厅 | 140平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,0人关注 / 3个月以前发布,144.8,"10,343元/平"
大运外滩玺园 3室2厅 南 北,大运外滩玺园 -盐湖区,3室2厅 | 137.3平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 暂无数据,2人关注 / 6个月以前发布,110,"8,012元/平"
满二可按揭，电梯好楼层，全明户型,五洲观澜 -盐湖区,4室2厅 | 152.6平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,1人关注 / 7个月以前发布,105,"6,881元/平"
大运外滩玺园 4室2厅 南 北,大运外滩玺园 -盐湖区,4室2厅 | 150平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 3个月以前发布,113.8,"7,587元/平"
鑫地理想城  鑫马集团  北区好地段成熟社区  大四居,鑫地理想城 -盐湖区,4室2厅 | 181平米 | 南 北 | 毛坯 | 高楼层(共24层)  | 板楼,5人关注 / 一年前发布,119.5,"6,603元/平"
鑫地阳光城小区，满二，可按揭，3室2厅1卫，精装，,鑫地阳光城 -盐湖区,3室2厅 | 117平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,26人关注 / 一年前发布,49.8,"4,257元/平"
东方明珠 打包车位 家具家电都有 近魏风 南北通透,华荣东方明珠 -盐湖区,3室2厅 | 120.8平米 | 南 北 | 精装 | 低楼层(共19层)  | 暂无数据,0人关注 / 3个月以前发布,92,"7,616元/平"
泰森华林逸墅 3室2厅 南 北,泰森华林逸墅 -盐湖区,3室2厅 | 140.34平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板楼,5人关注 / 一年前发布,77,"5,487元/平"
大运外滩玺园 4室2厅 南 北,大运外滩玺园 -盐湖区,4室2厅 | 143.31平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 板楼,0人关注 / 2个月以前发布,128,"8,932元/平"
出售：橄榄城三居室精装好房 面积112㎡,恺鑫橄榄城 -盐湖区,3室2厅 | 112平米 | 南 北 | 精装 | 低楼层(共13层)  | 板塔结合,0人关注 / 5个月以前发布,78,"6,965元/平"
外滩玺园毛坯户型 大四居 大通透 可按揭 有钥匙随时看,大运外滩玺园 -盐湖区,4室2厅 | 157平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 7个月以前发布,135,"8,599元/平"
电梯高层毛坯现房有证满二可按揭随时过户,恒大绿洲 -盐湖区,4室2厅 | 182平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板塔结合,1人关注 / 10个月以前发布,120,"6,594元/平"
御泽苑，电梯中层，可做办公商用，临北门出行方便,御泽苑 -盐湖区,3室2厅 | 159.71平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,3人关注 / 一年前发布,103,"6,450元/平"
泰森华林逸墅 3室2厅 南 北,泰森华林逸墅 -盐湖区,3室2厅 | 140.34平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板楼,5人关注 / 一年前发布,77,"5,487元/平"
业主急售！金鑫槐东花园 房本在手 可按揭 配套齐全,金鑫槐东花园 -盐湖区,3室2厅 | 135.71平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,75,"5,527元/平"
东方明珠 打包车位 家具家电都有 近魏风 南北通透,华荣东方明珠 -盐湖区,3室2厅 | 120.8平米 | 南 北 | 精装 | 低楼层(共19层)  | 暂无数据,0人关注 / 3个月以前发布,92,"7,616元/平"
港府名都二期现房，3室好楼层，大禹，后稷学   区,港府名都 -盐湖区,3室2厅 | 139.95平米 | 南 北 | 毛坯 | 高楼层(共25层)  | 板楼,2人关注 / 一年前发布,89,"6,360元/平"
新出  空港南区  精装3室   电梯好楼层,嘉禾西班牙 -盐湖区,3室2厅 | 107平米 | 南 北 | 精装 | 高楼层(共11层)  | 暂无数据,0人关注 / 一年前发布,62,"5,795元/平"
低价出售云湖湾公寓 精装电梯 陪 读 过 渡首 选,云鼎云湖湾 -盐湖区,1室1厅 | 38.08平米 | 北 | 简装 | 低楼层(共18层)  | 塔楼,0人关注 / 一年前发布,22,"5,778元/平"
婚房装修家具家电齐全四室两卫随时看房,恒大绿洲 -盐湖区,4室2厅 | 152.73平米 | 南 北 | 其他 | 中楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,120,"7,858元/平"
行署六院 三室两厅 电梯高层 有证可按揭 看房方便,市委六院小区 -盐湖区,3室2厅 | 123平米 | 南 北 | 毛坯 | 高楼层(共19层)  | 暂无数据,1人关注 / 2个月以前发布,59.8,"4,862元/平"
大运外滩玺园 3室2厅 南 北,大运外滩玺园 -盐湖区,3室2厅 | 137.3平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 暂无数据,2人关注 / 6个月以前发布,110,"8,012元/平"
满二可按揭，电梯好楼层，全明户型,五洲观澜 -盐湖区,4室2厅 | 152.6平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,1人关注 / 7个月以前发布,105,"6,881元/平"
大运外滩玺园 4室2厅 南 北,大运外滩玺园 -盐湖区,4室2厅 | 150平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 3个月以前发布,113.8,"7,587元/平"
鑫地理想城  鑫马集团  北区好地段成熟社区  大四居,鑫地理想城 -盐湖区,4室2厅 | 181平米 | 南 北 | 毛坯 | 高楼层(共24层)  | 板楼,5人关注 / 一年前发布,119.5,"6,603元/平"
华林逸墅 精装婚房 电梯景观好楼层 有证满二首付19万,泰森华林逸墅 -盐湖区,3室2厅 | 130平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 3个月以前发布,95.8,"7,370元/平"
安民华府 3室2厅 南 北,安民华府 -盐湖区,3室2厅 | 135平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,35.1,"2,600元/平"
出售：魏 风 小  学   港府名都小区电梯景观房,港府名都 -盐湖区,3室2厅 | 140.48平米 | 南 北 | 毛坯 | 高楼层(共25层)  | 板楼,0人关注 / 一年前发布,89,"6,336元/平"
鑫地阳光城电梯中层，全明户型可以按揭业主诚售,鑫地阳光城 -盐湖区,3室2厅 | 156平米 | 南 北 | 毛坯 | 中楼层(共12层)  | 板塔结合,20人关注 / 一年前发布,73,"4,680元/平"
鼎鑫华府 3室2厅 南,鼎鑫华府 -盐湖区,3室2厅 | 127.59平米 | 南 | 精装 | 中楼层(共31层)  | 暂无数据,0人关注 / 2个月以前发布,90,"7,054元/平"
急售 港府名都二期电梯中低层 毛坯3居2厅1厨2卫,港府名都 -盐湖区,3室2厅 | 137.62平米 | 南 北 | 毛坯 | 低楼层(共25层)  | 板塔结合,11人关注 / 9个月以前发布,73.9,"5,370元/平"
安民华府 3室2厅 南 北,安民华府 -盐湖区,3室2厅 | 135平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,35,"2,593元/平"
南北通透3室2卫复式带阁楼，满2可按揭,格林雅地 -盐湖区,3室2厅 | 138平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 6个月以前发布,72.8,"5,276元/平"
西区 碧海花园 精装短住2居室步梯好楼层,碧海花园 -盐湖区,2室2厅 | 74.77平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,2人关注 / 4个月以前发布,39.8,"5,323元/平"
148平 南北通透 3室2厅 精装修 东星卡纳溪谷 楼层好,东星卡纳溪谷 -盐湖区,3室2厅 | 148平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,5人关注 / 一年前发布,95.8,"6,473元/平"
理想城 有证 四室两卫  双卧朝阳  南北通透,鑫地理想城 -盐湖区,4室2厅 | 139.5平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 暂无数据,4人关注 / 一年前发布,103,"7,384元/平"
急售;港府名都  3居2卫 一楼带小院,港府名都 -盐湖区,3室2厅 | 139.95平米 | 南 北 | 毛坯 | 低楼层(共25层)  | 板楼,0人关注 / 3个月以前发布,96,"6,860元/平"
空港南区 电梯房 可按揭 南北通透,左岸凰城 -盐湖区,4室2厅 | 154.69平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 暂无数据,1人关注 / 7个月以前发布,71.8,"4,642元/平"
空港南区~东湖春天 精装短柱 保养好 钥匙房源,东湖春天 -盐湖区,3室2厅 | 137平米 | 北 | 精装 | 高楼层(共10层)  | 板塔结合,1人关注 / 7个月以前发布,54.8,"4,000元/平"
幸福院子 3室2厅 南 北,幸福院子 -盐湖区,3室2厅 | 94平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,33.8,"3,596元/平"
南北通透3面朝南客厅开间宽敞，阳台落地窗19年新装修,格林雅地 -盐湖区,3室2厅 | 141.8平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,79.8,"5,628元/平"
华源豪庭 电梯中层 毛坯 南北大通透 满二可按揭,华源豪庭南区 -盐湖区,3室2厅 | 136平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,4人关注 / 一年前发布,95,"6,986元/平"
左岸凰城 大五居 带空中花园 复试房,左岸凰城 -盐湖区,5室2厅 | 197.56平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 暂无数据,0人关注 / 1个月以前发布,85,"4,303元/平"
紫薇香河湾 3室2厅 南,紫薇香河湾 -盐湖区,3室2厅 | 112.7平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,45.8,"4,064元/平"
鑫地阳光城 4室2厅 南 北,鑫地阳光城 -盐湖区,4室2厅 | 161平米 | 南 北 | 简装 | 低楼层(共5层)  | 板楼,2人关注 / 7个月以前发布,82,"5,094元/平"
