标题,开发商,房子信息,发布信息,售价/万,单价
龙记帝景湾 3室2厅 南 北,龙记帝景湾 -城北,3室2厅 | 120.01平米 | 南 北 | 精装 | 低楼层(共23层)  | 板塔结合,0人关注 / 3天以前发布,170,"14,166元/平"
天正幸福里 3室1厅 西南,天正幸福里 -城南,3室1厅 | 105.69平米 | 西南 | 简装 | 低楼层(共26层)  | 塔楼,1人关注 / 29天以前发布,149,"14,098元/平"
首创国际城 4室2厅 南 北,首创国际城 -经开北,4室2厅 | 140.93平米 | 南 北 | 简装 | 低楼层(共34层)  | 板塔结合,1人关注 / 20天以前发布,238.8,"16,945元/平"
紫薇希望城东区 3室2厅 东南,紫薇希望城东区 -经开北,3室2厅 | 91.55平米 | 东南 | 精装 | 低楼层(共25层)  | 塔楼,1人关注 / 18天以前发布,155,"16,931元/平"
华远海蓝城一期 3室2厅 南 北,华远海蓝城一期 -矿山路,3室2厅 | 132.78平米 | 南 北 | 精装 | 高楼层(共9层)  | 板楼,1人关注 / 24天以前发布,245,"18,452元/平"
龙湖香醍国际社区 2室2厅 西南,龙湖香醍国际社区 -安装四处,2室2厅 | 87.15平米 | 西南 | 精装 | 中楼层(共9层)  | 板楼,0人关注 / 20天以前发布,159,"18,245元/平"
浐灞半岛A10区 2室2厅 南,浐灞半岛A10区 -浐河西路,2室2厅 | 89.36平米 | 南 | 精装 | 高楼层(共23层)  | 板塔结合,0人关注 / 24天以前发布,121,"13,541元/平"
毓秀园 2室2厅 南 北,毓秀园 -长安,2室2厅 | 96.22平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 29天以前发布,105,"10,913元/平"
绿地与湖 3室2厅 南 北,绿地与湖 -雁鸣湖,3室2厅 | 131.97平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 20天以前发布,200,"15,155元/平"
浐灞半岛A3区 3室2厅 南 北,浐灞半岛A3区 -浐河西路,3室2厅 | 115.18平米 | 南 北 | 精装 | 高楼层(共27层)  | 板塔结合,0人关注 / 25天以前发布,191,"16,583元/平"
博尚希望城 2室2厅 南,博尚希望城 -临潼,2室2厅 | 96.61平米 | 南 | 精装 | 27层  | 平房,0人关注 / 19天以前发布,83.9,"8,685元/平"
天地源曲江香都 3室1厅 南 北,天地源曲江香都 -曲江,3室1厅 | 100.25平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,2人关注 / 30天以前发布,202,"20,150元/平"
天朗蔚蓝东庭 3室2厅 南 北,天朗蔚蓝东庭 -广泰门,3室2厅 | 94.65平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 29天以前发布,175,"18,490元/平"
乐园小区 3室1厅 南 北,乐园小区 -长安,3室1厅 | 86.66平米 | 南 北 | 简装 | 低楼层(共5层)  | 暂无数据,2人关注 / 19天以前发布,79,"9,117元/平"
天朗莱茵小城 3室1厅 西南,天朗莱茵小城 -城西,3室1厅 | 107.19平米 | 西南 | 简装 | 中楼层(共27层)  | 板塔结合,0人关注 / 16天以前发布,152,"14,181元/平"
逸翠园一期 3室2厅 南 北,逸翠园一期 -逸翠园,3室2厅 | 143.22平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,3人关注 / 29天以前发布,440,"30,722元/平"
中海城 2室2厅 南,中海城 -曲江,2室2厅 | 75.63平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 25天以前发布,175,"23,139元/平"
吉源花园 3室2厅 南 北,吉源花园 -长安,3室2厅 | 112.83平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,0人关注 / 21天以前发布,110,"9,750元/平"
菁华名门 3室1厅 西南,菁华名门 -经开北,3室1厅 | 111.01平米 | 西南 | 简装 | 高楼层(共26层)  | 板塔结合,2人关注 / 22天以前发布,130,"11,711元/平"
晟方佳苑 3室1厅 东北,晟方佳苑 -城南,3室1厅 | 97.29平米 | 东北 | 简装 | 中楼层(共18层)  | 板塔结合,1人关注 / 16天以前发布,122,"12,540元/平"
自然界云栖 3室2厅 南 北,自然界云栖 -浐河西路,3室2厅 | 122.01平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,0人关注 / 22天以前发布,260,"21,310元/平"
荣德棕榈湾 3室2厅 南,荣德棕榈湾 -安装四处,3室2厅 | 118.41平米 | 南 | 精装 | 高楼层(共28层)  | 板塔结合,0人关注 / 28天以前发布,155,"13,091元/平"
山水秦唐 2室2厅 南,山水秦唐 -临潼,2室2厅 | 87.87平米 | 南 | 精装 | 6层  | 暂无数据,0人关注 / 24天以前发布,73,"8,308元/平"
群星汇 2室2厅 南 北,群星汇 -城南,2室2厅 | 78.36平米 | 南 北 | 简装 | 低楼层(共32层)  | 板塔结合,1人关注 / 23天以前发布,125,"15,953元/平"
昆明时光 3室2厅 南 北,昆明时光 -城西,3室2厅 | 112.44平米 | 南 北 | 精装 | 中楼层(共17层)  | 板塔结合,0人关注 / 24天以前发布,159,"14,141元/平"
蓝光公园华府三期 3室2厅 南 北,蓝光公园华府三期 -西咸,3室2厅 | 110.32平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板楼,1人关注 / 16天以前发布,152,"13,779元/平"
花漾青城 3室2厅 南 北,花漾青城 -临潼,3室2厅 | 114.82平米 | 南 北 | 其他 | 低楼层(共30层)  | 板塔结合,0人关注 / 16天以前发布,109,"9,494元/平"
万国远鉴名筑 2室1厅 南,万国远鉴名筑 -城西,2室1厅 | 93.8平米 | 南 | 简装 | 低楼层(共26层)  | 板塔结合,0人关注 / 18天以前发布,117,"12,474元/平"
智慧新城 2室2厅 西南,智慧新城 -长安,2室2厅 | 79.36平米 | 西南 | 精装 | 中楼层(共16层)  | 板塔结合,4人关注 / 25天以前发布,144,"18,146元/平"
金裕青青家园西区 3室1厅 南 北,金裕青青家园西区 -浐河西路,3室1厅 | 95.14平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 28天以前发布,93,"9,776元/平"
和润坊 3室2厅 南,和润坊 -城东,3室2厅 | 119.11平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,0人关注 / 24天以前发布,154.3,"12,955元/平"
中华世纪城 2室2厅 南 北,中华世纪城 -唐延路,2室2厅 | 97.33平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 29天以前发布,185,"19,008元/平"
212所中区 2室2厅 南 北,212所中区 -城南,2室2厅 | 82.02平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 17天以前发布,96,"11,705元/平"
天然气小区(雁塔) 4室2厅 南 北,天然气小区(雁塔) -高新一中,4室2厅 | 140平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,3人关注 / 6个月以前发布,175,"12,500元/平"
紫薇田园都市K区 6室2厅 南,紫薇田园都市K区 -紫薇田园都市,6室2厅 | 206.18平米 | 南 | 简装 | 低楼层(共3层)  | 板楼,41人关注 / 一年前发布,560,"27,161元/平"
联盟新城 3室2厅 南 北,联盟新城 -城南,3室2厅 | 141.06平米 | 南 北 | 其他 | 中楼层(共34层)  | 板塔结合,1人关注 / 4个月以前发布,186,"13,186元/平"
二府庄北小区 3室1厅 南 北,二府庄北小区 -城北,3室1厅 | 117.49平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,37人关注 / 11个月以前发布,99,"8,427元/平"
交警支队社区 3室2厅 西南,交警支队社区 -太白南路,3室2厅 | 132.58平米 | 西南 | 简装 | 中楼层(共23层)  | 塔楼,1人关注 / 3个月以前发布,140,"10,560元/平"
大明宫寓 3室2厅 东南,大明宫寓 -城北,3室2厅 | 154.96平米 | 东南 | 精装 | 高楼层(共30层)  | 板塔结合,2人关注 / 一年前发布,148,"9,551元/平"
瑞泰卡地亚 3室2厅 南 北,瑞泰卡地亚 -经开北,3室2厅 | 131.1平米 | 南 北 | 简装 | 高楼层(共32层)  | 板塔结合,13人关注 / 一年前发布,145,"11,061元/平"
浐灞半岛A13区 3室2厅 南,浐灞半岛A13区 -浐河西路,3室2厅 | 115.83平米 | 南 | 精装 | 高楼层(共23层)  | 板楼,4人关注 / 一年前发布,185,"15,972元/平"
公园壹品 7室1厅 南,公园壹品 -城北,7室1厅 | 167.71平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,9人关注 / 7个月以前发布,189,"11,270元/平"
锦绣天下一期 3室2厅 南 北,锦绣天下一期 -经开北,3室2厅 | 124.76平米 | 南 北 | 精装 | 高楼层(共9层)  | 板楼,4人关注 / 3个月以前发布,176,"14,108元/平"
大华曲江公园世家六期 4室3厅 南 北,大华曲江公园世家六期 -曲江,4室3厅 | 191.94平米 | 南 北 | 精装 | 高楼层(共8层)  | 板塔结合,6人关注 / 3个月以前发布,710,"36,991元/平"
水岸东方1期 3室1厅 南 北,水岸东方1期 -半坡立交,3室1厅 | 130.3平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,3人关注 / 1个月以前发布,162,"12,433元/平"
城西人家 3室2厅 南 北,城西人家 -城西,3室2厅 | 138平米 | 南 北 | 其他 | 中楼层(共18层)  | 板塔结合,3人关注 / 5个月以前发布,170,"12,319元/平"
绿城西安全运村芳菲郡 4室2厅 南 北,绿城西安全运村芳菲郡 -国际港务区,4室2厅 | 140.28平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 板楼,0人关注 / 15天以前发布,273,"19,462元/平"
浐灞1号 4室2厅 南,浐灞1号 -广泰门,4室2厅 | 125.7平米 | 南 | 精装 | 中楼层(共28层)  | 板楼,22人关注 / 4个月以前发布,232,"18,457元/平"
澜泊湾 4室2厅 南 北,澜泊湾 -临潼,4室2厅 | 137.46平米 | 南 北 | 简装 | 中楼层(共17层)  | 板塔结合,0人关注 / 2个月以前发布,113,"8,221元/平"
高科花园二三期 3室2厅 南 北,高科花园二三期 -高新四路,3室2厅 | 117.33平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,19人关注 / 8个月以前发布,236,"20,115元/平"
东方罗马花园 3室1厅 南,东方罗马花园 -矿山路,3室1厅 | 62.41平米 | 南 | 精装 | 高楼层(共16层)  | 塔楼,38人关注 / 6个月以前发布,123,"19,709元/平"
西安电信互助路小区 3室2厅 西南,西安电信互助路小区 -城东,3室2厅 | 129.19平米 | 西南 | 简装 | 高楼层(共26层)  | 板楼,10人关注 / 一年前发布,128.9,"9,978元/平"
东屿枫舍 3室1厅 东,东屿枫舍 -城东,3室1厅 | 98.51平米 | 东 | 简装 | 低楼层(共28层)  | 塔楼,21人关注 / 6个月以前发布,105,"10,659元/平"
大明宫寓 3室1厅 东南,大明宫寓 -城北,3室1厅 | 154.32平米 | 东南 | 毛坯 | 高楼层(共30层)  | 板塔结合,6人关注 / 4个月以前发布,136,"8,813元/平"
水岸东方2期 3室2厅 南 北,水岸东方2期 -半坡立交,3室2厅 | 149.14平米 | 南 北 | 精装 | 中楼层(共22层)  | 板楼,74人关注 / 一年前发布,188,"12,606元/平"
东窑坊 3室2厅 南 北,东窑坊 -城东,3室2厅 | 136.56平米 | 南 北 | 简装 | 高楼层(共33层)  | 板楼,56人关注 / 7个月以前发布,136,"9,959元/平"
枫林九溪竹韵 4室2厅 南 北,枫林九溪竹韵 -国际港务区,4室2厅 | 127.97平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,1人关注 / 1个月以前发布,220,"17,192元/平"
白桦林间 4室2厅 南,白桦林间 -经开北,4室2厅 | 193.7平米 | 南 | 简装 | 中楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,410,"21,167元/平"
兰蒂斯城3期 3室2厅 东南,兰蒂斯城3期 -城东,3室2厅 | 132.57平米 | 东南 | 简装 | 中楼层(共32层)  | 塔楼,12人关注 / 4个月以前发布,239,"18,029元/平"
振业泊公馆 4室2厅 南 北,振业泊公馆 -浐河西路,4室2厅 | 138.35平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,5人关注 / 2个月以前发布,225,"16,264元/平"
檀香园 4室2厅 南 北,檀香园 -雁鸣湖,4室2厅 | 150.39平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,1人关注 / 1个月以前发布,178,"11,836元/平"
御锦城鹭园 4室1厅 南 西南,御锦城鹭园 -浐河西路,4室1厅 | 136.4平米 | 南 西南 | 精装 | 低楼层(共26层)  | 板楼,1人关注 / 3个月以前发布,243,"17,816元/平"
万科大明宫 4室2厅 南 北,万科大明宫 -城北,4室2厅 | 198.05平米 | 南 北 | 其他 | 低楼层(共33层)  | 板楼,1人关注 / 1个月以前发布,520,"26,256元/平"
浐灞半岛A4区 3室1厅 南 北,浐灞半岛A4区 -浐河西路,3室1厅 | 140.43平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,4人关注 / 2个月以前发布,232,"16,521元/平"
长庆恒立苑住宅小区 3室2厅 南 北,长庆恒立苑住宅小区 -经开北,3室2厅 | 142.57平米 | 南 北 | 毛坯 | 低楼层(共24层)  | 板塔结合,117人关注 / 一年前发布,88,"6,173元/平"
中海开元壹号三期 4室2厅 南 北,中海开元壹号三期 -城北,4室2厅 | 179.38平米 | 南 北 | 精装 | 中楼层(共16层)  | 板楼,15人关注 / 一年前发布,480,"26,759元/平"
浐灞半岛A5区 4室3厅 西北,浐灞半岛A5区 -浐河西路,4室3厅 | 146.92平米 | 西北 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,214,"14,566元/平"
普华浅水湾 4室2厅 南 北,普华浅水湾 -纺织城,4室2厅 | 141.04平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,1人关注 / 3个月以前发布,185,"13,117元/平"
新西蓝一期 4室2厅 北 南,新西蓝一期 -高新四路,4室2厅 | 144.04平米 | 北 南 | 简装 | 中楼层(共11层)  | 板楼,9人关注 / 4个月以前发布,186,"12,914元/平"
龙湖景粼天序 3室1厅 南 北,龙湖景粼天序 -经开北,3室1厅 | 143.76平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 12天以前发布,325,"22,608元/平"
中海开元壹号三期 4室2厅 南 北,中海开元壹号三期 -城北,4室2厅 | 134.26平米 | 南 北 | 简装 | 低楼层(共34层)  | 板楼,27人关注 / 5个月以前发布,262,"19,515元/平"
御锦城繁花里 4室2厅 南 北,御锦城繁花里 -浐河西路,4室2厅 | 121.63平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,5人关注 / 4个月以前发布,174,"14,306元/平"
浐灞半岛A11区 4室1厅 南 北,浐灞半岛A11区 -浐河西路,4室1厅 | 162.25平米 | 南 北 | 精装 | 中楼层(共4层)  | 板塔结合,7人关注 / 2个月以前发布,409,"25,209元/平"
恒基碧翠锦华 4室2厅 南 北,恒基碧翠锦华 -城东,4室2厅 | 193.14平米 | 南 北 | 精装 | 高楼层(共23层)  | 板楼,0人关注 / 1个月以前发布,330,"17,087元/平"
振业泊公馆 4室2厅 南 北,振业泊公馆 -浐河西路,4室2厅 | 206.35平米 | 南 北 | 简装 | 低楼层(共32层)  | 板楼,1人关注 / 1个月以前发布,280,"13,570元/平"
大华曲江公园世家五期 9室2厅 南 北,大华曲江公园世家五期 -曲江,9室2厅 | 339.99平米 | 南 北 | 精装 | 30层  | 板塔结合,4人关注 / 12天以前发布,199,"5,854元/平"
新文巷小区 5室3厅 南 北,新文巷小区 -南稍门,5室3厅 | 266.85平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,3人关注 / 3个月以前发布,200,"7,495元/平"
万科金域东郡 3室2厅 南 北,万科金域东郡 -矿山路,3室2厅 | 124.98平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,15人关注 / 4个月以前发布,232,"18,563元/平"
碧桂园凤凰城 3室2厅 南 北,碧桂园凤凰城 -经开北,3室2厅 | 121.96平米 | 南 北 | 精装 | 高楼层(共12层)  | 板楼,0人关注 / 1个月以前发布,210,"17,219元/平"
启迪佳莲未来科技城 2室1厅 南 北,启迪佳莲未来科技城 -西咸,2室1厅 | 52.77平米 | 南 北 | 精装 | 中楼层(共12层)  | 暂无数据,4人关注 / 1个月以前发布,84,"15,919元/平"
罗马嘉园 3室1厅 南,罗马嘉园 -广泰门,3室1厅 | 67.59平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,3人关注 / 3个月以前发布,115,"17,015元/平"
自在山 4室2厅 南 北,自在山 -高新四路,4室2厅 | 269.45平米 | 南 北 | 精装 | 高楼层(共25层)  | 板楼,20人关注 / 4个月以前发布,999,"37,076元/平"
浐灞半岛A11区 4室2厅 南 北,浐灞半岛A11区 -浐河西路,4室2厅 | 163.68平米 | 南 北 | 精装 | 上叠(共5层)  | 板塔结合 | 叠拼别墅 ,110人关注 / 一年前发布,375,"22,911元/平"
龙湖枫香庭 4室1厅 南 北,龙湖枫香庭 -经开南,4室1厅 | 133.99平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,9人关注 / 5个月以前发布,262,"19,554元/平"
华清园 4室2厅 南 北,华清园 -浐河西路,4室2厅 | 157.7平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,21人关注 / 8个月以前发布,110,"6,976元/平"
金裕青青家园西区 3室2厅 南 北,金裕青青家园西区 -浐河西路,3室2厅 | 114.44平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,10人关注 / 3个月以前发布,127.5,"11,142元/平"
蔚蓝花城 4室2厅 南 北,蔚蓝花城 -城西,4室2厅 | 194.94平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,64人关注 / 7个月以前发布,170,"8,721元/平"
恒大名都 4室2厅 南 北,恒大名都 -浐河西路,4室2厅 | 144.61平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,28人关注 / 3个月以前发布,174,"12,033元/平"
中华世纪城 5室2厅 南 北,中华世纪城 -唐延路,5室2厅 | 217.19平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,19人关注 / 8个月以前发布,410,"18,878元/平"
华清园 4室2厅 南 北,华清园 -浐河西路,4室2厅 | 156.33平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,23人关注 / 4个月以前发布,123,"7,868元/平"
丰硕佳园 1室1厅 南,丰硕佳园 -城南,1室1厅 | 64.13平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,1人关注 / 24天以前发布,100,"15,594元/平"
巧克力公寓 2室2厅 西,巧克力公寓 -城东,2室2厅 | 52平米 | 西 | 简装 | 低楼层(共19层)  | 塔楼,0人关注 / 29天以前发布,72,"13,847元/平"
天正银河湾 2室2厅 南,天正银河湾 -高陵,2室2厅 | 78平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,0人关注 / 26天以前发布,71,"9,103元/平"
龙城铭园一期 2室1厅 西南,龙城铭园一期 -鱼化寨,2室1厅 | 94.02平米 | 西南 | 简装 | 26层  | 板塔结合,0人关注 / 24天以前发布,152.6,"16,231元/平"
黄河厂38街坊 2室1厅 南 北,黄河厂38街坊 -城东,2室1厅 | 63.64平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 22天以前发布,72,"11,314元/平"
爱尚泾渭 2室2厅 南,爱尚泾渭 -高陵,2室2厅 | 50.78平米 | 南 | 精装 | 高楼层(共16层)  | 板塔结合,3人关注 / 27天以前发布,45,"8,862元/平"
东新城市花园 2室2厅 南 北,东新城市花园 -城东,2室2厅 | 80.87平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 28天以前发布,115,"14,221元/平"
榕青无界 2室1厅 南,榕青无界 -城南,2室1厅 | 65.34平米 | 南 | 简装 | 中楼层(共28层)  | 塔楼,0人关注 / 11天以前发布,86,"13,162元/平"
学林雅苑 2室1厅 南,学林雅苑 -长安,2室1厅 | 90.46平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,1人关注 / 17天以前发布,125,"13,819元/平"
和润坊 3室2厅 南 北,和润坊 -城东,3室2厅 | 119.11平米 | 南 北 | 简装 | 中楼层(共33层)  | 塔楼,2人关注 / 14天以前发布,147,"12,342元/平"
中海凯旋门 2室1厅 东南,中海凯旋门 -曲江,2室1厅 | 92.91平米 | 东南 | 精装 | 低楼层(共18层)  | 板塔结合,1人关注 / 16天以前发布,192,"20,666元/平"
国税局家属院 2室1厅 南 北,国税局家属院 -城南,2室1厅 | 54.5平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 13天以前发布,55,"10,092元/平"
