标题,开发商,房子信息,发布信息,售价/万,单价
御璟城市花园 3室2厅 南 北,御璟城市花园 -榆次区,3室2厅 | 120平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 10天以前发布,100,"8,334元/平"
中都花园 4室2厅 南 北,中都花园 -榆次区,4室2厅 | 193平米 | 南 北 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 10个月以前发布,134,"6,944元/平"
有钥匙 单价6500安宁街印象城 雅园 城市艺墅南北三居,顺驰城市艺墅 -榆次区,3室2厅 | 120平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,24人关注 / 一年前发布,76,"6,334元/平"
印象城旁边三室两卫二层简装可贷款随时看房,御璟城市花园 -榆次区,3室2厅 | 132平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,4人关注 / 一年前发布,120,"9,091元/平"
安宁街顺驰小区三居精装安宁文苑,顺驰城市艺墅 -榆次区,3室2厅 | 113平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,73,"6,461元/平"
天星锦苑 4室3厅 南 北,天星锦苑 -榆次区,4室3厅 | 135平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,140,"10,371元/平"
田森嘉园 2室2厅 南,田森嘉园 -榆次区,2室2厅 | 131平米 | 南 | 其他 | 中楼层(共13层)  | 板楼,1人关注 / 11个月以前发布,85,"6,489元/平"
大学城自带人工湖和幼儿园小区精装两居出售,首创国际学园B区 -榆次区,2室1厅 | 106平米 | 南 | 其他 | 中楼层(共22层)  | 板楼,1人关注 / 5个月以前发布,78,"7,359元/平"
红星天铂 3室2厅 南 北,红星天铂 -榆次区,3室2厅 | 177平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,200,"11,300元/平"
100平米刚需户型。配套齐全，小区安静安全,红星天铂 -榆次区,3室2厅 | 99.7平米 | 南 北 | 其他 | 中楼层(共29层)  | 板楼,11人关注 / 一年前发布,93,"9,328元/平"
顺驰城市艺墅 3室2厅 南 北,顺驰城市艺墅 -榆次区,3室2厅 | 151平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,105,"6,954元/平"
房管局宿舍   好地段   精装房   好楼层,榆次区房管局宿舍 -榆次区,3室2厅 | 132.26平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,96,"7,259元/平"
新晋南里 3室2厅 南 北,新晋南里 -榆次区,3室2厅 | 97平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,70,"7,217元/平"
迎宾合作住宅区 2室2厅 南 北,迎宾合作住宅区 -榆次区,2室2厅 | 93.36平米 | 南 北 | 其他 | 高楼层(共6层)  | 塔楼,0人关注 / 1个月以前发布,55,"5,892元/平"
首创国际学园B区 3室2厅 南 北,首创国际学园B区 -榆次区,3室2厅 | 135平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 3个月以前发布,100,"7,408元/平"
新兴文教城三期复式两层大平米房源,新兴文教城三期 -榆次区,5室2厅 | 284平米 | 南 北 | 其他 | 高楼层(共12层)  | 板楼,8人关注 / 一年前发布,160,"5,634元/平"
万科·郎润园 3室2厅 南,万科·郎润园 -榆次区,3室2厅 | 155.32平米 | 南 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 4个月以前发布,120,"7,726元/平"
大学城首创103平  三居南北通透 实木家具首付20万现房,首创国际学园三期 -榆次区,3室2厅 | 104平米 | 南 北 | 其他 | 高楼层(共32层)  | 暂无数据,0人关注 / 一年前发布,93,"8,943元/平"
新晋世家 3室2厅 南 北,新晋世家 -榆次区,3室2厅 | 108.19平米 | 南 北 | 其他 | 高楼层(共32层)  | 板楼,0人关注 / 10个月以前发布,88,"8,134元/平"
嘉丰小区 3室2厅 南 北,嘉丰小区 -榆次区,3室2厅 | 127.08平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,3人关注 / 4个月以前发布,75,"5,902元/平"
毛坯。好装修，面积大，户型方正,东隽苑 -榆次区,3室2厅 | 137平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 暂无数据,6人关注 / 一年前发布,70,"5,110元/平"
晋华苑西小区 2室2厅 北 南,晋华苑西小区 -榆次区,2室2厅 | 82平米 | 北 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 31天以前发布,56.8,"6,927元/平"
榆次中都路，中都广场，铁路宿舍，同心桥大红本,铁路宿舍 -榆次区,2室2厅 | 63.05平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,35,"5,552元/平"
华都·公园里 3室2厅 南 北,华都·公园里 -榆次区,3室2厅 | 140平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,1人关注 / 1个月以前发布,104,"7,429元/平"
德国小镇 精装自住 中 央空调地暖 南北通 中间楼层,清华金元德国小镇 -榆次区,2室2厅 | 110平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 27天以前发布,65,"5,910元/平"
榆次区妇幼院宿舍 2室1厅 南,榆次区妇幼院宿舍 -榆次区,2室1厅 | 70平米 | 南 | 精装 | 低楼层(共3层)  | 暂无数据,0人关注 / 1个月以前发布,48.5,"6,929元/平"
东华世家东区 2室2厅 南,东华世家东区 -榆次区,2室2厅 | 94平米 | 南 | 精装 | 高楼层(共32层)  | 暂无数据,0人关注 / 1个月以前发布,65,"6,915元/平"
新晋优品 精装自住保养好 满二年 南北格局 带车位,新晋优品 -榆次区,3室2厅 | 107平米 | 南 北 | 精装 | 低楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,72,"6,729元/平"
大红本在手满五唯一，好楼层采光充足,锦纶厂5区宿舍 -榆次区,3室1厅 | 67平米 | 南 北 | 简装 | 中楼层(共4层)  | 暂无数据,0人关注 / 25天以前发布,38,"5,672元/平"
玉兰湾小区 三室一卫 精装修 南北通 好楼层 停车方便,元宇玉蘭湾 -榆次区,3室1厅 | 98.52平米 | 南 北 | 精装 | 低楼层(共28层)  | 板楼,0人关注 / 1个月以前发布,80,"8,121元/平"
潇河湾 3室2厅 南 北,潇河湾 -榆次区,3室2厅 | 125平米 | 南 北 | 精装 | 中楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,83,"6,640元/平"
保利·壹号公馆 2室1厅 南,保利·壹号公馆 -榆次区,2室1厅 | 85平米 | 南 | 简装 | 低楼层(共34层)  | 板楼,0人关注 / 23天以前发布,60,"7,059元/平"
上东庭院 2室2厅 南,上东庭院 -榆次区,2室2厅 | 103平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 23天以前发布,67,"6,505元/平"
经纬绿都  大红本 原婚房装修 采光楼层 满二年 三居,经纬绿都 -榆次区,3室1厅 | 114.74平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 31天以前发布,78,"6,798元/平"
晋商国际 迎宾街骆驼广场旁 大平层住房 采光好,晋商国际 -榆次区,3室2厅 | 169平米 | 南 北 | 精装 | 中楼层(共15层)  | 板楼,0人关注 / 31天以前发布,98,"5,799元/平"
玉兰湾 金源风景 朝南 自住 落地窗 满二 两居采光好,元宇玉蘭湾 -榆次区,2室1厅 | 93平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 17天以前发布,75,"8,065元/平"
生产资料宿舍 2室2厅 南 北,生产资料宿舍 -榆次区,2室2厅 | 79.82平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 22天以前发布,55.8,"6,991元/平"
晋中市休干所小区 精装两居室  中间楼层 带地下室,晋中市休干所 -榆次区,2室2厅 | 99平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 20天以前发布,60,"6,061元/平"
景福小区 3室2厅 南 北,景福小区 -榆次区,3室2厅 | 143平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 24天以前发布,93,"6,504元/平"
南北通透  格局好   物业费低   停车方便    晋   五,运输公司小区 -榆次区,2室1厅 | 57.2平米 | 南 北 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 一年前发布,35,"6,119元/平"
书林世家三期 2室2厅 南 北,书林世家三期 -榆次区,2室2厅 | 94.76平米 | 南 北 | 其他 | 高楼层(共8层)  | 暂无数据,1人关注 / 6个月以前发布,74,"7,810元/平"
书林世家 2室2厅 南 北,书林世家 -榆次区,2室2厅 | 95.27平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,2人关注 / 9个月以前发布,82,"8,608元/平"
民盛大厦 2室2厅 南,民盛大厦 -榆次区,2室2厅 | 117.06平米 | 南 | 其他 | 中楼层(共23层)  | 板塔结合,0人关注 / 4个月以前发布,82,"7,005元/平"
校园小区 2室2厅 南 北,校园小区 -榆次区,2室2厅 | 82平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 17天以前发布,60,"7,318元/平"
兰田传奇 2室2厅 南 北,兰田传奇 -榆次区,2室2厅 | 88平米 | 南 北 | 其他 | 高楼层(共28层)  | 暂无数据,0人关注 / 11天以前发布,54,"6,137元/平"
南城电梯房  小高层 毛坯两居好楼层可随意装修 房龄新,泰亨华庭 -榆次区,2室2厅 | 105平米 | 南 | 其他 | 低楼层(共21层)  | 板楼,0人关注 / 11天以前发布,59.8,"5,696元/平"
龙湖街三居双卫精装南北通透电梯房全屋实木家具,兰田传奇 -榆次区,3室2厅 | 134平米 | 南 北 | 其他 | 中楼层(共16层)  | 暂无数据,3人关注 / 8个月以前发布,80,"5,971元/平"
龙湖街翰文苑停车免费交通便利万达玉湖公园大红本可贷,翰文苑 -榆次区,2室2厅 | 96平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,75,"7,813元/平"
顺驰城市艺墅 3室2厅 南 北,顺驰城市艺墅 -榆次区,3室2厅 | 121.87平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,4人关注 / 6个月以前发布,70,"5,744元/平"
扶贫小区 2室2厅 西,扶贫小区 -榆次区,2室2厅 | 48.8平米 | 西 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 12天以前发布,28,"5,738元/平"
龙湖国际 3室2厅 南 北,龙湖国际 -榆次区,3室2厅 | 130平米 | 南 北 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 8天以前发布,95,"7,308元/平"
保利·壹号公馆 3室2厅 南 北,保利·壹号公馆 -榆次区,3室2厅 | 118.44平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 板楼,0人关注 / 6个月以前发布,92,"7,768元/平"
新晋北里 4室2厅 南,新晋北里 -榆次区,4室2厅 | 125平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,1人关注 / 7个月以前发布,118,"9,440元/平"
鑫发小区(文苑街) 3室2厅 南 北,鑫发小区(文苑街) -榆次区,3室2厅 | 127平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,102,"8,032元/平"
晋华 低层 简装两卧朝阳 带7㎡地下室,泉秀小区 -榆次区,2室1厅 | 72平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,1人关注 / 5个月以前发布,48,"6,667元/平"
新晋世家，万达，奥莱旁，复式精装大三居,新晋世家 -榆次区,3室2厅 | 200平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,1人关注 / 一年前发布,180,"9,000元/平"
潇河湾 精装三居 拎包入住带地下室 阁楼 露台,潇河湾 -榆次区,3室2厅 | 125平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,110,"8,800元/平"
太榆交界处新兴文教城大红本可按揭,新兴文教城三期 -榆次区,3室2厅 | 218平米 | 南 北 | 精装 | 低楼层(共12层)  | 板楼,0人关注 / 一年前发布,177,"8,120元/平"
新兴文教城新装修四居带车位房急售,新兴文教城三期 -榆次区,4室2厅 | 184平米 | 南 北 | 精装 | 低楼层(共12层)  | 暂无数据,2人关注 / 一年前发布,148,"8,044元/平"
保利一期洋房带车位契税不满两年诚心出售,保利·壹号公馆 -榆次区,4室2厅 | 156平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,150,"9,616元/平"
榆次人民医院 两居 大红本可按揭,山西电子仪器总厂宿小区 -榆次区,3室1厅 | 84平米 | 东 西 | 简装 | 高楼层(共5层)  | 暂无数据,3人关注 / 一年前发布,48,"5,715元/平"
同心桥旁 回收公司宿舍 简装3室采光好无遮挡停车免费,回收公司宿舍 -榆次区,3室2厅 | 84平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,47,"5,596元/平"
羊毫街 和平壹号三卧朝阳精装拎包入住 大红本,和平壹号 -榆次区,3室2厅 | 102.8平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,1人关注 / 5个月以前发布,75,"7,296元/平"
锦纶路 锦绣新城 3室2卫 带2个地上车位+地下室,锦绣新城 -榆次区,3室2厅 | 178平米 | 南 北 | 简装 | 低楼层(共12层)  | 暂无数据,2人关注 / 一年前发布,130,"7,304元/平"
安宁街定阳路文苑街水密芭莎印象城精装大两居,顺驰城市艺墅 -榆次区,2室2厅 | 104平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,6人关注 / 一年前发布,83,"7,981元/平"
新建路 龙湖大街 精装大三居 拎包入住 可按揭,华悦骏璟 -榆次区,3室2厅 | 132平米 | 南 北 | 精装 | 低楼层(共15层)  | 板塔结合,0人关注 / 一年前发布,115,"8,713元/平"
迎宾街太行五中，三室两厅精装地暖大红本带10㎡地下,聋哑学校小区 -榆次区,3室2厅 | 95平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,80,"8,422元/平"
教育局育苑二区  简装三居室  好楼层,榆次教育局育苑二区 -榆次区,3室2厅 | 118平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,80,"6,780元/平"
万达新晋世家精装三室大红本带5.4万地下室可贷款,新晋世家 -榆次区,3室1厅 | 107.36平米 | 南 西 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 一年前发布,95,"8,849元/平"
南北通透格局，视野宽阔，采光充足，配套设施齐全,御璟华府 -榆次区,3室2厅 | 134平米 | 南 北 | 精装 | 低楼层(共19层)  | 暂无数据,3人关注 / 一年前发布,125,"9,329元/平"
蕴华街 二轻宿舍 中间楼层 采光充足 拎包入住,二轻宿舍 -榆次区,2室2厅 | 97.99平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,1人关注 / 一年前发布,62,"6,328元/平"
锦西小区 南北通透 中间楼层 适合小家庭居住的小区,锦西小区 -榆次区,2室1厅 | 56平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,40,"7,143元/平"
大学城区 首创国际学园旁 精装大三居 高层采光好,云泰心绿城 -榆次区,3室2厅 | 125平米 | 南 北 | 精装 | 高楼层(共19层)  | 板楼,0人关注 / 一年前发布,94,"7,520元/平"
羊毫街旁和平壹号2室2厅精装婚房 价格可谈诚心出售,和平壹号 -榆次区,2室1厅 | 95.68平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,2人关注 / 一年前发布,80,"8,362元/平"
文化购物榆次老城旁 低层小两居 简装,新集花园1区 -榆次区,2室1厅 | 61.41平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,46,"7,491元/平"
南北通透，楼龄新，市中，交通方便,欧风丽景园 -榆次区,3室2厅 | 142平米 | 南 北 | 精装 | 高楼层(共19层)  | 板楼,1人关注 / 一年前发布,107,"7,536元/平"
太原铁建榆次家园 2室2厅 南,太原铁建榆次家园 -榆次区,2室2厅 | 110平米 | 南 | 其他 | 高楼层(共19层)  | 板楼,0人关注 / 一年前发布,70,"6,364元/平"
新兴文教城三期 3室2厅 南 北,新兴文教城三期 -榆次区,3室2厅 | 142平米 | 南 北 | 精装 | 高楼层(共12层)  | 暂无数据,1人关注 / 一年前发布,115,"8,099元/平"
新集花园1区 2室2厅 南 北,新集花园1区 -榆次区,2室2厅 | 62平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,38,"6,130元/平"
军安小区晋中万达天河园中园小区红星天铂中都北路,天河园中园 -榆次区,3室2厅 | 136.8平米 | 南 北 | 简装 | 中楼层(共30层)  | 暂无数据,1人关注 / 4个月以前发布,106,"7,749元/平"
锦纶路 羊毫街 中间楼层地暖房 拎包入住带6㎡地下,新华小区 -榆次区,2室2厅 | 92平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,7人关注 / 一年前发布,53,"5,761元/平"
八一饭店 汇通路 精装两居室 中间楼层,城乡建设有限公司宿舍 -榆次区,2室2厅 | 80平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,53,"6,625元/平"
育苑二区 ，精装三居，楼层好，南北朝向，停车方便。,榆次教育局育苑二区 -榆次区,3室2厅 | 126平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,97.9,"7,770元/平"
榆次老城 中间楼层 简装两居 大红本满五 可贷款,榆次区政府南院宿舍 -榆次区,2室2厅 | 70平米 | 南 | 简装 | 中楼层(共4层)  | 暂无数据,1人关注 / 9个月以前发布,45.5,"6,500元/平"
太榆交界处新兴文教城大红本可按揭,新兴文教城三期 -榆次区,3室2厅 | 132平米 | 南 北 | 精装 | 低楼层(共5层)  | 板楼,0人关注 / 一年前发布,158,"11,970元/平"
榆次老城 东大街 城东雅苑 大红本2层 配套齐全,城东雅苑 -榆次区,3室2厅 | 138平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,83,"6,015元/平"
好楼层，大平米，地理位置好，户型方正,晋园 -榆次区,5室2厅 | 300平米 | 南 北 | 毛坯 | 低楼层(共15层)  | 暂无数据,7人关注 / 一年前发布,305,"10,167元/平"
经纬西苑小区 2室2厅 南 北,经纬西苑小区 -榆次区,2室2厅 | 78平米 | 南 北 | 简装 | 中楼层(共5层)  | 暂无数据,1人关注 / 8个月以前发布,43.5,"5,577元/平"
柳北小区 精装三室两卫 一层带院 有地下室 费用低,柳北小区 -榆次区,3室2厅 | 134.23平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,2人关注 / 4个月以前发布,82,"6,109元/平"
榆次老城 简装电梯，中间楼层 大红本可贷款,泰亨华庭 -榆次区,2室2厅 | 114.09平米 | 南 北 | 简装 | 中楼层(共21层)  | 板楼,0人关注 / 一年前发布,82,"7,188元/平"
位置在榆次老城东大街东华景苑，精装修,东华景苑 -榆次区,3室2厅 | 135平米 | 南 北 | 简装 | 低楼层(共30层)  | 暂无数据,0人关注 / 7个月以前发布,85,"6,297元/平"
新兴文教城三期 3室3厅 南 北,新兴文教城三期 -榆次区,3室3厅 | 198.2平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,5人关注 / 一年前发布,140,"7,064元/平"
文苑街 金色豪庭 2居精装修楼层好物业好环境好地段好,金色豪庭 -榆次区,2室1厅 | 99平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,2人关注 / 一年前发布,100,"10,102元/平"
