标题,开发商,房子信息,发布信息,售价/万,单价
碧桂园 3室2厅 南 北,碧桂园 -成纪新城,3室2厅 | 124平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 2天以前发布,116,"9,355元/平"
房东真诚出售 自行解压  河景房 空置未住过,碧桂园 -成纪新城,4室2厅 | 152平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 一年前发布,136,"8,948元/平"
小区环境优美，封闭式管理 电梯刷卡到户,碧桂园·御府 -麦积区,4室2厅 | 142平米 | 南 | 其他 | 低楼层(共15层)  | 暂无数据,0人关注 / 一年前发布,127,"8,944元/平"
碧桂园·御府4-2-1-2 144.00m² 133 万,碧桂园·御府 -麦积区,4室2厅 | 144平米 | 北 南 | 毛坯 | 低楼层(共15层)  | 板楼,0人关注 / 一年前发布,127,"8,820元/平"
和谐家园 一梯两户两室两厅一厨一卫,和谐家园(孙家坪路) -七里墩,3室2厅 | 127.77平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 一年前发布,99,"7,749元/平"
碧桂园御府 精装修四室 河景房 业主急售 随时看房,碧桂园·御府 -麦积区,4室2厅 | 143平米 | 南 北 | 精装 | 低楼层(共22层)  | 板塔结合,6人关注 / 一年前发布,140,"9,791元/平"
碧桂园经典三室 128万  带车位  房东包过户  可议价,碧桂园 -成纪新城,3室2厅 | 127平米 | 南 北 | 其他 | 高楼层(共27层)  | 板楼,0人关注 / 10个月以前发布,118,"9,292元/平"
此房南北通透，一梯一户，精装修,碧桂园 -成纪新城,3室2厅 | 127平米 | 南 北 | 其他 | 高楼层(共22层)  | 板楼,2人关注 / 一年前发布,125,"9,843元/平"
碧桂园3室2厅2卫  南北通透  业主急售,碧桂园 -成纪新城,5室3厅 | 280平米 | 东南 | 其他 | 高楼层(共25层)  | 暂无数据,0人关注 / 6个月以前发布,245,"8,750元/平"
供销联社家属楼 三室精装修 拎包入住,供销联社家属楼 -东桥头,3室2厅 | 87.63平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 6个月以前发布,113,"12,896元/平"
三室两厅  方便看房  可议价,碧桂园 -成纪新城,3室1厅 | 99.5平米 | 南 北 | 其他 | 高楼层(共27层)  | 板楼,2人关注 / 一年前发布,102,"10,252元/平"
七里墩，南北通透户型，两居室住宅交通便利,天河家园 -七里墩,2室2厅 | 102平米 | 西南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,95,"9,314元/平"
碧桂园  180平  房本已下  方便看房 价格可议,碧桂园 -成纪新城,4室2厅 | 180平米 | 南 北 | 简装 | 中楼层(共23层)  | 板楼,4人关注 / 一年前发布,145,"8,056元/平"
此房、南北通透格局、楼层好、视野宽阔、采光充足,碧桂园·御府 -麦积区,3室2厅 | 115平米 | 南 北 | 毛坯 | 中楼层(共13层)  | 暂无数据,2人关注 / 一年前发布,90,"7,827元/平"
成纪新城 碧桂园御府 南北通透 一梯一户  看房方便,碧桂园·御府 -麦积区,4室2厅 | 143平米 | 南 北 | 其他 | 中楼层(共16层)  | 暂无数据,1人关注 / 一年前发布,110,"7,693元/平"
此房南北通透，145经典4室 一梯1户带平台，河景房,碧桂园·御府 -麦积区,4室2厅 | 145平米 | 南 北 | 毛坯 | 中楼层(共15层)  | 板楼,0人关注 / 5个月以前发布,130,"8,966元/平"
天水碧桂园 精装带大平台 拎包入住 124平 三室两卫,碧桂园 -成纪新城,3室2厅 | 124平米 | 南 北 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,132,"10,646元/平"
恒顺锦润悦府 可更名 首付30% 随时可看 低于市场价,恒顺锦润悦府 -成纪新城,4室2厅 | 180平米 | 南 北 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 一年前发布,138,"7,667元/平"
经典户型，楼层好，采光充足，居住舒适,恒顺·锦润华府 -成纪新城,3室2厅 | 137.49平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 一年前发布,131,"9,528元/平"
恒顺锦润悦府  四室两厅  方便看房,恒顺锦润悦府 -成纪新城,4室2厅 | 176平米 | 南 北 | 其他 | 中楼层(共27层)  | 板楼,1人关注 / 一年前发布,160,"9,091元/平"
恒顺锦润悦府  品质住宅小区 业主诚心出售  126万可议,恒顺锦润悦府 -成纪新城,3室2厅 | 129.53平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板塔结合,1人关注 / 一年前发布,110,"8,493元/平"
此房、南北通透格局、楼层好、视野宽阔、采光充足,恒顺锦润悦府 -成纪新城,3室2厅 | 127平米 | 南 北 | 其他 | 高楼层(共27层)  | 板楼,1人关注 / 一年前发布,101.6,"8,000元/平"
此房使用面积大，采光足，通透舒适,恒顺锦润悦府 -成纪新城,3室2厅 | 134平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 板楼,1人关注 / 一年前发布,115,"8,583元/平"
碧桂园180+15户型 带空中花园 房东急售,碧桂园 -成纪新城,4室2厅 | 191.2平米 | 南 北 | 精装 | 高楼层(共23层)  | 板楼,2人关注 / 一年前发布,150,"7,846元/平"
此房宽敞，采光充足，交通便利。,恒顺锦润悦府 -成纪新城,4室2厅 | 175.51平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 板楼,0人关注 / 一年前发布,165,"9,402元/平"
碧桂园 127户型  三室两厅两卫  价格可议,碧桂园 -成纪新城,3室2厅 | 127平米 | 南 北 | 其他 | 中楼层(共27层)  | 板塔结合,3人关注 / 一年前发布,117,"9,213元/平"
此房南北通透，楼层好，视野宽阔，交通便利，配套成熟,恒顺锦润悦府 -成纪新城,3室2厅 | 118平米 | 南 | 毛坯 | 高楼层(共27层)  | 板楼,0人关注 / 一年前发布,118,"10,000元/平"
此房面积大，采光足，没有任何遮挡,碧桂园 -成纪新城,4室2厅 | 182.84平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,2人关注 / 一年前发布,166,"9,079元/平"
碧桂园152户型  双阳台  159万可按揭,碧桂园 -成纪新城,4室2厅 | 159平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 一年前发布,159,"10,000元/平"
万达天御145平现房，南北通透，即买即装修,天水万达广场 -万达,4室2厅 | 145平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,166.75,"11,500元/平"
碧桂园3-2-1-2 124.00m² 108 万,碧桂园 -成纪新城,3室2厅 | 124平米 | 南 北 | 精装 | 高楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,108,"8,710元/平"
七里墩无公摊大三室 随时过户可按揭115万可谈,七里墩消防队家属院 -七里墩,3室2厅 | 144平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,115,"7,987元/平"
碧桂园御府 大平层 带车位 价格可议 随时看房,碧桂园·御府 -麦积区,5室2厅 | 220平米 | 南 北 | 其他 | 中楼层(共16层)  | 暂无数据,1人关注 / 6个月以前发布,155,"7,046元/平"
南北通透   动静分离   看房方便  可议价,碧桂园·御府 -麦积区,4室2厅 | 143平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 板楼,0人关注 / 2个月以前发布,115,"8,042元/平"
坚家河景园三居室 南北通透可按揭,景园水岸都市 -伏羲庙,3室2厅 | 150.29平米 | 南 北 | 其他 | 中楼层(共19层)  | 暂无数据,0人关注 / 2个月以前发布,140,"9,316元/平"
碧桂园三室两厅两卫户型南北通透,碧桂园 -成纪新城,3室2厅 | 108平米 | 南 北 | 精装 | 高楼层(共27层)  | 板楼,0人关注 / 2个月以前发布,125,"11,575元/平"
碧桂园御府144平米四室两厅两卫户型,碧桂园·御府 -麦积区,4室2厅 | 144平米 | 南 北 | 其他 | 中楼层(共15层)  | 板楼,0人关注 / 10个月以前发布,138,"9,584元/平"
亏本出售 145平 118万 碧桂园御府  大四室,碧桂园·御府 -麦积区,4室2厅 | 144.5平米 | 南 北 | 毛坯 | 中楼层(共15层)  | 暂无数据,0人关注 / 6个月以前发布,116,"8,028元/平"
麦积一中分校上河雅颂99.8平米精装修诚意出售看房方便,保利上河雅颂 -麦积区,3室2厅 | 99.8平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,3人关注 / 6个月以前发布,80,"8,017元/平"
南北通透5室2厅2卫1厨，河景房。,碧桂园 -成纪新城,4室2厅 | 155平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 一年前发布,130,"8,388元/平"
碧桂园御府 大面积四室 全明户型 采光好,碧桂园·御府 -麦积区,4室2厅 | 145平米 | 南 | 精装 | 低楼层(共22层)  | 板塔结合,2人关注 / 一年前发布,167,"11,518元/平"
拎包入住   碧桂园  四室两厅两卫  精装修 带独立车位,碧桂园 -成纪新城,4室2厅 | 152平米 | 南 北 | 其他 | 中楼层(共25层)  | 暂无数据,0人关注 / 一年前发布,185,"12,172元/平"
经典户型，楼层好，采光充足，交通便利，配套设施齐全,恒顺锦润悦府 -成纪新城,4室2厅 | 187平米 | 南 北 | 其他 | 中楼层(共8层)  | 板楼,1人关注 / 一年前发布,245,"13,102元/平"
成纪新城碧桂园御府4-2-2现房出售,碧桂园·御府 -麦积区,4室2厅 | 143.42平米 | 南 | 毛坯 | 中楼层(共15层)  | 板楼,0人关注 / 一年前发布,133,"9,274元/平"
南北通透 楼层好、视野宽阔、采光充足,恒顺·锦润华府 -成纪新城,3室2厅 | 145.28平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 暂无数据,0人关注 / 3个月以前发布,156,"10,738元/平"
恒顺锦润悦府  高楼层  南北格局   可议价,恒顺锦润悦府 -成纪新城,3室2厅 | 118平米 | 南 北 | 其他 | 高楼层(共27层)  | 板楼,0人关注 / 一年前发布,115,"9,746元/平"
恒顺锦润悦府 四室大洋房 可更名 首付30% 低于市场价,恒顺锦润悦府 -成纪新城,4室2厅 | 176平米 | 南 北 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 一年前发布,138,"7,841元/平"
恒顺 锦润华府  三室两厅  有 大平台  看房方便,恒顺·锦润华府 -成纪新城,3室2厅 | 140平米 | 南 北 | 其他 | 中楼层(共26层)  | 暂无数据,1人关注 / 一年前发布,135,"9,643元/平"
此房诚心出售，南北通透户型，楼层好，视野开阔,碧桂园 -成纪新城,3室2厅 | 123平米 | 南 北 | 精装 | 高楼层(共27层)  | 板楼,0人关注 / 5个月以前发布,115,"9,350元/平"
碧桂园三室两厅两卫 楼层好 随时看房房,碧桂园 -成纪新城,3室2厅 | 127平米 | 南 | 其他 | 低楼层(共27层)  | 暂无数据,2人关注 / 一年前发布,118,"9,292元/平"
此房、南北通透格局、楼层好、视野宽阔、采光充足,碧桂园·御府 -麦积区,4室2厅 | 143平米 | 南 北 | 其他 | 高楼层(共15层)  | 暂无数据,0人关注 / 一年前发布,134,"9,371元/平"
碧桂园 三室两厅 南北通透 随时可看 价格可谈,碧桂园 -成纪新城,3室2厅 | 108平米 | 南 北 | 其他 | 低楼层(共27层)  | 板楼,1人关注 / 8个月以前发布,93,"8,612元/平"
碧桂园四室两厅一厨两卫，河景色房 南北通透,碧桂园 -成纪新城,4室2厅 | 155平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 一年前发布,133,"8,581元/平"
房本已下  随时看房  带车位  价格可议,碧桂园 -成纪新城,4室2厅 | 182.84平米 | 南 北 | 简装 | 中楼层(共27层)  | 板楼,1人关注 / 4个月以前发布,155,"8,478元/平"
恒顺锦润悦府  133户型   三室两厅   看房方便,恒顺锦润悦府 -成纪新城,3室2厅 | 132.24平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板楼,0人关注 / 一年前发布,125,"9,453元/平"
南北通透大五房格局方正 大客厅小区中间位置,碧桂园 -成纪新城,5室2厅 | 280平米 | 南 北 | 毛坯 | 高楼层(共27层)  | 暂无数据,1人关注 / 一年前发布,248,"8,858元/平"
恒顺锦润悦府 河景房 好楼层 随时看房 原合同价出售,恒顺锦润悦府 -成纪新城,3室2厅 | 120.1平米 | 南 北 | 其他 | 中楼层(共25层)  | 暂无数据,2人关注 / 5个月以前发布,105,"8,743元/平"
碧桂园 精装四室 南北通透 可按揭 随时看房,碧桂园 -成纪新城,4室2厅 | 151.18平米 | 南 北 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,136,"8,996元/平"
恒顺、锦润悦府，天水市住宅品质小区、交通方便。,恒顺锦润悦府 -成纪新城,3室2厅 | 134.8平米 | 南 | 毛坯 | 低楼层(共27层)  | 板楼,0人关注 / 1个月以前发布,107,"7,938元/平"
碧桂园二期152四室河景房 可以看到西河风景线的美景,碧桂园 -成纪新城,4室2厅 | 152平米 | 南 北 | 简装 | 高楼层(共26层)  | 板楼,0人关注 / 一年前发布,145,"9,540元/平"
碧桂园御府四室 小高层 诚心出售 手续齐全可按揭,碧桂园·御府 -麦积区,4室2厅 | 144平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 暂无数据,0人关注 / 3个月以前发布,113,"7,848元/平"
祁连山水泥住宅小区3-2-1-2 120.00m² 73 万,祁连山水泥住宅小区 -万达,3室2厅 | 120平米 | 东 西 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 2个月以前发布,73,"6,084元/平"
南北通透 大四房 格局方正 大客厅 空置无住过人,碧桂园 -成纪新城,4室2厅 | 180平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,7人关注 / 一年前发布,145,"8,056元/平"
亏本出售  随时可看  市场绝  佳户型  绝无    仅有,碧桂园·御府 -麦积区,4室2厅 | 142.92平米 | 南 | 毛坯 | 中楼层(共16层)  | 暂无数据,0人关注 / 3个月以前发布,120,"8,397元/平"
兰天片区.南北通透，带精装修.此房房产证已经下.河景,开元国际 -秦州区,4室2厅 | 140平米 | 南 北 | 其他 | 高楼层(共34层)  | 暂无数据,0人关注 / 2个月以前发布,126,"9,000元/平"
恒顺、锦润悦府，天水市住宅品质小区、河景房,恒顺锦润悦府 -成纪新城,3室2厅 | 126.66平米 | 南 | 毛坯 | 低楼层(共17层)  | 板楼,0人关注 / 3个月以前发布,99,"7,817元/平"
此房中间楼层，楼层好、视野宽阔、采光充足,恒顺•紫御鸿园 -马跑泉,3室2厅 | 118平米 | 南 | 其他 | 中楼层(共12层)  | 暂无数据,0人关注 / 1个月以前发布,100,"8,475元/平"
万达天御145 价格优惠 地段 绿化面积大,天水万达广场 -万达,4室2厅 | 145平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,166.75,"11,500元/平"
此房、中间楼层，楼层好、视野宽阔、采光充足,恒顺•紫御鸿园 -马跑泉,3室2厅 | 126平米 | 南 北 | 毛坯 | 中楼层(共12层)  | 暂无数据,0人关注 / 1个月以前发布,107,"8,493元/平"
此房、南北通透格局、楼层好、视野宽阔、采光充足,碧桂园 -成纪新城,3室2厅 | 127平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,2人关注 / 一年前发布,85,"6,693元/平"
中间楼层  简装  价格可谈 业主全程配  合,碧桂园 -成纪新城,3室2厅 | 108平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,1人关注 / 一年前发布,97,"8,982元/平"
急售！带平台 河景房 天水碧桂园  4-2-2 随时看房,碧桂园 -成纪新城,4室2厅 | 160.9平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,2人关注 / 一年前发布,155,"9,634元/平"
南北通透  大客厅 小区中间位置 空置无住过人,碧桂园 -成纪新城,3室2厅 | 123平米 | 南 北 | 精装 | 高楼层(共27层)  | 板楼,3人关注 / 一年前发布,116,"9,431元/平"
：南北通透 朝南大阳台 视野开阔 恒顺开发高品质,恒顺·锦润华府 -成纪新城,4室2厅 | 143平米 | 南 北 | 毛坯 | 低楼层(共17层)  | 板楼,0人关注 / 一年前发布,156,"10,910元/平"
碧桂园  刚需三室  可议价  看房预约,碧桂园 -成纪新城,3室2厅 | 99平米 | 南 北 | 简装 | 中楼层(共27层)  | 板楼,0人关注 / 8个月以前发布,96,"9,697元/平"
此房南北通透格局、楼层好、视野宽阔、采光充足、,碧桂园 -成纪新城,3室2厅 | 134平米 | 南 北 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 一年前发布,132,"9,851元/平"
户型好，楼层低，舒适透气，出行方便,碧桂园 -成纪新城,3室2厅 | 99平米 | 南 | 其他 | 低楼层(共27层)  | 板楼,4人关注 / 一年前发布,85,"8,586元/平"
中间楼层   价位优惠   看房方便,碧桂园·御府 -麦积区,4室2厅 | 143平米 | 南 北 | 其他 | 中楼层(共16层)  | 暂无数据,0人关注 / 7个月以前发布,120,"8,392元/平"
七里墩商 如意苑  经典三室  可按揭  130万,如意苑 -七里墩,3室2厅 | 124.5平米 | 南 北 | 其他 | 低楼层(共26层)  | 板塔结合,3人关注 / 一年前发布,130,"10,442元/平"
秦都景园城三室两厅一厨两卫精品户型,秦州景园城 -东桥头,3室2厅 | 139.35平米 | 南 北 | 毛坯 | 低楼层(共28层)  | 板楼,0人关注 / 1个月以前发布,165,"11,841元/平"
碧桂园御府154经典4室 一梯1户带平台精装修拎包入住,碧桂园·御府 -麦积区,4室2厅 | 153平米 | 南 北 | 精装 | 高楼层(共16层)  | 暂无数据,0人关注 / 5个月以前发布,162,"10,589元/平"
秦都景园城三室两厅一厨两卫精品户型,秦州景园城 -东桥头,3室2厅 | 139.35平米 | 南 北 | 毛坯 | 低楼层(共28层)  | 板楼,0人关注 / 1个月以前发布,165,"11,841元/平"
碧桂园 三室两厅  经典户型 随时看房,碧桂园 -成纪新城,3室2厅 | 124平米 | 南 | 其他 | 中楼层(共27层)  | 板塔结合,3人关注 / 一年前发布,106,"8,549元/平"
逸墅庄园，水城经典，悦府品质，天上人间,恒顺锦润悦府 -成纪新城,5室4厅 | 317平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,3人关注 / 一年前发布,495,"15,616元/平"
桥南地段  配套齐全  满二  无大税,晟世珑庭 -马跑泉,3室1厅 | 111.82平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,0人关注 / 2个月以前发布,95,"8,496元/平"
