标题,开发商,房子信息,发布信息,售价/万,单价
开发商统装大三房，满5唯一，自住保养新,澜调国际 -湖东,3室2厅 | 141.36平米 | 南 | 精装 | 高楼层(共31层)  | 板楼,1人关注 / 6天以前发布,550,"38,908元/平"
浒墅人家新出毛坯大三房，中上楼层，房东诚心出售,浒墅人家 -浒关,3室1厅 | 143.18平米 | 东南 | 毛坯 | 中楼层(共23层)  | 板楼,3人关注 / 15天以前发布,185,"12,921元/平"
世茂东一号精装大三房 户型方正 采光充足 诚心出售,世茂东壹号 -开发区,3室1厅 | 135.29平米 | 南 | 精装 | 高楼层(共22层)  | 塔楼,0人关注 / 10天以前发布,269,"19,884元/平"
万科精装小三房，业主自住的品牌家具家电，带车位,万科万悦花园 -周市,3室2厅 | 91.9平米 | 南 | 精装 | 中楼层(共24层)  | 板塔结合,0人关注 / 9天以前发布,190,"20,675元/平"
满5唯一品质小区正三房 年底急卖网上浏览不如实地一看,华德力公园壹号 -张浦,3室2厅 | 97.6平米 | 南 | 毛坯 | 低楼层(共18层)  | 板塔结合,1人关注 / 8天以前发布,120,"12,296元/平"
新上房源 经理主推 满五年唯一 省个税,金辉融侨城 -元和,3室2厅 | 97.92平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,2人关注 / 9天以前发布,238,"24,306元/平"
20万婚装 现代简约风格保养很好，拎包入住诚意急售,尼盛滨江城 -木渎,3室2厅 | 91.51平米 | 南 | 精装 | 中楼层(共9层)  | 板楼,1人关注 / 13天以前发布,185,"20,217元/平"
总高11层小洋房，精装全配带车位 好楼层，诚意出售,可逸兰亭 -花桥,3室1厅 | 90.45平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,2人关注 / 11天以前发布,197,"21,780元/平"
钢峰新村三房两厅一卫 房内使用面积 很大  诚售,钢峰新村 -千灯,3室2厅 | 67.19平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 3天以前发布,70.5,"10,493元/平"
永林二区 三新路上 全明户型 南北房 户型正气,永林二区 -娄门,2室1厅 | 58.64平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 4天以前发布,160,"27,286元/平"
绿地21新城，精装修25万，实用3房，保养全新随时看房,绿地21新城 -开发区,3室2厅 | 89.79平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 9天以前发布,185,"20,604元/平"
满五年，一楼带花园，看房方便，三房精装修，诚心出售,浦江北新村 -张浦,3室1厅 | 74.44平米 | 南 | 精装 | 低楼层(共5层)  | 暂无数据,0人关注 / 8天以前发布,90,"12,091元/平"
地铁1，6号线双轨徐家浜二村两房朝南，无个税，有独库,徐家浜二村 -东环,2室1厅 | 61.5平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 2天以前发布,159,"25,854元/平"
多层洋房，楼下自行车库，楼层好！,越湖家天下 -城南,3室2厅 | 93平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,1人关注 / 14天以前发布,230,"24,732元/平"
华丽家族太湖汇景花园4期 3室2厅 南,华丽家族太湖汇景花园4期 -香山,3室2厅 | 96平米 | 南 | 毛坯 | 18层  | 板楼,0人关注 / 9天以前发布,120,"12,500元/平"
低总价 华源上海城125万可商  精装修 好楼层,华源上海城 -娄江新城,1室2厅 | 78.23平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 3天以前发布,125,"15,979元/平"
里河五八村  房东诚心出售  看房方便！,里河新村（五六七八村） -葑门,2室1厅 | 59.26平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,1人关注 / 8天以前发布,150,"25,313元/平"
悦湖精装三房，小区前排，南北通透,悦湖 -娄葑,3室1厅 | 87.49平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,2人关注 / 15天以前发布,245,"28,004元/平"
此房满2年中楼层精装通透3房视野开阔配套完善出行方便,悦湖 -娄葑,3室2厅 | 86.5平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,1人关注 / 13天以前发布,282,"32,602元/平"
江景房，位置好，精装地暖，楼层好，采光刺眼一*流。,雍景湾 -葛江,4室2厅 | 146.71平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 8天以前发布,410,"27,947元/平"
旭辉铂悦品质，全新未住人，一口价卖两周，随时签约,绿地旭辉吴门府 -松陵,5室2厅 | 167平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,8人关注 / 7个月以前发布,520,"31,138元/平"
新上房源 店长推荐 中式别墅，联排中间户，,万科中粮逸庭 -湖东CBD,4室2厅 | 260.14平米 | 南 | 精装 | 3层  | 板楼,0人关注 / 2个月以前发布,2180,"83,802元/平"
房东上海房子已经看好急卖，价格美丽,绿地滨江雅苑 -花桥,4室2厅 | 158平米 | 南 北 | 精装 | 下叠(共6层)  | 板楼 | 叠拼别墅 ,11人关注 / 1个月以前发布,395,"25,000元/平"
急售：双地铁口 御窑大户带阁楼带大汽车库红蚂蚁装修,御窑花园 -元和,5室3厅 | 214.84平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,6人关注 / 2个月以前发布,258,"12,009元/平"
滨江汇下叠300万装修，带花园带下室带车库,滨江汇 -花桥,5室3厅 | 328平米 | 南 | 精装 | 6层  | 塔楼,1人关注 / 2个月以前发布,999,"30,458元/平"
吴中西路65号 50万婚装 全新未住人 有20平阳光房,吴中西路65号 -苏苑,5室3厅 | 92.52平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,9人关注 / 1个月以前发布,230,"24,860元/平"
拙政园，狮子林 临顿路 庭园旁私房 带汽车位 有钥匙,东灰场散盘 -齐门,4室1厅 | 125.52平米 | 南 | 简装 | 低楼层(共2层)  | 暂无数据,81人关注 / 7个月以前发布,298,"23,742元/平"
绿地品质，全新清水毛坯，环境好，配套齐全，交通便利,绿地都会雅苑 -元和,5室1厅 | 170平米 | 南 北 | 毛坯 | 中楼层(共25层)  | 板塔结合,6人关注 / 2个月以前发布,428,"25,177元/平"
狮山板块复式两卫，得房率高，诚意出售，有钥匙,挹翠华庭 -狮山,4室2厅 | 180.44平米 | 南 | 精装 | 高楼层(共12层)  | 板楼,2人关注 / 3个月以前发布,580,"32,144元/平"
新馨花园平层大四房 有电梯 23年可报名 有钥匙,新馨花园 -东环,4室2厅 | 165.96平米 | 南 | 精装 | 10层  | 板楼,41人关注 / 8个月以前发布,779,"46,940元/平"
满五唯一。七号线站点，采光好，诚心出售。,正源悦庭 -元和,3室2厅 | 89.79平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,0人关注 / 7天以前发布,190,"21,161元/平"
横塘正规三房 全明户型  精装可拎包入住,横塘东街45号 -胥江,3室1厅 | 81.93平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 7天以前发布,164,"20,018元/平"
市政府地段 地铁口 现浇房 户型方正 3楼采光好 双阳台,夹浦新村 -金鹰,3室1厅 | 94.5平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 7天以前发布,173,"18,307元/平"
采光无遮+精装修+地铁近 诚信度满分,合景叠翠峰 -尹山湖,3室2厅 | 94.94平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,1人关注 / 6天以前发布,235,"24,753元/平"
城北九方城商圈，精装三房  采光好 带大露台,富贵花园 -玉山城北,3室2厅 | 99.89平米 | 北 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 5天以前发布,216,"21,624元/平"
三开间朝南稀有户型、采光好，中考状元出此小区,世茂运河城和茂苑一期 -沧浪新城,3室2厅 | 132.17平米 | 南 | 精装 | 24层  | 板楼,0人关注 / 7天以前发布,460,"34,804元/平"
万科经典飞机户型，两梯两户，市面少有，业主诚售,万科魅力花园 -花桥,3室2厅 | 115平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 5天以前发布,285,"24,783元/平"
翡翠公馆 128平四室2厅  毛坯,翡翠公馆 -城东,4室2厅 | 127.19平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 4天以前发布,150,"11,794元/平"
此房满二唯一，人车分流，出入方便，房东特诚心。,中南世纪城(昆山) -开发区,4室2厅 | 128.48平米 | 南 北 | 简装 | 高楼层(共34层)  | 板楼,0人关注 / 3天以前发布,265,"20,626元/平"
新上小石城精装三房，保养好拎包即住，诚售看房方便,小石城6区香樟园 -城南,3室2厅 | 96.53平米 | 南 北 | 精装 | 高楼层(共29层)  | 板楼,0人关注 / 6天以前发布,200,"20,719元/平"
虎阜花园四楼复式，三房精装自住，全屋地暖，带独库,虎阜花园东区 -虎丘,3室2厅 | 121.26平米 | 南 北 | 精装 | 高楼层(共4层)  | 板楼,0人关注 / 6天以前发布,288,"23,751元/平"
青湖语城 精装两房，视野开阔，采光好,置地青湖语城 -青剑湖,2室2厅 | 78.18平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,0人关注 / 17天以前发布,225,"28,780元/平"
此房是业主精装修得房子，学都在 直接可以拎包入住,永林新村 -娄门,2室1厅 | 52.3平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 16天以前发布,131,"25,048元/平"
低楼层！小户型！精装修！采光好！总价低！,锦祥花园 -松陵,2室1厅 | 75平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 13天以前发布,136,"18,134元/平"
精装全配、诚心出售！满五年税费少、104 稀  有 边户,万科魅力花园 -花桥,3室2厅 | 104.84平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,0人关注 / 13天以前发布,266,"25,372元/平"
含车库，户型优，有钥匙方便，满五年,罗马假日 -玉山城西,2室1厅 | 96.69平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 3天以前发布,172,"17,789元/平"
急售，价格可谈，中间楼层，采光刺眼，满2年，裕花园,千灯裕花园 -千灯,2室1厅 | 80.08平米 | 南 | 毛坯 | 低楼层(共26层)  | 塔楼,1人关注 / 14天以前发布,96,"11,989元/平"
看房有钥匙，楼层采光好，地铁口旁,钟南花苑 -东沙湖,2室2厅 | 88.76平米 | 南 北 | 精装 | 低楼层(共25层)  | 板塔结合,1人关注 / 9天以前发布,229,"25,800元/平"
急售！纯边套中高楼层采光充足视野开阔 满二税少可刀,浦西玫瑰园 -花桥,3室2厅 | 86.45平米 | 南 | 简装 | 高楼层(共33层)  | 板楼,0人关注 / 13天以前发布,230,"26,605元/平"
裕沁庭两房 全新保养 三开间朝南 满两年,姑苏裕沁庭西区 -元和,2室2厅 | 89.7平米 | 南 | 精装 | 31层  | 塔楼,1人关注 / 12天以前发布,220,"24,527元/平"
公园壹号4期 中间楼层 房东急卖,公元壹号4期 -开发区,3室2厅 | 101.46平米 | 南 | 毛坯 | 中楼层(共34层)  | 暂无数据,0人关注 / 16天以前发布,225,"22,177元/平"
湖畔现代城小三居，采光充足好楼层。,湖畔现代城2区 -东南,3室1厅 | 101.14平米 | 南 | 精装 | 中楼层(共33层)  | 暂无数据,0人关注 / 8天以前发布,129,"12,755元/平"
湖畔现代城小三居，采光充足好楼层。,湖畔现代城2区 -东南,3室1厅 | 101.14平米 | 南 | 精装 | 中楼层(共33层)  | 暂无数据,0人关注 / 8天以前发布,129,"12,755元/平"
九方商圈.精品三房.两房首付买三房.你还在等什么,满庭芳花园 -玉山城北,3室2厅 | 106.43平米 | 南 | 毛坯 | 高楼层(共11层)  | 板楼,0人关注 / 1天以前发布,170,"15,973元/平"
联排 成熟社区，龙湖天虹旁，精装一线品牌装饰,康桥丽都 -元和,5室2厅 | 356.4平米 | 南 | 精装 | 1层  | 板楼 | 联排别墅 ,1人关注 / 28天以前发布,1180,"33,109元/平"
寒舍 4室3厅 南,寒舍 -金门,4室3厅 | 199.29平米 | 南 | 精装 | 低楼层(共3层)  | 暂无数据,3人关注 / 17天以前发布,550,"27,598元/平"
星湖客 大平层 全屋红蚂蚁装修 位置好，视野好,青湖丽苑星湖客 -青剑湖,6室3厅 | 242.65平米 | 南 | 精装 | 10层  | 板楼,4人关注 / 20天以前发布,680,"28,024元/平"
甲江南139平加自精装，满五年看房方便,置地甲江南 -城中心,3室2厅 | 138.59平米 | 南 北 | 精装 | 19层  | 板塔结合,0人关注 / 16天以前发布,252,"18,184元/平"
临芳苑四区毛坯一室，好楼层，诚心出售，价格可以谈,临芳苑四区 -跨塘,1室1厅 | 51.12平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板塔结合,1人关注 / 7天以前发布,104,"20,345元/平"
新上泰南苑精装三房，中间好楼层带独库，有个租赁车位,泰南苑 -胥江,3室2厅 | 116.32平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 13天以前发布,266,"22,868元/平"
新上房源 家饰佳 好楼层 价格可商,常胜北路 -娄江新城,3室2厅 | 139.23平米 | 南 北 | 简装 | 中楼层(共11层)  | 暂无数据,2人关注 / 13天以前发布,100,"7,183元/平"
A5区好楼层，带车库，房东急卖的，看房随时,蓬曦园A5区 -蓬朗（开发区）,2室2厅 | 94.34平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 6天以前发布,146,"15,476元/平"
东港新村十一组团房龄新5楼复式，3室2厅2卫带独库诚售,东港新村 -东环,3室2厅 | 97.65平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,1人关注 / 9天以前发布,260,"26,626元/平"
新上 西塘新村 地铁口2房 精装中间楼层,西塘新村 -苏苑,2室1厅 | 62平米 | 南 | 精装 | 6层  | 板楼,1人关注 / 15天以前发布,129,"20,807元/平"
南北通透，好楼层150万精装修，房东靠谱，好看房,千灯裕花园 -千灯,3室2厅 | 116.65平米 | 南 北 | 精装 | 中楼层(共27层)  | 塔楼,2人关注 / 14天以前发布,150,"12,859元/平"
此房产证满两年江景房，朝南户型，视野开阔，釆光好,碧桂园凤凰城 -浏河,3室2厅 | 96.7平米 | 南 | 毛坯 | 低楼层(共26层)  | 暂无数据,1人关注 / 13天以前发布,102.2,"10,569元/平"
好楼层，采光好。无遮挡。业主诚心出售,中央景城 -白塘,3室1厅 | 103.11平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 15天以前发布,588,"57,027元/平"
央企中房品质大四房不靠马路出门就是地铁诚意出售,中房颐园 -太湖新城（吴江）,4室2厅 | 142.87平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 13天以前发布,358,"25,058元/平"
新出好房  精装修大两房  小区中间位置  不靠高架,锦沧名苑 -沧浪新城,2室2厅 | 90.84平米 | 南 | 精装 | 11层  | 板楼,1人关注 / 6天以前发布,305,"33,576元/平"
楼层好 户型佳 全面采光 业主诚意出售,明鑫凯迪城 -玉山城西,2室2厅 | 86.51平米 | 南 | 简装 | 高楼层(共15层)  | 板楼,0人关注 / 7天以前发布,247.9,"28,656元/平"
万科万悦花园，精装修，三开间朝南、好楼层诚心出售！,万科万悦花园 -周市,3室2厅 | 95.16平米 | 南 | 精装 | 中楼层(共23层)  | 板楼,0人关注 / 13天以前发布,182,"19,126元/平"
彩香一村三区 2室1厅 南,彩香一村三区 -金门,2室1厅 | 56.23平米 | 南 | 简装 | 6层  | 板塔结合,1人关注 / 14天以前发布,125,"22,231元/平"
50万装修正气大四房东边套好楼层房东诚心出售,首创悦都 -蓬朗（开发区）,4室2厅 | 134.3平米 | 南 | 精装 | 34层  | 板楼,0人关注 / 11天以前发布,305,"22,711元/平"
苏州图书馆旁 一楼带院子 精装修 一步观前街 拎包入住,金狮巷8号 -南门,2室1厅 | 54.34平米 | 南 | 精装 | 低楼层(共5层)  | 平房,9人关注 / 14天以前发布,148,"27,236元/平"
中海前排无遮挡精装三房，保养好，业主素质高诚心出售,中海御景湾 -金阊新城,3室2厅 | 89.14平米 | 南 | 精装 | 39层  | 板楼,2人关注 / 13天以前发布,179,"20,081元/平"
此房边套   看房方便  采光好  多个窗户,枫景苑B区 -玉山城南,2室2厅 | 91.5平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 13天以前发布,148,"16,175元/平"
绿地21城D区 2室2厅 南,绿地21城D区 -花桥,2室2厅 | 88.76平米 | 南 | 简装 | 中楼层(共11层)  | 板塔结合,2人关注 / 5天以前发布,192,"21,632元/平"
园区南精装三房，位置楼层采光好，满五唯一,淞泽家园（一区） -车坊,3室2厅 | 105.11平米 | 南 北 | 精装 | 中楼层(共4层)  | 板塔结合,0人关注 / 13天以前发布,256,"24,356元/平"
金辉花漫精装3房，拎包入住，诚意出售!,金辉正荣花漫四季 -临湖,3室2厅 | 86.55平米 | 南 | 精装 | 低楼层(共10层)  | 板塔结合,0人关注 / 14天以前发布,140,"16,176元/平"
次次顶楼，位置好，前后视野开阔，采光视野佳,映象花苑 -湖西CBD,3室2厅 | 141.73平米 | 南 | 精装 | 高楼层(共24层)  | 板楼,1人关注 / 8天以前发布,835,"58,915元/平"
园区2010年电梯房，房子满五不唯一，次顶楼楼层,群星苑三区 -娄葑,2室2厅 | 90平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,0人关注 / 6天以前发布,220,"24,445元/平"
钟南花苑 2室2厅 东 东南,钟南花苑 -东沙湖,2室2厅 | 89.48平米 | 东 东南 | 精装 | 高楼层(共25层)  | 板塔结合,1人关注 / 3天以前发布,240,"26,822元/平"
香樟园中间户型，高楼层，精装修，193万，另有车位！,小石城6区香樟园 -城南,3室2厅 | 89.63平米 | 南 北 | 精装 | 高楼层(共26层)  | 板楼,0人关注 / 13天以前发布,195,"21,757元/平"
新城香悦花园，带大阳台，楼层好，满五唯一洋房,新城香悦花园 -花桥,3室2厅 | 89.54平米 | 南 北 | 简装 | 中楼层(共11层)  | 板楼,0人关注 / 12天以前发布,241,"26,916元/平"
新装修保养好，空调，地暖，新风都齐全，看房方便,金科王府二期 -枫桥,5室3厅 | 336.29平米 | 南 北 | 精装 | 下叠(共4层)  | 板楼 | 叠拼别墅 ,1人关注 / 14天以前发布,1235,"36,725元/平"
