标题,开发商,房子信息,发布信息,售价/万,单价
伽蓝艺墅 2室2厅 南,伽蓝艺墅 -邯山区,2室2厅 | 115平米 | 南 | 毛坯 | 中楼层(共17层)  | 暂无数据,0人关注 / 15天以前发布,104,"9,044元/平"
气象局商务局家属院三居*四居室南北通透老证,滏园街商务局家属院 -邯山区,4室2厅 | 135.35平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,95,"7,019元/平"
洋房带电梯！两个车位！毛坯随意装修！美的罗兰春天,罗兰春天 -丛台区,5室3厅 | 220平米 | 南 北 | 毛坯 | 高楼层(共8层)  | 暂无数据,2人关注 / 11个月以前发布,400,"18,182元/平"
售 鑫域国际 三室精装未住 老证唯一可贷款 随时看房,鑫域国际 -丛台区,3室2厅 | 178平米 | 南 北 | 精装 | 高楼层(共29层)  | 平房,0人关注 / 5个月以前发布,200,"11,236元/平"
苏曹派出所院 3室1厅 南 北,苏曹派出所院 -丛台区,3室1厅 | 85.15平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 4个月以前发布,67,"7,869元/平"
安联印象 4室2厅 南 北,安联印象 -丛台区,4室2厅 | 178.28平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 板楼,0人关注 / 2个月以前发布,170,"9,536元/平"
无差额个税，南北通透，精装修，楼层适中，配套全..,万浩枫景 -丛台区,4室2厅 | 168平米 | 南 北 | 简装 | 低楼层(共30层)  | 暂无数据,1人关注 / 一年前发布,188,"11,191元/平"
邯钢路17号院，精装修大三居，老证唯一，税费低，可贷,邯钢路17号院 -邯山区,3室2厅 | 112.44平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,90,"8,005元/平"
龙湖南门 美乐城  三居老证带地下室,旭升园 -丛台区,3室1厅 | 88平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 11个月以前发布,90,"10,228元/平"
精装修， 南北通透三居室 有证可贷款 单价低,东方新城 -丛台区,3室2厅 | 134.9平米 | 南 北 | 精装 | 中楼层(共18层)  | 暂无数据,11人关注 / 一年前发布,100,"7,413元/平"
老美食林旁，毛坏电梯南北通透四居，有证带车位地下室,瀚兴苑 -丛台区,4室2厅 | 142.92平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 暂无数据,0人关注 / 1个月以前发布,139,"9,726元/平"
东环 香兰雅居精装两室老证可贷款明珠实验,香兰雅居 -邯山区,2室2厅 | 102平米 | 南 | 其他 | 中楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,95,"9,314元/平"
老证唯一可贷款  南北通透 无公摊 容积 率1.8 得房高,广泰小区 -丛台区,3室2厅 | 94.6平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,116,"12,263元/平"
春晖小区5跃6层 带8平米地下室 有钥匙 方便看房,春晖小区(丛台区) -丛台区,5室2厅 | 199.2平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,180,"9,037元/平"
赵都新城金和园 3室2厅 南 北,赵都新城金和园 -邯山区,3室2厅 | 136平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,1人关注 / 4个月以前发布,145,"10,662元/平"
纺织楼 2室1厅 南 北,纺织楼 -丛台区,2室1厅 | 52.13平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,100,"19,183元/平"
此房满五，南北通，近中华大街，停车方便，带阁楼，,金宇小区 -邯山区,3室2厅 | 114平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,6人关注 / 10个月以前发布,105,"9,211元/平"
东环 香兰雅居 精装一室老证可贷款,香兰雅居 -邯山区,1室1厅 | 59.6平米 | 南 | 简装 | 高楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,61,"10,235元/平"
安联水晶坊3-2-1-1 100.81m² 108 万,安联水晶坊 -丛台区,3室2厅 | 100.81平米 | 南 北 | 简装 | 中楼层(共30层)  | 塔楼,17人关注 / 一年前发布,106,"10,515元/平"
中华大街精装老证三居洋房、地下室,北海庄园 -丛台区,3室2厅 | 122.6平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 3个月以前发布,100,"8,157元/平"
江南锦苑 3室2厅 南 北,江南锦苑 -邯山区,3室2厅 | 140平米 | 南 北 | 精装 | 高楼层(共30层)  | 暂无数据,0人关注 / 1个月以前发布,146,"10,429元/平"
户型格局好 南北通透 采光好 户型方正 税费低,光明园小区 -邯山区,4室2厅 | 130平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,142,"10,924元/平"
东环路 公交公司家属院 交警支队院 精装修3大居 老证,华信路66号 -邯山区,3室2厅 | 140平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,126,"9,000元/平"
美意苑小区 方正三居 老证 楼层好 位置好 中华大街,美意苑 -丛台区,3室2厅 | 147.9平米 | 东 南 | 精装 | 中楼层(共25层)  | 板楼,11人关注 / 一年前发布,119,"8,046元/平"
人和旁广乐网通院三卧朝阳通阳台临育华天鸿停车方便,广乐小区网通苑 -丛台区,3室2厅 | 127平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,13人关注 / 一年前发布,115,"9,056元/平"
拉德芳斯南区 上下复式带露台  南北通透  精装修,美的.拉德芳斯南区 -丛台区,3室2厅 | 164平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,8人关注 / 一年前发布,170,"10,366元/平"
东环路旁 好位置 桃园山庄 单价八千多 有证 能贷款,桃源山庄 -邯山区,4室2厅 | 163.66平米 | 南 北 | 毛坯 | 高楼层(共23层)  | 暂无数据,5人关注 / 一年前发布,130,"7,944元/平"
宏达圣水湖畔 3室2厅 南 北,宏达圣水湖畔 -邯山区,3室2厅 | 140平米 | 南 北 | 其他 | 高楼层(共32层)  | 塔楼,1人关注 / 4个月以前发布,120,"8,572元/平"
赵都新城盛和园 3室2厅 南 北,赵都新城盛和园 -邯山区,3室2厅 | 120.13平米 | 南 北 | 简装 | 中楼层(共33层)  | 暂无数据,0人关注 / 8个月以前发布,120,"9,990元/平"
丛台路24号院 2室2厅 南 北,丛台路24号院 -丛台区,2室2厅 | 76.31平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,68,"8,912元/平"
香墅郦舍(别墅)6室3厅4卫345带车位高性 价比价格可谈,香墅郦舍 -丛台区,6室3厅 | 240.9平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,360,"14,944元/平"
绿化路8号院 2室1厅 南,绿化路8号院 -邯山区,2室1厅 | 52平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 6天以前发布,47,"9,039元/平"
赵都新城朗和园 3室2厅 南 北,赵都新城朗和园 -邯山区,3室2厅 | 112.95平米 | 南 北 | 其他 | 低楼层(共27层)  | 暂无数据,1人关注 / 6天以前发布,114,"10,093元/平"
黎明街 23中片内，中间层两居！老证唯一带小房！,朝阳路11号院 -丛台区,2室1厅 | 41平米 | 南 | 其他 | 中楼层(共4层)  | 暂无数据,0人关注 / 7天以前发布,58,"14,147元/平"
邯钢罗一生活区 2室1厅 南,邯钢罗一生活区 -邯山区,2室1厅 | 60平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 7天以前发布,60,"10,000元/平"
公交柳林桥建行院 南北通透三居 老证唯一可贷款,公交柳林桥家属楼 -丛台区,3室1厅 | 76.4平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 4天以前发布,80,"10,472元/平"
赵都新城利和园 3室2厅 南 北,赵都新城利和园 -邯山区,3室2厅 | 133平米 | 南 北 | 精装 | 高楼层(共33层)  | 暂无数据,0人关注 / 7天以前发布,130,"9,775元/平"
广泰小区低楼层二楼双卧朝阳户型,广泰小区 -丛台区,2室2厅 | 68.5平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 5天以前发布,95,"13,869元/平"
天鸿旁   精装修一层   家具家电   品质物业,恒大名都 -丛台区,3室2厅 | 127平米 | 南 北 | 其他 | 低楼层(共33层)  | 塔楼,0人关注 / 7天以前发布,268,"21,103元/平"
朝阳路4号院 3室2厅 南 北,朝阳路4号院 -丛台区,3室2厅 | 102.48平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 7天以前发布,98,"9,563元/平"
大美如园小高层2梯3户，落地窗全明户型，卫生间有窗户,大美如园 -丛台区,2室2厅 | 91平米 | 南 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 7天以前发布,105,"11,539元/平"
紫竹苑小区 2室2厅 南 北,紫竹苑小区 -丛台区,2室2厅 | 60平米 | 南 北 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 4天以前发布,50,"8,334元/平"
南苑小区 2室1厅 南 北,南苑小区 -邯山区,2室1厅 | 70.53平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 1天以前发布,66,"9,358元/平"
黎明街4号院 1室0厅 南,黎明街4号院 -丛台区,1室0厅 | 36平米 | 南 | 简装 | 高楼层(共4层)  | 暂无数据,1人关注 / 17天以前发布,20,"5,556元/平"
华冶岭南公寓北苑 3室1厅 南 北,华冶岭南公寓北苑 -复兴区,3室1厅 | 75平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,65,"8,667元/平"
好房快来看！！！！！！！！！！！！,广厦小区 -丛台区,2室2厅 | 64平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,78,"12,188元/平"
旭升园 3室2厅 南 北,旭升园 -丛台区,3室2厅 | 114平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,130,"11,404元/平"
中华南小区 3室2厅 南 北,中华南小区 -邯山区,3室2厅 | 108平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,102,"9,445元/平"
供销社院 2室1厅 南 北,供销社院 -复兴区,2室1厅 | 66.46平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,53,"7,975元/平"
鸿基花苑 4室2厅 南 北,鸿基花苑 -丛台区,4室2厅 | 170平米 | 南 北 | 其他 | 中楼层(共34层)  | 暂无数据,2人关注 / 29天以前发布,130,"7,648元/平"
赵都华府 4室2厅 南 北,赵都华府 -丛台区,4室2厅 | 162平米 | 南 北 | 其他 | 低楼层(共31层)  | 暂无数据,0人关注 / 30天以前发布,152,"9,383元/平"
鸿基花苑 4室2厅 南 北,鸿基花苑 -丛台区,4室2厅 | 170平米 | 南 北 | 其他 | 中楼层(共34层)  | 暂无数据,1人关注 / 29天以前发布,130,"7,648元/平"
阳光领地 3室2厅 南 北,阳光领地 -丛台区,3室2厅 | 139.55平米 | 南 北 | 其他 | 高楼层(共27层)  | 板楼,0人关注 / 30天以前发布,175,"12,541元/平"
利民社区二号院 3室1厅 南 北,利民社区二号院 -邯山区,3室1厅 | 65平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,78,"12,000元/平"
快开看   好房必买！！！！！,天悦名苑 -邯山区,2室2厅 | 98.57平米 | 南 北 | 其他 | 低楼层(共31层)  | 暂无数据,0人关注 / 28天以前发布,120,"12,175元/平"
天兆家园 3室2厅 南,天兆家园 -复兴区,3室2厅 | 138.46平米 | 南 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 29天以前发布,130,"9,389元/平"
滏阳公园北门带车库155万急售免装修低税费,康企家属院 -邯山区,3室2厅 | 143.88平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,155,"10,773元/平"
赵苑观邸 3室2厅 南 北,赵苑观邸 -复兴区,3室2厅 | 156.05平米 | 南 北 | 其他 | 低楼层(共22层)  | 暂无数据,0人关注 / 1个月以前发布,145,"9,292元/平"
南湖花园 3室2厅 南 北,南湖花园 -邯山区,3室2厅 | 130平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,121,"9,308元/平"
工行家属院 2室1厅 南 北,工行家属院 -邯山区,2室1厅 | 52.66平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 1个月以前发布,43.5,"8,261元/平"
赵都新城绿和园 3室2厅 南 北,赵都新城绿和园 -邯山区,3室2厅 | 128.87平米 | 南 北 | 其他 | 中楼层(共33层)  | 暂无数据,0人关注 / 30天以前发布,150,"11,640元/平"
天兆华庭 3室1厅 南 北,天兆华庭 -丛台区,3室1厅 | 101.81平米 | 南 北 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 1个月以前发布,180,"17,680元/平"
广乐小区馨泽苑 3室2厅 南 北,广乐小区馨泽苑 -丛台区,3室2厅 | 117平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 24天以前发布,144,"12,308元/平"
滏西苑小区 3室2厅 西南,滏西苑小区 -丛台区,3室2厅 | 128.5平米 | 西南 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 30天以前发布,160,"12,452元/平"
连城别苑逸苑 东南向小三居 业主诚心出售 老证可贷款,连城别苑逸园 -丛台区,3室2厅 | 105平米 | 东南 | 其他 | 中楼层(共28层)  | 板楼,0人关注 / 1个月以前发布,132,"12,572元/平"
美的.拉德芳斯南区 4室3厅 南,美的.拉德芳斯南区 -丛台区,4室3厅 | 220平米 | 南 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,260,"11,819元/平"
凤凰城 3室2厅 南 北,凤凰城 -丛台区,3室2厅 | 132.43平米 | 南 北 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 23天以前发布,132,"9,968元/平"
纯洋房社区，一层一户，低密电梯洋房，楼间距大,东尚香樟园 -丛台区,4室3厅 | 278平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,550,"19,785元/平"
西南庄前亍15号院 3室1厅 南 北,西南庄前亍15号院 -丛台区,3室1厅 | 79.93平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 26天以前发布,68,"8,508元/平"
华信路66号 3室2厅 南 北,华信路66号 -邯山区,3室2厅 | 168平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 27天以前发布,160,"9,524元/平"
家和小区A区 3室2厅 南 北,家和小区A区 -丛台区,3室2厅 | 106.5平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 22天以前发布,130,"12,207元/平"
电厂东院 3室2厅 南 北,电厂东院 -丛台区,3室2厅 | 110.3平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,127,"11,515元/平"
急售春晖小区三室两厅两卫老证地下室临广泰创鑫美乐城,春晖小区(丛台区) -丛台区,3室2厅 | 99.7平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 28天以前发布,93,"9,328元/平"
丛台路甲50号院   4层   南北通透  三室  老证 二套,丛台路甲五十号院 -丛台区,3室1厅 | 64.95平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 24天以前发布,115,"17,706元/平"
美的▪幸福时光 3室2厅 南 北,美的▪幸福时光 -丛台区,3室2厅 | 126平米 | 南 北 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,145,"11,508元/平"
光華苑北区 3室2厅 南 北,光華苑北区 -复兴区,3室2厅 | 139.4平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 22天以前发布,135,"9,685元/平"
农林116号院 3室2厅 南 北,农林116号院 -邯山区,3室2厅 | 97.18平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 30天以前发布,98,"10,085元/平"
客厅挑空复试 北边可扩面积 得房率高 高层视野,赵都华府 -丛台区,5室2厅 | 370平米 | 南 北 | 其他 | 中楼层(共31层)  | 板楼,0人关注 / 21天以前发布,277,"7,487元/平"
滏新家园 3室2厅 南 北,滏新家园 -丛台区,3室2厅 | 136平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,180,"13,236元/平"
汉成华都 3室2厅 南 北,汉成华都 -丛台区,3室2厅 | 144平米 | 南 北 | 其他 | 中楼层(共34层)  | 板楼,0人关注 / 28天以前发布,158,"10,973元/平"
家和小区A区 5室3厅 南 北,家和小区A区 -丛台区,5室3厅 | 191平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 20天以前发布,252,"13,194元/平"
光華苑北区 3室2厅 南 北,光華苑北区 -复兴区,3室2厅 | 139.4平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 22天以前发布,135,"9,685元/平"
客厅挑空复试 北边可扩面积 得房率高 高层视野,赵都华府 -丛台区,5室2厅 | 370平米 | 南 北 | 其他 | 中楼层(共31层)  | 板楼,0人关注 / 21天以前发布,277,"7,487元/平"
农林116号院 3室2厅 南 北,农林116号院 -邯山区,3室2厅 | 97.18平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 30天以前发布,98,"10,085元/平"
赵都新城盛和园 5室2厅 南,赵都新城盛和园 -邯山区,5室2厅 | 246.51平米 | 南 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,230,"9,331元/平"
连城别苑翠苑小高层，10越11层，老证可贷款。6室3卫,连城别苑翠园 -丛台区,6室2厅 | 201平米 | 南 | 其他 | 高楼层(共11层)  | 暂无数据,0人关注 / 21天以前发布,310,"15,423元/平"
丛台区实验 房龄新 可贷款户型好交通便利 看房方便,荣科翔苑 -丛台区,3室2厅 | 114平米 | 南 | 其他 | 中楼层(共28层)  | 板楼,0人关注 / 19天以前发布,130,"11,404元/平"
建业小区 4室2厅 南 北,建业小区 -丛台区,4室2厅 | 162平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 19天以前发布,200,"12,346元/平"
邯郸明珠花园A/1区 3室2厅 西南,邯郸明珠花园A/1区 -邯山区,3室2厅 | 121平米 | 西南 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 20天以前发布,112,"9,257元/平"
宜家花园 3室2厅 北 南,宜家花园 -丛台区,3室2厅 | 110平米 | 北 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,72,"6,546元/平"
光明路丽都院 3室2厅 南,光明路丽都院 -邯山区,3室2厅 | 128平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,1人关注 / 24天以前发布,119,"9,297元/平"
光明园26号院 2室1厅 南 北,光明园26号院 -邯山区,2室1厅 | 57平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 28天以前发布,65,"11,404元/平"
