标题,开发商,房子信息,发布信息,售价/万,单价
美的三期，环境好，适合老人小孩居住,美的蝴蝶海三期 -梅山岛,2室2厅 | 79.58平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,10人关注 / 7个月以前发布,89,"11,184元/平"
名仕花园1-1-1-1 35.76m² 58 万,名仕花园 -兰江,1室1厅 | 35.76平米 | 北 | 毛坯 | 高楼层(共17层)  | 暂无数据,0人关注 / 13天以前发布,58,"16,220元/平"
贺丞小区户型方正2房，采光无遮挡，全屋亮间户型好,贺丞小区 -白鹤,2室1厅 | 60.3平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 14天以前发布,178,"29,520元/平"
逸嘉新园  精装修 采光好 中庭位置,逸嘉新园南区 -洪塘,2室1厅 | 73.4平米 | 东南 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 15天以前发布,162,"22,071元/平"
绿城物业 现代装修 房东诚心出售 装修风格适合年轻人,绿城·玫瑰园 -奉化区,2室2厅 | 114.34平米 | 南 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 14天以前发布,222,"19,416元/平"
万达旁 全新精装  边套 采光通风好 诚售 可拎包入住,天御府 -钟公庙,4室2厅 | 139.29平米 | 南 | 精装 | 高楼层(共21层)  | 板塔结合,0人关注 / 1个月以前发布,596,"42,789元/平"
德馨苑 采光好 面积大 单价低 房东诚心出售,德馨园 -集士港,4室2厅 | 158.5平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,200,"12,619元/平"
全亮间双阳台 视野无遮挡 配套成熟8号线  汇嘉新园,汇嘉新园北区 -洪塘,2室2厅 | 76.6平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,1人关注 / 8天以前发布,179,"23,369元/平"
合生国际城，69平，楼层好，全亮间采光好，通透户型,合生国际城 -庄市,1室1厅 | 68.15平米 | 南 | 精装 | 高楼层(共24层)  | 板楼,0人关注 / 13天以前发布,170,"24,945元/平"
三角地小区 1室1厅 南,三角地小区 -招宝山,1室1厅 | 38.61平米 | 南 | 毛坯 | 低楼层(共7层)  | 暂无数据,0人关注 / 5天以前发布,130,"33,671元/平"
品质小区，业主诚售，全新装修，拎包入住,东方瑞市 -东柳,3室1厅 | 109.7平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 9天以前发布,318,"28,989元/平"
此房南北通 采光很好 楼层佳 视野宽阔,东方瑞市东区 -东柳,3室2厅 | 90.39平米 | 南 | 其他 | 低楼层(共7层)  | 板塔结合,0人关注 / 14天以前发布,249.8,"27,636元/平"
单家巷 2室2厅 南,单家巷 -横溪,2室2厅 | 73.5平米 | 南 | 简装 | 低楼层(共4层)  | 暂无数据,0人关注 / 15天以前发布,150,"20,409元/平"
东泰家园 自住精装修 满五唯一 保养好,东泰家园 -霞浦,3室2厅 | 96.63平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 10天以前发布,206,"21,319元/平"
曙光中xue旁  徐家社区边套全亮间   业主诚售,徐家社区 -明楼,2室2厅 | 76.74平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 4天以前发布,188,"24,499元/平"
楼层佳，精装修，户型好，实用空间大，配套齐全,凤东家园 -横街,3室2厅 | 103.35平米 | 南 | 毛坯 | 中楼层(共5层)  | 板楼,0人关注 / 10天以前发布,110,"10,644元/平"
映云庭，新小区，环境好，居住舒适度高,映云庭 -小港,3室2厅 | 138.19平米 | 南 北 | 毛坯 | 高楼层(共28层)  | 板塔结合,0人关注 / 9天以前发布,210,"15,197元/平"
芦港地铁口大三房 好楼层，诚心出售,芦港家园 -高桥,3室2厅 | 100.39平米 | 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 4天以前发布,220,"21,915元/平"
尚江府 全新白坯 楼层位置佳 四开间朝南,尚江府 -姚江新区,4室1厅 | 139.54平米 | 南 | 毛坯 | 中楼层(共17层)  | 板塔结合,0人关注 / 2天以前发布,580,"41,566元/平"
进士园庭 带80平方大露台，三房两厅，边套,进士园庭 -姜山,3室2厅 | 85.5平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,9人关注 / 7个月以前发布,145,"16,960元/平"
城市星光苑 电梯高层   东边套 带车位,城市星光苑 -城东,4室2厅 | 182.15平米 | 南 | 精装 | 高楼层(共16层)  | 板楼,8人关注 / 一年前发布,185,"10,157元/平"
风澜熹园 可看鄞州公园的4房 诚心出售,风澜熹园 -南部商务区,4室2厅 | 138.49平米 | 南 北 | 精装 | 24层  | 板楼,0人关注 / 2个月以前发布,695,"50,185元/平"
小区中庭 舒适静谧 中间楼层 全天采光无遮挡 诚意出售,观澜苑 -杭州湾新区,2室2厅 | 96.13平米 | 南 | 简装 | 中楼层(共33层)  | 板楼,1人关注 / 5个月以前发布,81,"8,427元/平"
采光充足，简装修，楼层好  前后无遮挡,浃江小区山清轩 -小港,2室1厅 | 100平米 | 南 | 简装 | 高楼层(共16层)  | 板塔结合,1人关注 / 一年前发布,168,"16,800元/平"
和顺家园 高塘桥站旁 户型方正 采光佳,和顺家园 -首南,2室1厅 | 77.51平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,4人关注 / 9个月以前发布,205,"26,449元/平"
万科蓝色东方 精装未入住 高层采光好,万科蓝色东方 -庄市,3室2厅 | 106.73平米 | 南 | 精装 | 20层  | 板楼,20人关注 / 8个月以前发布,338,"31,669元/平"
精装位置好户型棒，位置好价格也不错,翠湖苑 -杭州湾新区,3室2厅 | 117.5平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,3人关注 / 4个月以前发布,110,"9,362元/平"
云龙  甲旺人家  顶加阁5室3卫   房东急售 急售,甲旺人家 -云龙,5室3厅 | 187.05平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,5人关注 / 5个月以前发布,168,"8,982元/平"
区府教育包围 镇海新城 3室2厅 居家自住,恒裕玫瑰湾 -骆驼,3室2厅 | 106.63平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板塔结合,2人关注 / 3个月以前发布,235,"22,039元/平"
宁波大学旁，2号线富力院士庭，精装修，视野开阔,富力院士廷 -庄市,4室2厅 | 138.46平米 | 南 | 精装 | 27层  | 板楼,10人关注 / 6个月以前发布,335,"24,195元/平"
姜山镇雅戈尔雅旭花苑精装洋房出售,雅戈尔雅旭花苑 -姜山,4室2厅 | 125.32平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,7人关注 / 6个月以前发布,360,"28,727元/平"
红墅湾 3室1厅 南,红墅湾 -蛟川,3室1厅 | 84.18平米 | 南 | 毛坯 | 中楼层(共10层)  | 板楼,0人关注 / 2个月以前发布,170,"20,195元/平"
视野开阔，无遮挡，采光充足，位置好,明东花苑 -姜山,3室2厅 | 106.05平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,235,"22,160元/平"
格局通透，户型方正， 视野开阔,书香丽景 -庄市,3室2厅 | 99.52平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,0人关注 / 2个月以前发布,232,"23,312元/平"
洋房户型方正 南北通 采光通风好 诚心卖 看,公园天下 -南部商务区,4室2厅 | 125.48平米 | 南 | 精装 | 中楼层(共23层)  | 板楼,0人关注 / 1个月以前发布,559,"44,549元/平"
出售 绿城惠园 126平 采光好 交通便利,绿城惠园 -周巷,3室2厅 | 126.42平米 | 南 | 毛坯 | 低楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,132,"10,442元/平"
格兰春天二期 中高楼层 精装可拎包入住,格兰春天二期 -首南,3室2厅 | 116.65平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,0人关注 / 2个月以前发布,318,"27,262元/平"
中河丽园  五加阁  业主诚售  看房提前约基本都方便的,中河丽园 -大碶,4室3厅 | 149.18平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,9人关注 / 一年前发布,235,"15,753元/平"
精装修，保养好，东首，可拎包入住,湖山人家 -集士港,2室1厅 | 91.9平米 | 东 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,148,"16,105元/平"
房子户型，采光充足，配套设施齐全。已满两年,洞桥明苑 -洞桥,3室2厅 | 126.53平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,7人关注 / 10个月以前发布,146,"11,539元/平"
雅戈尔雅旭花苑 3室2厅 南 北,雅戈尔雅旭花苑 -姜山,3室2厅 | 114.8平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 8个月以前发布,310,"27,004元/平"
碧桂园幸福里 次新小区 品质物业 毛坯三房,碧桂园幸福里 -集士港,3室2厅 | 109.75平米 | 南 | 毛坯 | 中楼层(共14层)  | 塔楼,0人关注 / 1个月以前发布,235,"21,413元/平"
环境好，交通便利，楼层好，采光好，配套好,东邑阳光小区 -骆驼,3室2厅 | 98.4平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,1人关注 / 3个月以前发布,189,"19,208元/平"
四房二卫，得房率高，湖景房，开阔通透，精装未住,保利城三期 -骆驼,4室2厅 | 109.51平米 | 南 西 | 精装 | 高楼层(共25层)  | 板塔结合,2人关注 / 5个月以前发布,315,"28,765元/平"
出售银亿上府 126平 户型方正 小区环境优美,银亿上府 -周巷,3室2厅 | 126.61平米 | 南 | 毛坯 | 低楼层(共11层)  | 板楼,1人关注 / 2个月以前发布,110,"8,689元/平"
急急急！都市森林一期大4房湖景房采光好便宜卖了,都市森林一期 -钟公庙,4室2厅 | 204.69平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,585,"28,580元/平"
汀香苑     新上房源 改善户型,汀香苑 -杭州湾新区,3室2厅 | 139.82平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 8个月以前发布,100,"7,153元/平"
上城印象苑：Hao装可以拎包入住，家具家电全部留下,上城印象苑 -骆驼,3室2厅 | 125.52平米 | 南 | 精装 | 23层  | 板楼,0人关注 / 5个月以前发布,243,"19,360元/平"
阳光城君望府 诚心出售 有钥匙,阳光城君望府 -横街,3室2厅 | 106.67平米 | 南 | 毛坯 | 高楼层(共11层)  | 板楼,2人关注 / 1个月以前发布,168.9,"15,834元/平"
阳光城君望府 诚心出售 有钥匙,阳光城君望府 -横街,3室2厅 | 106.67平米 | 南 | 毛坯 | 高楼层(共11层)  | 板楼,2人关注 / 1个月以前发布,168.9,"15,834元/平"
房子精装修，装修花心思的，带大花园，采光无遮挡,美的明州院子 -首南,3室2厅 | 119.36平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,0人关注 / 8个月以前发布,387,"32,423元/平"
揽月苑大平层诚心出售，简单装修，随时可看,揽月苑 -杭州湾新区,3室2厅 | 194平米 | 南 | 简装 | 低楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,175,"9,021元/平"
海曙联丰  四开间朝南 大露台  全新交付未住人,华堂嘉园 -古林,4室2厅 | 139.22平米 | 南 北 | 精装 | 低楼层(共19层)  | 板楼,7人关注 / 8个月以前发布,398,"28,588元/平"
户型方正，楼层好视野开阔，采光充足，配套设施齐全,洞桥明苑 -洞桥,4室2厅 | 185.35平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,200,"10,791元/平"
茗莲春晓精装，看房提前联系，房东诚心出售,茗莲春晓 -骆驼,3室1厅 | 108.55平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 4个月以前发布,175,"16,122元/平"
风景御园 好户型  房东诚心出售,保亿众望风景御园 -骆驼,3室2厅 | 87.56平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,1人关注 / 3个月以前发布,258,"29,466元/平"
精装修 户型方正边套 楼层佳 得房率高,龙津尚都二期 -奉化区,2室2厅 | 91.66平米 | 南 | 简装 | 中楼层(共27层)  | 板楼,15人关注 / 一年前发布,138,"15,056元/平"
房东诚心出售，精装装修格局分明，视野宽阔，采光好,小城春秋 -姜山,2室1厅 | 74.17平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,15人关注 / 5个月以前发布,169,"22,786元/平"
春漫里大别墅 精装修 定制家电,春漫里 -九龙湖,5室2厅 | 137.07平米 | 南 | 精装 | 3层  | 板塔结合 | 联排别墅 ,0人关注 / 2个月以前发布,362,"26,410元/平"
杭州湾新区 精装5室 婚房装修 保养很好看房提前预约,博文苑 -杭州湾新区,5室2厅 | 172.81平米 | 东南 | 精装 | 高楼层(共30层)  | 板塔结合,2人关注 / 3个月以前发布,193,"11,169元/平"
水木清华小区，带有2个大露台，全新精装修,水木清华 -集士港,3室2厅 | 105.36平米 | 南 | 精装 | 低楼层(共15层)  | 板楼,0人关注 / 1个月以前发布,233,"22,115元/平"
房子是精装修保养好，户型方正，前面无遮挡,学府茗苑 -大碶,4室3厅 | 183.06平米 | 南 北 | 精装 | 高楼层(共4层)  | 板楼,16人关注 / 一年前发布,299,"16,334元/平"
景观花园二期，高楼层，精装修，带车位,景观花苑二期 -老城区,3室2厅 | 124.42平米 | 南 | 精装 | 高楼层(共16层)  | 板塔结合,5人关注 / 4个月以前发布,176,"14,146元/平"
楼层好 户型方正 ，小区环境优美，物业好，精装修,万科金色城市一期 -集士港,3室2厅 | 99.58平米 | 南 | 精装 | 低楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,210,"21,089元/平"
顶楼带阁楼 小面积低总价 采光好  诚心出   看房方便,明城港湾 -集士港,3室2厅 | 60.7平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,10人关注 / 8个月以前发布,113,"18,617元/平"
万科金色水岸二期 楼层好南北双阳台 精装修 看房方便,万科金色水岸二期 -南部商务区,2室2厅 | 88.41平米 | 南 | 精装 | 高楼层(共23层)  | 板楼,1人关注 / 8个月以前发布,315,"35,630元/平"
万科城，东首边套，楼层好，满五唯一，拎包入住 ！,万科城 -庄市,3室2厅 | 108.64平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 7个月以前发布,275,"25,313元/平"
万科四室两厅小洋房，小区环境幽美，人文素质高,雨鹭院 -慈城,4室2厅 | 129.51平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,17人关注 / 一年前发布,279,"21,543元/平"
南雅社区 3室1厅 南,南雅社区 -白云,3室1厅 | 71.88平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,1人关注 / 1个月以前发布,146,"20,312元/平"
鄞州公园旁 大四房 业主诚心出售,公园天下 -南部商务区,4室2厅 | 136.96平米 | 南 | 精装 | 低楼层(共10层)  | 板楼,0人关注 / 1个月以前发布,618,"45,123元/平"
南部商务区 次新小区 美的明州院子四房,美的明州院子 -首南,4室2厅 | 134.98平米 | 南 | 精装 | 高楼层(共14层)  | 板楼,0人关注 / 1个月以前发布,480,"35,561元/平"
近地铁 配套成熟 采光通风好 配套成熟，,繁裕三村 -钟公庙,3室2厅 | 80.62平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,235,"29,150元/平"
东边套三室两卫，带200多平大露台。纯白胚适合做婚房,锦悦湾花苑 -首南,3室2厅 | 115.46平米 | 南 | 毛坯 | 低楼层(共17层)  | 板塔结合,2人关注 / 3个月以前发布,378,"32,739元/平"
户型方正，房东诚心出售，采光好 ，精装修的。,华堂嘉园 -古林,4室1厅 | 127.22平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,385,"30,263元/平"
明仕丽庭 3室2厅 南,明仕丽庭 -集士港,3室2厅 | 106.87平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,196,"18,341元/平"
电梯复式好房源带露台阳光充足5室,黄金海岸 -新碶,4室3厅 | 192.03平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,12人关注 / 一年前发布,430,"22,393元/平"
198平的空中花园别墅 适合三代同堂 带20平车库一个,太平洋花园 -霞浦,6室3厅 | 198.76平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,14人关注 / 一年前发布,265,"13,333元/平"
全新毛坯，小区优雅，环境优美， 户型方正,董博苑二期 -集士港,2室2厅 | 66.98平米 | 南 | 毛坯 | 低楼层(共13层)  | 板楼,0人关注 / 2个月以前发布,142,"21,201元/平"
集士港紫御铭园急卖，精装楼层好，满五唯一拎包入住,紫御铭园 -集士港,2室1厅 | 77.79平米 | 南 | 精装 | 高楼层(共14层)  | 板楼,1人关注 / 1个月以前发布,186,"23,911元/平"
精装修 户型方正边套 楼层佳 得房率高,龙津尚都二期 -奉化区,2室2厅 | 91.66平米 | 南 | 简装 | 中楼层(共27层)  | 板楼,15人关注 / 一年前发布,138,"15,056元/平"
此房为商品房，精装修，保养好，东首边套，小区位置好,景骐锦源里 -石碶,3室1厅 | 88.13平米 | 南 | 精装 | 中楼层(共14层)  | 板楼,0人关注 / 2个月以前发布,249,"28,254元/平"
钻石楼层 四叶草户型 南北视野开阔  诚心出售,万科城东郡 -庄市,4室2厅 | 129.41平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,1人关注 / 2个月以前发布,420,"32,455元/平"
新浦小区大户型，楼层好，采光好，,新浦小区 -奉化区,3室2厅 | 118.14平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,1人关注 / 5个月以前发布,120,"10,158元/平"
开间朝南，小区环境好 配套齐全,曙升花苑 -姜山,3室2厅 | 107.56平米 | 南 | 毛坯 | 低楼层(共17层)  | 板塔结合,17人关注 / 8个月以前发布,219,"20,361元/平"
户型好，采光充足，出行方便，客厅带阳台，小区环境好,御海苑 -杭州湾新区,3室2厅 | 130平米 | 南 | 毛坯 | 中楼层(共29层)  | 板楼,0人关注 / 1个月以前发布,120,"9,231元/平"
格兰春天三期  中庭位置 电梯小洋房,格兰春天三期 -首南,3室2厅 | 85.64平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,1人关注 / 2个月以前发布,270,"31,528元/平"
