标题,开发商,房子信息,发布信息,售价/万,单价
南北通透 采光充足 长春公园  朝阳桥轻轨,我爱我家(建阳街) -景阳广场,3室1厅 | 161.67平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,0人关注 / 7天以前发布,130,"8,042元/平"
君地天城.精装修.三室.户型好.采光好.,君地天城 -长沈路,3室2厅 | 142.69平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,13人关注 / 一年前发布,95,"6,658元/平"
新大华府 精装修 交通便利 楼层好,新大华府 -住邦城市广场,3室1厅 | 107.45平米 | 南 北 | 精装 | 中楼层(共13层)  | 板楼,3人关注 / 一年前发布,83.9,"7,809元/平"
紫云府   户型好   楼层好  采光好,华润紫云府一期 -南部新城,4室2厅 | 134.84平米 | 南 北 | 简装 | 高楼层(共18层)  | 板塔结合,3人关注 / 6个月以前发布,145,"10,754元/平"
邻八一湖岸，拎包入住，临吉大尚德,恒盛豪庭 -硅谷街南,3室2厅 | 126.31平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,43人关注 / 一年前发布,79,"6,255元/平"
万龙城标准大两居，南北通透，小高，随时看,万龙城 -南部新城,2室2厅 | 95.79平米 | 南 北 | 精装 | 中楼层(共15层)  | 板塔结合,0人关注 / 19天以前发布,99,"10,336元/平"
北湾二期 精装修产权过二 拎包入住,中天北湾新城二期 -奋进,2室1厅 | 90.93平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 28天以前发布,78,"8,579元/平"
单价6千多，三室两厅前后双露台,万盛花园小区 -万通,3室1厅 | 116.49平米 | 南 | 精装 | 高楼层(共7层)  | 塔楼,1人关注 / 14天以前发布,69.9,"6,001元/平"
中冶蓝城 精准婚房 可拎包入住 采光好 供暖好,中冶蓝城三期 -北环沿线,2室1厅 | 66.77平米 | 南 | 精装 | 低楼层(共25层)  | 板塔结合,0人关注 / 8天以前发布,52.8,"7,908元/平"
低楼层  诚心出售  精装修  拎包入住,长影十一宿舍 -南湖,2室1厅 | 69平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 6天以前发布,65,"9,421元/平"
急急急 地铁一号线旁 钜城商场采光楼层 产权过2,国信央城八号 -南部新城,3室2厅 | 133.6平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,0人关注 / 11天以前发布,157,"11,752元/平"
万科柏翠园 精装修 采光好封闭小区 3室2明厅,万科柏翠园 -南湖,3室1厅 | 176.3平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,0人关注 / 4天以前发布,360,"20,420元/平"
棠棣小区，临河街南环城路交汇，南溪湿地公园，华悦9,棠棣 -净月区,3室2厅 | 142平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 8天以前发布,185,"13,029元/平"
生活配套齐全，小区位置好，户型标准，房主诚心出售,恒大城 -北环沿线,2室1厅 | 84.25平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合,0人关注 / 3天以前发布,60,"7,122元/平"
太阳世家 四室 不临四环 带车位,太阳世家云杉居 -友谊公园,4室2厅 | 168平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 3天以前发布,168,"10,000元/平"
产权满5 中间楼层 采光好 视野好,恒大绿洲 -硅谷街南,3室2厅 | 109.17平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,8人关注 / 一年前发布,96,"8,794元/平"
精装修 拎包入住 不把山临公园 前方无遮挡 过二,太阳世家枫桦居 -友谊公园,3室2厅 | 167.08平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,1人关注 / 3个月以前发布,165,"9,876元/平"
万科惠斯勒  精装修 婚房 拎包入住 有产权 可贷款,万科惠斯勒小镇 -净月区,2室2厅 | 96.2平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,140人关注 / 一年前发布,88,"9,148元/平"
开运福里B区 3室1厅 南 北,开运福里B区 -欧亚卖场,3室1厅 | 93.47平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,2人关注 / 26天以前发布,98,"10,485元/平"
远创紫樾台新上房源  采光视野好   可看客车厂全景,远创紫樾台 -客车厂,2室2厅 | 93.87平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 24天以前发布,92,"9,801元/平"
万科柏翠园 中间楼层 小区位置 大面积,万科柏翠园 -南湖,4室2厅 | 241平米 | 南 北 | 精装 | 中楼层(共15层)  | 板塔结合,1人关注 / 1个月以前发布,580,"24,067元/平"
万达华府精装修拎包入住随时看房,万达华府 -汽车广场,3室2厅 | 122平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,2人关注 / 22天以前发布,87,"7,132元/平"
万科蓝山F区 2室2厅 南 北,万科蓝山F区 -亚泰,2室2厅 | 87.09平米 | 南 北 | 精装 | 中楼层(共35层)  | 塔楼,0人关注 / 24天以前发布,100,"11,483元/平"
中顺和苑 2室1厅 南 北,中顺和苑 -亚泰,2室1厅 | 88.7平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,0人关注 / 30天以前发布,73,"8,230元/平"
精装两室 伊通河河景房 拎包入住,万科东湾半岛A区 -东大桥,2室1厅 | 81.2平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 21天以前发布,84.5,"10,407元/平"
带车位出售 精装两室 拎包入住 供暖嘎嘎好,东方之珠龙翔苑 -长沈路,2室1厅 | 71.99平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 20天以前发布,61,"8,474元/平"
多层一梯两户，拎包入住，看房方便采光好两居室,澳海梦想城 -二道区周边,2室1厅 | 83.77平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 24天以前发布,61,"7,282元/平"
中海兰庭不一样的二居室，小高特殊户型，位置好不临街,中海兰庭 -硅谷街南,2室2厅 | 99.4平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 21天以前发布,89.8,"9,035元/平"
领秀蓝珀湖 近快轨 精装修拎包入住 视野开阔 产权过二,领秀蓝珀湖三期 -工业大学北湖校区,2室2厅 | 90.26平米 | 南 北 | 精装 | 高楼层(共16层)  | 板楼,0人关注 / 23天以前发布,82,"9,085元/平"
有色金属家属 1室1厅 南 北,有色金属家属 -南湖,1室1厅 | 45.85平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,36,"7,852元/平"
户型方正，装修好，中间楼层.价格可研究,东安瑞凯国际一期 -南部新城,3室1厅 | 94.73平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板楼,0人关注 / 22天以前发布,69.8,"7,369元/平"
四五小区 精装修 多层二楼 永春 产院  重庆商圈 西五,四五小区 -大经路,3室1厅 | 90平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,1人关注 / 29天以前发布,78.5,"8,723元/平"
昂展公园里 南明厅 吉大慧谷 三室彩光好 楼层好,昂展公园里 -硅谷街南,3室2厅 | 125平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,108,"8,640元/平"
阳光城 3室 精装修 不把山不临街 位置好,阳光城(高新区) -吉大前进校区,3室2厅 | 132平米 | 南 北 | 精装 | 6层  | 板塔结合,0人关注 / 28天以前发布,117,"8,864元/平"
新上 国税小区  急售 急售 急售 急售急售,国税繁荣小区 -净水厂,2室2厅 | 118.86平米 | 南 北 | 精装 | 中楼层(共6层)  | 塔楼,0人关注 / 18天以前发布,105,"8,834元/平"
谭泽东南明珠 九楼 全天无遮挡 看房随时装修嘎嘎好,潭泽东南明珠 -净月区,3室1厅 | 105.78平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 18天以前发布,114.9,"10,863元/平"
净月潭旁万科兰乔公寓精装修户型好,万科兰乔公寓 -净月区,2室1厅 | 77.2平米 | 东 西 | 精装 | 中楼层(共5层)  | 塔楼,1人关注 / 30天以前发布,65,"8,420元/平"
格局方正 次新改善四局二厅二卫 新房未使用,班芙花园 -净月区,4室1厅 | 138平米 | 南 北 | 精装 | 低楼层(共12层)  | 板楼,0人关注 / 18天以前发布,139,"10,073元/平"
上院不把不临南北通透跃层买一层加一层采光充足,上院 -红旗,3室2厅 | 88.31平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 20天以前发布,110,"12,457元/平"
恒盛豪庭  南北通透 采光好 看房随时,恒盛豪庭 -硅谷街南,3室1厅 | 164平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,1人关注 / 22天以前发布,105,"6,403元/平"
万科班芙花园，电梯房三室两卫，随时看房,班芙花园 -净月区,3室2厅 | 136.43平米 | 南 北 | 精装 | 中楼层(共13层)  | 板楼,0人关注 / 19天以前发布,145,"10,629元/平"
卖场商圈 不一不顶 户型方正 南北通透 采光充足,保利罗兰香谷 -欧亚卖场,2室1厅 | 87.8平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,0人关注 / 29天以前发布,88,"10,023元/平"
二环位置，交通便利，楼层好。。,民航宿舍 -西安广场,2室1厅 | 64平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 24天以前发布,47.9,"7,485元/平"
中海国际社区E区 园区中间 不把不临 采光充足随时可看,中海国际社区E区 -净月区,3室2厅 | 140.27平米 | 北 南 | 精装 | 中楼层(共18层)  | 板楼,1人关注 / 27天以前发布,142,"10,124元/平"
万盛理想国二期卡梅尔城 3室2厅 南 北,万盛理想国二期卡梅尔城 -四季青市场,3室2厅 | 118平米 | 南 北 | 精装 | 低楼层(共15层)  | 塔楼,0人关注 / 27天以前发布,100,"8,475元/平"
三环内大禹华邦 南北通透 精装 采光好中间楼层 电梯房,大禹华邦B区 -西安广场,2室2厅 | 84.36平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,1人关注 / 20天以前发布,65,"7,706元/平"
八一公园旁  不把山不临街  精装修 保利品质楼盘,保利溪湖林语 -南部新城,2室2厅 | 90.5平米 | 南 | 精装 | 低楼层(共27层)  | 板楼,0人关注 / 10个月以前发布,92,"10,166元/平"
急售。两室两厅，精装，南北通透，拎包入住,华源公园1号一期 -北环沿线,2室2厅 | 69.69平米 | 南 北 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 14天以前发布,53.8,"7,720元/平"
吉大尚德，南北通透，八一水库公园，可按揭,隆都世界湾 -硅谷街南,3室1厅 | 122.26平米 | 南 北 | 毛坯 | 低楼层(共8层)  | 板楼,0人关注 / 13天以前发布,88,"7,198元/平"
景阳广场地铁2号，南北通透楼层好全天采光好吾悦广场,御景名家A区 -景阳广场,2室1厅 | 68.76平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,67.8,"9,861元/平"
电梯一环，配套全精装拎包入住出门啥都有，要啥有啥。,沈铁盛华庭 -站前,2室2厅 | 87平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,0人关注 / 5天以前发布,63.5,"7,299元/平"
临公园  近地铁   楼层好   格局好 小区新,万龙国际城三期 -北环沿线,2室2厅 | 85.91平米 | 南 北 | 毛坯 | 中楼层(共24层)  | 板楼,0人关注 / 6天以前发布,68.5,"7,974元/平"
中海大盘，飞机户型。婚房装修，小孩子在屋里住到岁,中海寰宇天下H区 -二道区周边,2室1厅 | 87.63平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 5天以前发布,71,"8,103元/平"
隆都翡翠湾 2室1厅 南,隆都翡翠湾 -四季青市场,2室1厅 | 54.51平米 | 南 | 精装 | 中楼层(共9层)  | 塔楼,0人关注 / 4天以前发布,32,"5,871元/平"
世纪广场 轻轨  月伴林湾 2室 精装修 拎包入住,月伴林湾 -北海公园,2室1厅 | 70平米 | 东 西 | 精装 | 高楼层(共29层)  | 板塔结合,0人关注 / 8天以前发布,54,"7,715元/平"
隆都翡翠湾 2室1厅 南,隆都翡翠湾 -四季青市场,2室1厅 | 54.51平米 | 南 | 精装 | 中楼层(共9层)  | 塔楼,0人关注 / 4天以前发布,32,"5,871元/平"
精装修 密码锁 随时看房 南北通透,民丰家园 -万通,2室1厅 | 61.75平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 3天以前发布,46.8,"7,579元/平"
东荣家园 中间楼层 拎包入住 精装 有钥匙,东荣家园 -八里堡,2室1厅 | 68平米 | 南 北 | 精装 | 低楼层(共7层)  | 塔楼,1人关注 / 6天以前发布,59.8,"8,795元/平"
长春公园早市旁 兴阳街 财政厅宿舍 新出小标北,兴阳街 -普阳,2室1厅 | 57.37平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 2个月以前发布,28.9,"5,038元/平"
3室1厅  南北通透 71米 精装修 地铁2号线,东康小区 -大经路,3室1厅 | 70.71平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,4人关注 / 3个月以前发布,60,"8,486元/平"
小三室 南北朝向 产权过五唯一住房 中间楼层 不错呦,恒大名都 -硅谷街北,3室1厅 | 113平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,78,"6,903元/平"
福临家园 两室 精装 好楼层 诚心出售,福临家园西区 -北海公园,2室1厅 | 98.5平米 | 南 | 精装 | 中楼层(共15层)  | 塔楼,3人关注 / 10个月以前发布,79.8,"8,102元/平"
此房产权过五，...南北通透，..不把不临..,亚泰花园桃花苑 -万通,2室1厅 | 73.5平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 12天以前发布,64,"8,708元/平"
急售  惠斯勒 婚房  标准两室   可贷款,万科惠斯勒小镇 -净月区,2室1厅 | 97.53平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,0人关注 / 4天以前发布,86,"8,818元/平"
中海盛世城 业主急售 好楼层 不把不临  精装修,中海盛世城B区文承府 -二道区周边,2室2厅 | 84.34平米 | 南 北 | 精装 | 高楼层(共27层)  | 板楼,0人关注 / 6天以前发布,76,"9,012元/平"
伊通河畔 滨河西区  多层二楼  南北三室  不把不临,滨河西区 -东大桥,3室2厅 | 90.03平米 | 南 北 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,73.8,"8,198元/平"
六合一方 2室1厅 南,六合一方 -东方广场北,2室1厅 | 67平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,1人关注 / 7天以前发布,48,"7,165元/平"
南北通透，交通便利，环境优美，适合宜居,领秀蓝珀湖三期 -工业大学北湖校区,3室2厅 | 105.43平米 | 南 北 | 毛坯 | 低楼层(共16层)  | 板楼,11人关注 / 一年前发布,74.9,"7,105元/平"
长春公园 吾悦广场 地铁二号线 欧亚春城，临地铁2号线,春城小区 -景阳广场,3室2厅 | 153.2平米 | 南 北 | 简装 | 高楼层(共7层)  | 塔楼,0人关注 / 26天以前发布,82,"5,353元/平"
文理 ，适应性比较多元化。也可以为老人居住，楼层好,金安华城 -普阳,3室2厅 | 133平米 | 南 北 | 精装 | 低楼层(共6层)  | 塔楼,0人关注 / 17天以前发布,136,"10,226元/平"
伟业富强天玺 高层 两室两厅 中上楼层 视野好,伟业富强天玺 -硅谷街南,2室2厅 | 84.17平米 | 南 北 | 毛坯 | 高楼层(共28层)  | 板楼,14人关注 / 一年前发布,64,"7,604元/平"
绿地上海城封闭小区交通方便南北通透标准三室看房方便,绿地长春上海城B区 -西部新城开发区,3室2厅 | 129.27平米 | 南 北 | 简装 | 低楼层(共11层)  | 板楼,1人关注 / 一年前发布,99.8,"7,721元/平"
2楼采光好供暖好出门就是伊通河3室带阳台,中海水岸馨都 -净月区,3室1厅 | 130平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,1人关注 / 7天以前发布,137,"10,539元/平"
百花园旁 太阳世家 标准四居室 中间楼层 满五且唯一,太阳世家云杉居 -友谊公园,4室2厅 | 145.08平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 7天以前发布,170,"11,718元/平"
吉售！中海观邸联排别墅，精装简欧风格，满五唯一！,中海国际社区观邸 -净月区,5室3厅 | 237.88平米 | 南 北 | 精装 | 低楼层(共3层)  | 板楼,14人关注 / 4个月以前发布,570,"23,962元/平"
此房满二，三室两厅，客厅宽敞明亮，楼层好，采光好,高新怡众名城 -硅谷街北,3室1厅 | 111.02平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,26人关注 / 一年前发布,105,"9,458元/平"
封闭小区 精装2室 落地窗 南北通透户型方正,华瀚四季花园 -西安广场,2室2厅 | 100平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 15天以前发布,91,"9,100元/平"
北湖春天E区 多层的中楼层 采光好 价格优惠,北湖春天E区 -奋进,2室1厅 | 90.52平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板塔结合,2人关注 / 16天以前发布,44,"4,861元/平"
亚泰梧桐公馆  地铁口   南北通透   两室 精装修,亚泰梧桐公馆 -欧美工业园,2室2厅 | 92平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 16天以前发布,105,"11,414元/平"
新星宇和源园区中间，好楼层南北通透精装修。看房方便,新星宇和源 -硅谷街北,2室2厅 | 83.54平米 | 南 北 | 精装 | 中楼层(共20层)  | 板楼,0人关注 / 14天以前发布,74,"8,859元/平"
科苑B区 楼层好 毛坯房 采光充足 户型方正,科苑小区B区 -奋进,2室1厅 | 110平米 | 南 北 | 毛坯 | 高楼层(共15层)  | 暂无数据,0人关注 / 17天以前发布,55,"5,000元/平"
南北户型，全明厅无遮挡，产权在手，带阳台,华大城三期 -小南,2室1厅 | 79.82平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 12天以前发布,62,"7,768元/平"
新星宇小高层 不把山不临街 中间户 南北通透 精装修,新星宇和润B区 -南部新城,2室2厅 | 81.79平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 15天以前发布,83,"10,148元/平"
万龙丽水湾 1室1厅 南,万龙丽水湾 -硅谷街南,1室1厅 | 59.71平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 13天以前发布,57.5,"9,630元/平"
湖光北区3楼两室一厅南北通透前面无遮挡,湖光北区 -南湖,2室1厅 | 60平米 | 南 北 | 简装 | 中楼层(共7层)  | 塔楼,0人关注 / 16天以前发布,62,"10,334元/平"
