标题,开发商,房子信息,发布信息,售价/万,单价
箭八组合，步梯3楼，离菜市近，户型方正，采光好,华庭苑 -箭盘山,3室2厅 | 129.79平米 | 南 北 | 简装 | 中楼层(共8层)  | 板塔结合,0人关注 / 10天以前发布,103,"7,936元/平"
绿水云间  电梯精装三房  采光好 户型方正,绿水·云间 -柳钢商圈,4室2厅 | 132.37平米 | 南 北 | 精装 | 中楼层(共25层)  | 塔楼,4人关注 / 5个月以前发布,96,"7,253元/平"
冠亚御龙湾 3室2厅 南,冠亚御龙湾 -九头山,3室2厅 | 102.62平米 | 南 | 精装 | 高楼层(共25层)  | 暂无数据,0人关注 / 2个月以前发布,71,"6,919元/平"
连塘苑好房出售 钻石三楼 精装两房两厅 景 小！,连塘苑 -广雅商圈,2室2厅 | 76.35平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,76,"9,955元/平"
胜利小区六区 中层豪 华装修 房子采光好看小区,中房胜利小区六区 -胜利商圈,3室2厅 | 111.24平米 | 北 | 精装 | 中楼层(共32层)  | 塔楼,0人关注 / 3个月以前发布,80,"7,192元/平"
十里江湾一期中层二梯三户江景四房二厅二卫,碧桂园十里江湾一期 -河东开发区,4室2厅 | 149.87平米 | 南 北 | 精装 | 中楼层(共32层)  | 暂无数据,0人关注 / 1个月以前发布,165,"11,010元/平"
华润凯旋门小三房利用面积大，业主诚心出售。,华润凯旋门 -万象城商圈,3室2厅 | 89.36平米 | 南 北 | 简装 | 低楼层(共40层)  | 塔楼,9人关注 / 一年前发布,105,"11,751元/平"
蟠龙苑精装两房 户型方正 采光好,蟠龙苑小区 -古亭山商圈,2室1厅 | 62平米 | 东南 | 简装 | 高楼层(共8层)  | 板楼,11人关注 / 一年前发布,26,"4,194元/平"
西龙钢小区 温馨小三房 有个小阁楼 业主急售,西龙钢厂小区 -十一冶商圈,3室2厅 | 92.5平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 6个月以前发布,46,"4,973元/平"
步梯精装大三房，房东诚心出售。,天山·上城 -箭盘山,3室2厅 | 126.32平米 | 南 北 | 精装 | 中楼层(共6层)  | 塔楼,3人关注 / 7个月以前发布,88.8,"7,030元/平"
精装修，拎包入住，户型方正，楼层佳，视野采光好,盛天悦景台悦锦园 -东环商厦,4室2厅 | 93.43平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,1人关注 / 2个月以前发布,102,"10,918元/平"
精装两房，楼层好，好房子好价格，业主诚心出售,三中路86号 -三中商圈,2室1厅 | 78.53平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,2人关注 / 4个月以前发布,62,"7,896元/平"
财富广场，地段好，购物方便，南北通透，首付10万,世纪财富广场 -柳城县,3室2厅 | 120.23平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,1人关注 / 3个月以前发布,38.8,"3,228元/平"
柳北保利大江郡，朝南精装四房，业主自装，诚心出售,保利·大江郡 -保利商圈,4室2厅 | 100.16平米 | 东 南 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,120,"11,981元/平"
柳南区沃尔玛旁电梯温馨三房诚心出售,金河湾 -沃尔玛商圈,3室2厅 | 124.47平米 | 东南 | 精装 | 中楼层(共11层)  | 塔楼,6人关注 / 9个月以前发布,94,"7,553元/平"
华展华园电梯高层，户型方正采光通风好，双阳台,华展·华园 -万象城商圈,3室2厅 | 104.23平米 | 南 | 精装 | 高楼层(共25层)  | 板塔结合,12人关注 / 9个月以前发布,94.5,"9,067元/平"
精装四房 户型方正 电梯中层 南北通 视野开阔,铁投玫瑰园 -五菱商圈,4室2厅 | 105.3平米 | 南 北 | 精装 | 高楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,96,"9,117元/平"
柳北区 (锦绣小区) 步梯低楼层 小三居 南北通透,锦绣小区 -保利商圈,3室2厅 | 83.29平米 | 南 北 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 3个月以前发布,48.8,"5,860元/平"
新上房源  盛天龙湾精装三房 见江景 出行方便,盛天龙湾北区 -古亭山商圈,3室2厅 | 101.01平米 | 南 北 | 精装 | 高楼层(共25层)  | 塔楼,0人关注 / 1个月以前发布,67,"6,634元/平"
金水岸B区三房，户型方正，采光充足,金水岸B区 -杨柳郡商圈,3室2厅 | 132平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 21天以前发布,92,"6,970元/平"
国信凤起新都 4室2厅 南,国信凤起新都 -西江宾馆,4室2厅 | 143平米 | 南 | 毛坯 | 高楼层(共12层)  | 板塔结合,0人关注 / 2个月以前发布,110,"7,693元/平"
万象商圈 汇东一品孝心一楼 四居室 家具家电不带走,汇东一品 -万象城商圈,4室2厅 | 127.6平米 | 东南 | 精装 | 低楼层(共31层)  | 塔楼,11人关注 / 8个月以前发布,90,"7,054元/平"
万达商圈，魅力首座大三房，精装，南北通透,魅力首座 -航三路商圈,3室2厅 | 110平米 | 南 北 | 精装 | 中楼层(共25层)  | 塔楼,2人关注 / 22天以前发布,89,"8,091元/平"
汽车总站旁红阳路云岭区230号二楼正3房有露台急售,红阳路云岭区230号 -汽车总站,3室1厅 | 91.49平米 | 东南 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 29天以前发布,45,"4,919元/平"
温馨772 文韬 文华 电梯精装三房两卫 采光通风好,温馨772 -阳光100商圈,3室1厅 | 96平米 | 南 | 精装 | 中楼层(共29层)  | 板塔结合,0人关注 / 22天以前发布,118,"12,292元/平"
鹿山花苑 低楼层 3房  稀有资源 名流圈层 身份象征,鹿山花苑 -高新技术开发区,3室2厅 | 112.78平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,2人关注 / 8个月以前发布,90,"7,981元/平"
胜利小区九区采光好，视野开阔！,胜利小区九区 -胜利商圈,2室1厅 | 50.21平米 | 北 | 精装 | 中楼层(共18层)  | 塔楼,9人关注 / 一年前发布,33,"6,573元/平"
荣军路交通方便配套齐全小区新环境好随时看房,碧桂园城央首府·珑府 -九头山,3室2厅 | 103.45平米 | 南 | 毛坯 | 低楼层(共27层)  | 塔楼,0人关注 / 5个月以前发布,85,"8,217元/平"
柳冶生活区 孝心楼层 利用率高两房,柳冶生活区 -箭盘山,2室2厅 | 66.62平米 | 南 北 | 简装 | 中楼层(共4层)  | 板楼,0人关注 / 3个月以前发布,33.5,"5,029元/平"
胜利六村商品房 简装大2房 步梯中层 户型方正 采光好,胜利六村商品房 -胜利商圈,2室1厅 | 74.28平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 3个月以前发布,40,"5,386元/平"
房子诚心出售，楼层好，户型方正，满五唯一,冠亚·国际星城东区 -古亭山商圈,3室2厅 | 122平米 | 南 | 精装 | 中楼层(共22层)  | 塔楼,0人关注 / 27天以前发布,84,"6,886元/平"
在水一方3房，户型方正，花园式小区，配套全,在水一方 -沃尔玛商圈,3室2厅 | 127.8平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 27天以前发布,102,"7,982元/平"
革新车辆厂金龙小区 架空1楼3房 带柴房 欢迎咨询看房,金龙小区 -革新路商圈,3室2厅 | 95.06平米 | 南 | 精装 | 低楼层(共7层)  | 板塔结合,0人关注 / 20天以前发布,69,"7,259元/平"
万达 龙城华府 精装修 3房2厅2卫 7000出,望泰·龙城华府 -航一路商圈,3室2厅 | 126.46平米 | 南 北 | 精装 | 高楼层(共16层)  | 板塔结合,1人关注 / 20天以前发布,86,"6,801元/平"
恒大御府一期  温馨两房  中上楼层 拎包入住,恒大御府一期 -恒大商圈,2室2厅 | 78平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,0人关注 / 28天以前发布,86,"11,026元/平"
金穗福苑 3室2厅 南 北,金穗福苑 -柳南万达,3室2厅 | 90.56平米 | 南 北 | 精装 | 高楼层(共18层)  | 塔楼,0人关注 / 16天以前发布,78,"8,614元/平"
长业天江城精装3房随时看房拎包入住,长业天江城 -杨柳郡商圈,3室2厅 | 115平米 | 南 | 精装 | 中楼层(共23层)  | 塔楼,0人关注 / 11天以前发布,108.8,"9,461元/平"
恒大御景湾 2室2厅 南,恒大御景湾 -阳和商圈,2室2厅 | 81平米 | 南 | 精装 | 高楼层(共33层)  | 暂无数据,0人关注 / 9天以前发布,53,"6,544元/平"
精装4房2厅2卫，电梯12楼，，采光好，视野宽阔,东郡誉苑 -阳光100商圈,4室2厅 | 137平米 | 南 | 精装 | 中楼层(共31层)  | 板塔结合,0人关注 / 15天以前发布,165,"12,044元/平"
沃尔玛商圈，配套设施齐全、天鹅湖3房,天鹅湖 -磨滩商圈,3室2厅 | 103.43平米 | 南 | 精装 | 低楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,83.8,"8,103元/平"
新华庭 3室2厅 南 北,新华庭 -八中,3室2厅 | 125.49平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,120,"9,563元/平"
川海汇景龙湾 楼中楼 价格优美 有2个车位,川海汇景龙湾 -沃尔玛商圈,5室2厅 | 200平米 | 南 北 | 精装 | 高楼层(共27层)  | 塔楼,9人关注 / 7个月以前发布,200,"10,000元/平"
汇东一品精装三房，视野开阔，看房方便,汇东一品 -万象城商圈,3室2厅 | 119.8平米 | 南 北 | 精装 | 中楼层(共31层)  | 塔楼,13人关注 / 8个月以前发布,95,"7,930元/平"
满五唯一税少，为保利首排江景大户型，全江景一览无遗,保利·大江郡 -保利商圈,5室2厅 | 172.93平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,15人关注 / 一年前发布,240,"13,879元/平"
凤起新都电梯洋房 一梯两户 通透采光好 满五唯一,国信凤起新都 -西江宾馆,4室2厅 | 142.92平米 | 东南 | 精装 | 中楼层(共7层)  | 板塔结合,2人关注 / 8个月以前发布,120,"8,397元/平"
8中箭小 华庭苑3房2卫 买一层得两层 带两个露台,华庭苑 -箭盘山,3室2厅 | 84.21平米 | 西南 | 精装 | 高楼层(共8层)  | 板塔结合,1人关注 / 3个月以前发布,68,"8,076元/平"
证满税低，户型方正，采光好，视野开阔,居上好人家 -马鹿山商圈,2室2厅 | 84.27平米 | 南 | 简装 | 中楼层(共16层)  | 板楼,11人关注 / 一年前发布,65,"7,714元/平"
阳光100经典时代两房精装修 配套成熟 拎包入住,阳光100经典时代 -桂中商圈,2室1厅 | 90.35平米 | 南 | 精装 | 中楼层(共6层)  | 塔楼,1人关注 / 6个月以前发布,75,"8,302元/平"
柳南万达商圈，大润发旁，新嘉园精美两房,新嘉园 -柳南万达,2室1厅 | 64.36平米 | 南 北 | 精装 | 中楼层(共7层)  | 塔楼,3人关注 / 6个月以前发布,36,"5,594元/平"
华展·华园 2室2厅 东南,华展·华园 -万象城商圈,2室2厅 | 78.64平米 | 东南 | 精装 | 中楼层(共18层)  | 板塔结合,10人关注 / 7个月以前发布,68,"8,647元/平"
楼层好、采光好的实惠两房刚建好的新房,五建家园 -胜利商圈,2室1厅 | 74.14平米 | 南 | 简装 | 中楼层(共18层)  | 暂无数据,0人关注 / 16天以前发布,50,"6,744元/平"
宏祥园 3房2厅1卫 房间大 格局好 有小露台,宏祥园 -永前路商圈,3室2厅 | 94平米 | 东南 | 简装 | 低楼层(共25层)  | 板塔结合,0人关注 / 11天以前发布,66,"7,022元/平"
联发荣君府 4室1厅 南,联发荣君府 -九头山,4室1厅 | 91.8平米 | 南 | 精装 | 中楼层(共29层)  | 塔楼,0人关注 / 10天以前发布,85,"9,260元/平"
魅力首座 3室2厅 南,魅力首座 -航三路商圈,3室2厅 | 108.42平米 | 南 | 精装 | 中楼层(共25层)  | 塔楼,2人关注 / 13天以前发布,93,"8,578元/平"
中楼层两房，楼层好，总价低，易入手。,晶远花苑 -箭盘山,2室1厅 | 52.14平米 | 北 南 | 简装 | 低楼层(共8层)  | 板塔结合,0人关注 / 14天以前发布,40,"7,672元/平"
城中90平小三房 带柴房 可停电车 桂中花苑,桂中花苑 -桂中商圈,3室2厅 | 90.51平米 | 南 | 简装 | 中楼层(共9层)  | 板塔结合,7人关注 / 5个月以前发布,73,"8,066元/平"
城中90平小三房 带柴房 可停电车 桂中花苑,桂中花苑 -桂中商圈,3室2厅 | 90.51平米 | 南 | 简装 | 中楼层(共9层)  | 板塔结合,7人关注 / 5个月以前发布,73,"8,066元/平"
房东急卖龙光玖珑府封闭式小区大三房两厅两卫,龙光玖珑府 -柳东新区,4室2厅 | 118.2平米 | 东南 | 毛坯 | 低楼层(共26层)  | 板楼,0人关注 / 一年前发布,70,"5,923元/平"
柳南万达旁 步梯2楼户型方正大2房 首付10万房东急售,宝城苑 -柳南万达,2室2厅 | 87.57平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,1人关注 / 4个月以前发布,53.5,"6,110元/平"
柳南航五路盛世中华欧式精装大靓三房，业主诚心出售,盛世中华B区 -航四路商圈,3室2厅 | 123.83平米 | 南 | 精装 | 低楼层(共15层)  | 塔楼,7人关注 / 一年前发布,88,"7,107元/平"
城中高新区 社保局旁高新管委会宿舍步梯二楼带大柴房,柳州高新区管委会宿舍 -高新技术开发区,4室2厅 | 134.73平米 | 南 | 简装 | 低楼层(共8层)  | 板塔结合,12人关注 / 6个月以前发布,100,"7,423元/平"
金色蓝庭电梯3房精装修，房东急售,金色蓝庭 -五菱商圈,3室2厅 | 88.36平米 | 南 | 精装 | 高楼层(共14层)  | 板塔结合,5人关注 / 7个月以前发布,65,"7,357元/平"
柳石路宝莲新都步梯4楼三房 采光通风好 生活方便,宝莲新都 -九头山,3室2厅 | 94.86平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,63,"6,642元/平"
柳南万达旁 银海小区 南北通透 三居室 中高楼满五唯一,银海小区 -航一路商圈,3室2厅 | 90.23平米 | 南 北 | 精装 | 高楼层(共17层)  | 塔楼,2人关注 / 4个月以前发布,64.6,"7,160元/平"
华韵上城 电梯三房 双阳台 采光牛必南北通透,华韵上城 -基隆商圈,3室2厅 | 104.68平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,68,"6,496元/平"
拉堡精美三房、腾安世纪金碧苑、方正户型,腾安世纪金碧苑 -柳江商业广场,3室2厅 | 112.66平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼,4人关注 / 7个月以前发布,65,"5,770元/平"
学俯良品航鹰逸夫步梯2楼，配套成熟，业主诚心出售,兆安俊园 -航二路商圈,3室2厅 | 110.76平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,2人关注 / 4个月以前发布,72.5,"6,546元/平"
房子满五唯一精装步梯楼中楼格局好3房2厅2卫带露台,华韵上城 -基隆商圈,3室2厅 | 123.53平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,0人关注 / 2个月以前发布,64,"5,181元/平"
柳石路金石小苑旁抱石小筑三楼三房,抱石小筑 -龙潭公园,3室1厅 | 95.63平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,4人关注 / 3个月以前发布,52,"5,438元/平"
潭西小区    两房户型方正    南北朝向,潭西小区 -沃尔玛商圈,2室1厅 | 59.37平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,2人关注 / 6个月以前发布,39,"6,569元/平"
黄村靓房出售   全新装修两房两厅  价钱*便宜！,新园小居 -黄村商圈,2室2厅 | 81.2平米 | 东南 | 简装 | 中楼层(共8层)  | 板楼,18人关注 / 一年前发布,37,"4,557元/平"
又一城3房2厅1卫小三房82.51平售价25.8万,又一城 -柳城县,3室2厅 | 82.5平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,11人关注 / 6个月以前发布,25.8,"3,128元/平"
恒大华府129平米 精装阳台正南 另有一个车位出售,恒大华府 -万象城商圈,3室2厅 | 129.97平米 | 东南 | 精装 | 中楼层(共32层)  | 塔楼,1人关注 / 1个月以前发布,125,"9,618元/平"
总价低，房子新，，上学生活方便，配套成熟,柳泥小区 -河西商圈,2室1厅 | 64.49平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,16,"2,482元/平"
低楼层经济适用两房。。。。。。,柳啤生活区 -黄村商圈,2室1厅 | 64.78平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,10人关注 / 6个月以前发布,38.6,"5,959元/平"
永意山语城，3房楼中楼 大阳台，采光好，户型方正,永意山语城 -龙潭公园,4室1厅 | 125.5平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,9人关注 / 5个月以前发布,83,"6,614元/平"
柳北黄村商圈 步梯2楼 精装两房,柳啤生活区 -黄村商圈,2室1厅 | 60.05平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 3个月以前发布,39.8,"6,628元/平"
华韵上城3房2厅2卫精装修，采光好。,华韵上城 -基隆商圈,3室2厅 | 112.49平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,1人关注 / 3个月以前发布,69,"6,134元/平"
保利商圈景秀园171平宜居大4房户型正双阳台采光好,景秀園西区 -保利商圈,4室2厅 | 170.71平米 | 南 北 | 精装 | 高楼层(共7层)  | 塔楼,1人关注 / 5个月以前发布,105,"6,151元/平"
本房有院子，楼层低，适合家里和老人居住，,蟠龙苑小区 -古亭山商圈,2室2厅 | 60平米 | 南 | 简装 | 低楼层(共8层)  | 板楼,4人关注 / 6个月以前发布,37,"6,167元/平"
东环大道翡翠龙庭紧凑小三房精装有钥匙随时看房,恒大翡翠龙庭 -恒大商圈,3室2厅 | 91平米 | 南 北 | 精装 | 高楼层(共26层)  | 塔楼,4人关注 / 7个月以前发布,94,"10,330元/平"
阳和碧桂园星悦湾融创融公馆旁恒大御景湾精装房,恒大御景湾 -阳和商圈,2室2厅 | 81.64平米 | 南 | 精装 | 低楼层(共31层)  | 暂无数据,2人关注 / 一年前发布,54,"6,615元/平"
万达品质彰显不一样.购房带地库车位，预约方便看房。,万达华城(柳南区) -柳南万达,4室2厅 | 121平米 | 南 北 | 精装 | 低楼层(共34层)  | 塔楼,0人关注 / 1个月以前发布,122,"10,083元/平"
怡鑫园 3室2厅 南 北,怡鑫园 -五星商圈,3室2厅 | 109平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,2人关注 / 7个月以前发布,95,"8,716元/平"
杨柳郡上白沙棕榈苑高层四房全新装修拎包入住,柳州绿城杨柳郡 -杨柳郡商圈,4室2厅 | 142平米 | 东南 西南 | 精装 | 中楼层(共31层)  | 板楼,1人关注 / 3个月以前发布,190,"13,381元/平"
